mint,token_class,trade_events_5m,priceable_events_5m,sol_priceable_events_5m,quote_priceable_events_5m,unavailable_events_5m,quote_mints,old_sol_unpriceable,quote_rescued,path_conflict_seen,quote_flow_mint_conflict,price_identity,first_price_proxy,current_price_proxy,return_from_t0_bps,drawdown_from_high_bps,strategy_v01_flow_compatible,sol_buy_volume_lamports,sol_sell_volume_lamports,quote_buy_volume_raw,quote_sell_volume_raw,quote_flow_mint
23KrLmQecpAoHtoui3fhMXJxwiNf6dBY12hrnXzhpump,SOL_ONLY,4,4,4,0,0,,False,False,False,False,SOL_NATIVE,0.0000414324448597862198081176937488336296234666369867040446920100,0.0000376959882693321134005118036365886726275369277391333576521942,-902,-902,True,987654,2326307366,987654,2326307366,11111111111111111111111111111111
23Kz21yct4F44ddBGm6Xi7wmXDP5C5PKAN6y88Hmpump,SOL_ONLY,101,101,101,0,0,,False,False,False,False,SOL_NATIVE,0.0000640672418672028370286368703083619526751589115110303714577821,0.000151626632450485309088642033300262567395232344669811526223117,13667,-5,True,4993291129,6218329028,4993291129,6218329028,11111111111111111111111111111111
243vcQRLUij8XfzdadU7hm7R55uytPeVoVC4Aj38pump,SOL_ONLY,8,8,8,0,0,,False,False,False,False,SOL_NATIVE,0.0000520848972773257810344700163617669629925716279545909119242958,0.0000548355061343906965600269908206563265833233636905693143938309,528,-837,True,3794469131,4831484257,3794469131,4831484257,11111111111111111111111111111111
247Fg2D8CoYafaDcZXuwApmZ8sTNXzHtmoyq3hK6pump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279589934771668219944082013047530288909599254426840633737185,0.0000279589934771668219944082013047530288909599254426840633737185,0,0,True,0,246913579,0,246913579,11111111111111111111111111111111
24CtFWYaTjSw1v2EQ1A5SuoKBFL47V2k1CAab493pump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000398010841239066405219482173530755675887095353441993043337555,0.0000398010841239066405219482173530755675887095353441993043337555,0,0,True,514633946,0,514633946,0,11111111111111111111111111111111
24P2GKPn9sG5pajA6odu8Ncopk62TScTAUnwySSrqLq1,SOL_ONLY,47,47,47,0,0,,False,False,False,False,SOL_NATIVE,0.0000481182303884490484008520080666270497333177364885589069926294,0.000101492220044385904926418616233337483391857735114553345360022,11092,-1869,True,20258748351,9664727432,20258748351,9664727432,11111111111111111111111111111111
24bdXk9e5BskiEjTWCU5EBPuHKdMSVLTamaHEcc7pump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279592228066918708326695903430273457501506464959835344624400,0.0000279592228066918708326695903430273457501506464959835344624400,0,0,True,0,2795,0,2795,11111111111111111111111111111111
24ciaAuJ9gYHFiBGo9umfXTLcnZv2DGZ29qW2uZWpump,SOL_ONLY,19,19,19,0,0,,False,False,False,False,SOL_NATIVE,0.0000299027182898431697265578901302524281256114417547235843716668,0.0000295831332060480081566820320211374325724131902844019232840975,-107,-1747,True,3959467691,3110291212,3959467691,3110291212,11111111111111111111111111111111
24pUwoWNkMPyGHujVodmEyP14EWMoMqNbeNC83uGpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000826421765173330078251245964189686728072354069103415917612181,0.0000826421765173330078251245964189686728072354069103415917612181,0,0,True,0,99663555,0,99663555,11111111111111111111111111111111
24q87NzkQ7BxVmBWr5dFX7RfrVfZ79PrrLxZ7KKBpump,SOL_ONLY,24,24,24,0,0,,False,False,False,False,SOL_NATIVE,0.000104566358797272451102282920950060442312782442108924088513848,0.0000614493911006806506392422151629078668068079939450192798024543,-4123,-4123,True,1040494452,9742311023,1040494452,9742311023,11111111111111111111111111111111
