mint,token_class,trade_events_5m,priceable_events_5m,sol_priceable_events_5m,quote_priceable_events_5m,unavailable_events_5m,quote_mints,old_sol_unpriceable,quote_rescued,path_conflict_seen,quote_flow_mint_conflict,price_identity,first_price_proxy,current_price_proxy,return_from_t0_bps,drawdown_from_high_bps,strategy_v01_flow_compatible,sol_buy_volume_lamports,sol_sell_volume_lamports,quote_buy_volume_raw,quote_sell_volume_raw,quote_flow_mint
4uaMcKKq68eHaCdZYt9bnZMgos1nocgN9AVTCWtxpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000280055796576515182121989779486170443444599707453792385685792,0.0000280055796576515182121989779486170443444599707453792385685792,0,0,True,0,25024728,0,25024728,11111111111111111111111111111111
4uwANpFmRdLoNJHRsW4Ev3tBHzxU6n2SzzaVrVWjuSsr,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000310254320712334534703118803125266744560968937577355309671816,0.0000310254320712334534703118803125266744560968937577355309671816,0,0,True,0,199999999,0,199999999,11111111111111111111111111111111
4ux7tX3e9QHqRhsxDX71NeW2LNPaoyWHokmRcijopump,SOL_ONLY,2,2,2,0,0,,False,False,False,False,SOL_NATIVE,0.0000532598267016055190154107312025212243697041763464857015172681,0.0000527376295976739669172785554863532165741008046073627547853213,-98,-98,True,0,507494019,0,507494019,11111111111111111111111111111111
4v15tb2mZTmtvobsD3EoBZrEE8kofmGZ59qPxMhapump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000544000091434509137588162208076585375400539859760988816279005,0.0000544000091434509137588162208076585375400539859760988816279005,0,0,True,0,751397375,0,751397375,11111111111111111111111111111111
4vJAxpw3LwzTJtzNCkhDjzz5nwokhJrkk8uRPvsRAnCQ,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000289076489036811293222210915041946462778128351817640313203281,0.0000289076489036811293222210915041946462778128351817640313203281,0,0,True,0,424501989,0,424501989,11111111111111111111111111111111
4viTmpLtFnJNqifTkES2zj8Txg9F2ot7Zg2WpXRepump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000304184929630524154917888694233017349420354260092121309470191,0.0000304184929630524154917888694233017349420354260092121309470191,0,0,True,0,362608208,0,362608208,11111111111111111111111111111111
4vxht7r8cgffG2W7cmuccQ4F4Fr2uPURi9Umb44opump,SOL_ONLY,3,3,3,0,0,,False,False,False,False,SOL_NATIVE,0.0000419429744270852431804766595144839889272486896823550858817074,0.0000429925747878235409278653165230659813499956750113145338381337,250,0,True,493827159,93851736,493827159,93851736,11111111111111111111111111111111
4wG9SotRU2HhNvUFArbYoTRJsJprQt7oQwn2yLBBpump,SOL_ONLY,6,6,6,0,0,,False,False,False,False,SOL_NATIVE,0.0000311577312043693114997083761237764612919458002825847162829695,0.0000331035936848987990221527662337051705719070697938381922371727,625,-997,True,4024197526,2062602335,4024197526,2062602335,11111111111111111111111111111111
4wVvDYxkc2DLSqL8kBEnChp4XD2gPK1G2BSGAWStpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000569395003784944753807571573823398415899728220511100859977222,0.0000569395003784944753807571573823398415899728220511100859977222,0,0,True,0,384193852,0,384193852,11111111111111111111111111111111
4wWUG8wWaF5dHCuxBHBuUt1igokmAjsvsEMHJwPCpump,SOL_ONLY,9,9,9,0,0,,False,False,False,False,SOL_NATIVE,0.0000349381527569602421727362728353891825835069068738193530255827,0.0000401040528918098016619602586831985597599298624242554904243446,1479,-1979,True,26962958,135894660,26962958,135894660,11111111111111111111111111111111
4wxAqwRor8VeVCgnmGRM2HUgAu6jFcmcwtBYmx3Npump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279589934771668219944082013047530288909599254426840633737185,0.0000279589934771668219944082013047530288909599254426840633737185,0,0,True,0,999999,0,999999,11111111111111111111111111111111
4x3fk2NCAjeZL7Zw3kQb9F86CygtdH2A3oQPT3aFpump,SOL_ONLY,40,40,40,0,0,,False,False,False,False,SOL_NATIVE,0.000147048171066733229180668005856279980295835267943911591303090,0.0000671298695422260771969075690311165471302335259781739999642492,-5435,-5743,True,11797685494,13016684139,11797685494,13016684139,11111111111111111111111111111111
4x9qgW5eBkp4gaMfFeP3znsSGgZRF1Y8xBgVtP6Upump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000291125025773894235456238890445690118845871338620856262057351,0.0000291125025773894235456238890445690118845871338620856262057351,0,0,True,257247,0,257247,0,11111111111111111111111111111111
4xLrja6DGgjcK9wnaqZfZU9fdS7ySSst6ThW9ukipump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000228231333559563410053862044569529325964058310259820145091286,0.0000228231333559563410053862044569529325964058310259820145091286,0,0,True,0,124567334,0,124567334,11111111111111111111111111111111
4xXcfrDu98AUfXVo1mA7zSC9ssAtnndMDbBaxyBxpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000402077834492777584780016787728702258592324800900898593698941,0.0000402077834492777584780016787728702258592324800900898593698941,0,0,True,0,13389,0,13389,11111111111111111111111111111111
4y6fRps8JVoJ1YyZ3DZCbayF5DEMYNaM2pXSd3c33HfS,SOL_ONLY,38,38,38,0,0,,False,False,False,False,SOL_NATIVE,0.0000457334882994109255000695870746006280248167023031593655818174,0.0000302514501707898283119047186965041054029253817781055549994043,-3385,-8378,True,12207847470,11225853056,12207847470,11225853056,11111111111111111111111111111111
4yDJAJ9GVdkUWFP9aCGQcAzWdB8eKjyxKEN2kviFpump,QUOTE_ONLY,11,11,0,11,0,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,True,True,False,False,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.00000275723274761738084642967293461431666110642973140764945807023,0.00000245782259447423179603579153334786833127093217020362235236106,-1086,-3476,False,0,0,169782761,124733513,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v
4yNC2V79Lj1iEHD4rVFUT7gRwLXqfQSyvRH6J5Wopump,SOL_ONLY,46,46,46,0,0,,False,False,False,False,SOL_NATIVE,0.0000143248695548919478496016849657116939759981062765933173137419,1.25447727308773905166635847322111793422105903639252001539317E-7,-9912,-9912,True,682714911,811537322,682714911,811537322,11111111111111111111111111111111
4yghZG4UX4HNPuTsgop58imKCN1j3S8JrzeixAEDpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000318021868837368497744456917118206576551387000888256244602540,0.0000318021868837368497744456917118206576551387000888256244602540,0,0,True,16691061,0,16691061,0,11111111111111111111111111111111
4z7tsVN9zRAf1pPeRyeU4kNZaN6WjMwdZGD1YN1jpump,SOL_ONLY,21,21,21,0,0,,False,False,False,False,SOL_NATIVE,0.0000317620491660526098024833011070238005079281063872114497081734,0.0000631085392083022159693109747221226173890806894425996130557213,9869,-509,True,17363634048,2291870404,17363634048,2291870404,11111111111111111111111111111111
4zATr5cpTCZMrojRrBGfmtBMdHsiR8YXEgRm9ZLJec3U,SOL_ONLY,2,2,2,0,0,,False,False,False,False,SOL_NATIVE,0.000104094152016529236474435594549388646256788919377676033896283,0.000102015003332195193942258646392382004795771956137696893467418,-200,-200,True,0,641016870,0,641016870,11111111111111111111111111111111
4zRdgWwkjfhRysjJvJXNZsgnQ2qP567KptbuBP7gpump,SOL_ONLY,2,2,2,0,0,,False,False,False,False,SOL_NATIVE,0.0000280497592126343914323290127872976360852618338659836346757093,0.0000294495137207720467431912146726847960062566036526698498281497,499,0,True,740625000,223639794,740625000,223639794,11111111111111111111111111111111
4zdJpXaDpuBKZh6zJXUkTSz5gP24WELPf1BnfM6Ppump,SOL_ONLY,4,4,4,0,0,,False,False,False,False,SOL_NATIVE,0.0000500214153966528206546348145797396668694760271208584189952785,0.0000473082908710566884577236722283725761997885822427921103607032,-542,-542,True,97876539,1201231547,97876539,1201231547,11111111111111111111111111111111
4zpqxkhHr8WnMS8LdZZcf5Jw3WmiKFw3D7Hfo7Uppump,SOL_ONLY,21,21,21,0,0,,False,False,False,False,SOL_NATIVE,0.0000153469788890253900662776694255889023938622075795199516121263,1.26455740078923079122482749777113027131555697992730981458732E-7,-9918,-9950,True,56086249,49952095,56086249,49952095,11111111111111111111111111111111
519UgU7vipAUsyK3W3RLry39jmpwsVdwkbHeAEb4rqpf,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000339992348702702853703185728166257281953794250046039881196583,0.0000339992348702702853703185728166257281953794250046039881196583,0,0,True,98765431,0,98765431,0,11111111111111111111111111111111
51JgCxryNwxQb5iHf7jXvU6bSsNtt2LZ78WPS7wipump,SOL_ONLY,3,3,3,0,0,,False,False,False,False,SOL_NATIVE,0.0000371464877792839397500581425736989861936951743814502979584903,0.0000395622803559370409463078731197338711214451634196789540302224,650,0,True,2518518518,0,2518518518,0,11111111111111111111111111111111
51MMzFKYJxULJVLD36Dxd3HD5BbeE9TLyqQBCJ8upump,SOL_ONLY,65,65,65,0,0,,False,False,False,False,SOL_NATIVE,0.00000231269477422156274297000065896837419930250261929009817122616,0.00000119223630276910265674791671749060049043266554510950098925263,-4845,-4845,True,703008937,574010256,703008937,574010256,11111111111111111111111111111111
51QG1ZM64Uba35riWjSZBhavfjWJRC4MR2p565uCpump,SOL_ONLY,214,214,214,0,0,,False,False,False,False,SOL_NATIVE,0.0000948876071663290511733696089140358617748531447272764734628296,0.0000365655952860942916753278681060027877589083450413969019565354,-6146,-7802,True,65767420552,71030510627,65767420552,71030510627,11111111111111111111111111111111
51XG8a5nVP1C6ussXiS5uhCN62qLfzQhpcxqZ1Bxpump,QUOTE_ONLY,1,1,0,1,0,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,True,True,False,False,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.00000401829687917907609189974722627790343816808222731668260031674,0.00000401829687917907609189974722627790343816808222731668260031674,0,0,False,0,0,0,293276,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v
525P99DHK56g9obfdQGStx3udLztqUGy4ndYLrnmbT7P,SOL_ONLY,10,10,10,0,0,,False,False,False,False,SOL_NATIVE,0.0000354524774968152873893393543939055048698448857860286680904684,0.0000529350583841880759850569544440101659651266765928552910128198,4931,-1049,True,9850336085,4749339598,9850336085,4749339598,11111111111111111111111111111111
52E6cVkLk7U9SyjGmDgkXW2BpXHidYysZTURGLUPpump,SOL_ONLY,3,3,3,0,0,,False,False,False,False,SOL_NATIVE,0.0000348633115874495076535223400281119436090897707014775989158836,0.0000425287356321838591623728365702768248588085399116955645878852,2199,0,True,7000000000,0,7000000000,0,11111111111111111111111111111111
52GEyASdkpFAPJjRzuLJeYM57nr4ivf4cvG6pMLCjPdr,SOL_ONLY,6,6,6,0,0,,False,False,False,False,SOL_NATIVE,0.0000440715300124381449293284340738045972048579098365683376942785,0.0000302159646233017811564124205305859074417900812086833725348864,-3144,-3144,True,227295534,2916184684,227295534,2916184684,11111111111111111111111111111111
533PZDVWdv8GtUcAXsfgCvmbGViYyNCh2YBfW16upump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000282263485364806065225080281092665308880795687750235324781199,0.0000282263485364806065225080281092665308880795687750235324781199,0,0,True,9777777,0,9777777,0,11111111111111111111111111111111
53DwCjCUj2tppgNcdEPFjpkHEzjRKVGZBvbpG4HBpump,SOL_ONLY,2,2,2,0,0,,False,False,False,False,SOL_NATIVE,0.0000299072027735869071272094010311076930982243883152207698511281,0.0000294058302159937990708997009927875012138700160675740828266710,-168,-168,True,0,853769551,0,853769551,11111111111111111111111111111111
53M9DFzQG9dkVQQx6SwKXw11AfE7zPDxSi9scYKfpMs5,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279589934803639185672107765649388111153498256055387150650964,0.0000279589934803639185672107765649388111153498256055387150650964,0,0,True,0,9335283,0,9335283,11111111111111111111111111111111
548RTetuTFgMWKfRxsUKHX9ae2LgoKEiaQPWnY1ypump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.000123256675317303795918246318201069967651598016763174532220825,0.000123256675317303795918246318201069967651598016763174532220825,0,0,True,0,435413505,0,435413505,11111111111111111111111111111111
54p3qGkuyU4yYnuPG5wnbfkjV6Hm4uyzQLRwUC8Ppump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279589934771668219944082013047530288909599254426840633737185,0.0000279589934771668219944082013047530288909599254426840633737185,0,0,True,0,999999,0,999999,11111111111111111111111111111111
54xoSB8yGEfCJdMSrUZPMJqGvdMQYaELWVZKk1Etpump,SOL_ONLY,4,4,4,0,0,,False,False,False,False,SOL_NATIVE,0.0000340967443854893513327147752562335920621622447518778696477896,0.0000337717902410308594353494815826728545471367655314477895898087,-95,-187,True,79012344,2281425046,79012344,2281425046,11111111111111111111111111111111
55Av5fdwkJ5GzUA2YDhCJdgdVHe8do4wZ3Z7hYLpump,SOL_ONLY,3,3,3,0,0,,False,False,False,False,SOL_NATIVE,0.0000307885578174619825144197552524993433021509867501464048842785,0.0000307885578184399719980792765551295953538247424574699659084513,0,-593,True,2459259257,977777776,2459259257,977777776,11111111111111111111111111111111
55HU9tXUM6kFRb1mAVz4pd9ERqckvJJhULtnQRGCpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279589934771668219944082013047530288909599254426840633737185,0.0000279589934771668219944082013047530288909599254426840633737185,0,0,True,0,296296294,0,296296294,11111111111111111111111111111111
55ybm3HXYtRQ5MNrwFijmvS7QT2pDBdLExMAaKt1pump,SOL_ONLY,3,3,3,0,0,,False,False,False,False,SOL_NATIVE,0.0000289136014942122633825246976213433991560774730015707136254892,0.0000285230868355487721450688785116363213896960098204445459622729,-135,-135,True,260000001,1232956368,260000001,1232956368,11111111111111111111111111111111
562R3gCfPZunx86X2nSo1n2VPFRiX16bxRsq2tccoWG7,SOL_ONLY,14,14,14,0,0,,False,False,False,False,SOL_NATIVE,0.0000385297817423500204176085518280635058747182362085472053027907,0.0000294824668035176172099076797949741783062067666665003048622984,-2348,-2348,True,1876427466,7850253561,1876427466,7850253561,11111111111111111111111111111111
56YrdvvioEox3m1akv8khYBcQa5Hv1RFWnqiFyndNtNM,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000286036807759354586709888972891001515513590705459678103174441,0.0000286036807759354586709888972891001515513590705459678103174441,0,0,True,0,26764955,0,26764955,11111111111111111111111111111111
56bnVpU5H8JKCypZFd9X8CUwvy7YctyqiuztZTmApump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000429794766401084029042635918046943283015690956713367604752346,0.0000429794766401084029042635918046943283015690956713367604752346,0,0,True,195555555,0,195555555,0,11111111111111111111111111111111
56sTa6gdQwoFRbYoKYh6xUtJvnzVoPn8WcdyvYHYpump,SOL_ONLY,29,29,29,0,0,,False,False,False,False,SOL_NATIVE,0.0000738518788993905148908465875913120517467751875817563238303653,0.0000281423103820672901727850623785720391092953418086083121374682,-6189,-6219,True,5207636017,12322637462,5207636017,12322637462,11111111111111111111111111111111
57ZY7AQ3JEiJXzRzNEg2gLTnHiEntzHqhUuqEaN8vk3u,SOL_ONLY,15,15,15,0,0,,False,False,False,False,SOL_NATIVE,0.0000379211811941576061307034765629758094304851431047849893051149,0.0000329799636402075240787652207519791304910047994262543763751336,-1303,-2249,True,9479765426,6897177594,9479765426,6897177594,11111111111111111111111111111111
57dhgKRqwrjxJR8jAXzDQXUru7QCdxahbmeHgS59pump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000217984810685338674694411183244934587142084360145800401014323,0.0000217984810685338674694411183244934587142084360145800401014323,0,0,True,83103823,0,83103823,0,11111111111111111111111111111111
57mciYaLVkruzRCU7V7dsDG37uiXkfVCRdBZw4L6ni9m,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279589934780987884436160298229263746505125815470643056849953,0.0000279589934780987884436160298229263746505125815470643056849953,0,0,True,0,1974999999,0,1974999999,11111111111111111111111111111111
58Gqp4bDHV6qvwpUhezea9dsxzTvXGbfjq14Voytpump,SOL_ONLY,2,2,2,0,0,,False,False,False,False,SOL_NATIVE,0.0000291445093724342983540904489918749215604887443844728462632714,0.0000285017568182831411572624962587512682627262738417123325618823,-221,-221,True,296296296,339633452,296296296,339633452,11111111111111111111111111111111
58uY623rxFF6QVarqXK312bt1ium8wqysJDmeULTy64Z,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000425860001909765026972258079212141163676510359654799440654633,0.0000425860001909765026972258079212141163676510359654799440654633,0,0,True,0,4826950147,0,4826950147,11111111111111111111111111111111
58vskPFMb1qpAf1dyDLScgFqcAPqyhz451TsaDzRpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279590024281472241972686563679600066785123366829018622732222,0.0000279590024281472241972686563679600066785123366829018622732222,0,0,True,0,80349711,0,80349711,11111111111111111111111111111111
59TN9tv8Bub4UDDXiQj31BvcXwNbknLe3x8ktHwPpump,SOL_ONLY,2,2,2,0,0,,False,False,False,False,SOL_NATIVE,0.0000279631777664200335524726391463776307347189334695553806475887,0.0000279589934771668219944082013047530288909599254426840633737185,-1,-1,True,2244788,2244787,2244788,2244787,11111111111111111111111111111111
59pjdCbBm5GiarhcyRUNi9pVfuU4h9HvHgmD4atopump,QUOTE_ONLY,4,4,0,4,0,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,True,True,False,False,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0.0000163874943291336701475489383504535020301571864270457664018312,0.0000163868759797853705274341355171656340728758199893775084235177,0,-3,False,0,0,7285518,4514886,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v
5AztZJhDZpguKcLGmSpxoya9ZBoPmW7FiZBR8WJspump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000284814983809619391170530123046431285336270489353160929004593,0.0000284814983809619391170530123046431285336270489353160929004593,0,0,True,0,2848,0,2848,11111111111111111111111111111111
5B9qYTqgcxXkYW94R9YiMQrsAkuH8LHVDJMdKAsApump,SOL_ONLY,9,9,9,0,0,,False,False,False,False,SOL_NATIVE,0.0000765223955510076644386245689065666958884783460144199462930391,0.0000798539371718114589642810489137807594961476262732075982287496,435,-274,True,93443999,129532647,93443999,129532647,11111111111111111111111111111111
5BCm2mMQZ697jGjCFYZDryz47v2EU6jjXj6d7Mbfpump,SOL_ONLY,10,10,10,0,0,,False,False,False,False,SOL_NATIVE,0.0000380552966759863193366583796252502837345822847933259600552082,0.0000562215375394659723946124140374550343348449782973698385048289,4774,-27,True,12796049380,254642568,12796049380,254642568,11111111111111111111111111111111
5BgoY2aJVCVQ7WtxiBvebkYjqJvxdP55uUZPhpPQpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000636135974422739527120614790148338271206871394960953785210766,0.0000636135974422739527120614790148338271206871394960953785210766,0,0,True,0,51802032,0,51802032,11111111111111111111111111111111
5CDyYrSvocs1RR18df1mVJzvvHAoiGCZdkJcfMMppump,SOL_ONLY,23,23,23,0,0,,False,False,False,False,SOL_NATIVE,0.0000946681476457631688523108908742073043971101828813396603368729,0.0000410930363500318495972742126753089454481190555660440938305947,-5659,-5659,True,4945692416,8883724519,4945692416,8883724519,11111111111111111111111111111111
5CxJFwndBzGemt6xxNgmg9c3i1xQx7EFWm4fbQZ2pump,SOL_ONLY,39,39,39,0,0,,False,False,False,False,SOL_NATIVE,0.0000765574041049074667365930751287234288008515076921329284674143,0.0000483406963133429428192173535933998893873625956851971117361935,-3686,-3686,True,1921945900,12928414169,1921945900,12928414169,11111111111111111111111111111111
5DU1Ks8DEfLdohUxok1svxdUXX5iJUc9wAAAKSXcpump,SOL_ONLY,2,2,2,0,0,,False,False,False,False,SOL_NATIVE,0.0000279589934976700838769804287045666356011183597390493942218080,0.0000297349356696163289575403406741846451844253153293991644357366,635,0,True,938125000,450738942,938125000,450738942,11111111111111111111111111111111
5DabFZHLpe88bsKzNcT68foFEBS1uFEMkdHNVx9jpump,SOL_ONLY,2,2,2,0,0,,False,False,False,False,SOL_NATIVE,0.0000370802049086509713158401262469660794723658614677685484085583,0.0000349564571740219700887452180048703240483255603165985284869620,-573,-573,True,0,1961367012,0,1961367012,11111111111111111111111111111111
5EUirFFgLMyfy4MRnsR8D9EmMuCtS7U9UzjnW7vDpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279589934771668219944082013047530288909599254426840633737185,0.0000279589934771668219944082013047530288909599254426840633737185,0,0,True,0,9999,0,9999,11111111111111111111111111111111
5Eaufd9ddPfhrvVxxnr6EwsAQ84XPEK4kGKNGhxPpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000755514449603944231987453516164871014395694520755962642210237,0.0000755514449603944231987453516164871014395694520755962642210237,0,0,True,0,71225680,0,71225680,11111111111111111111111111111111
5EcYAi9ETKWMw5F5GuocR2ZBqfN4tGUv4LCdZZVJpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000289895728610286215780992371060801979488848939861507445661434,0.0000289895728610286215780992371060801979488848939861507445661434,0,0,True,98764,0,98764,0,11111111111111111111111111111111
5F6b5skfWuEcMkaGMYMXCmAuoJdMQ6yttYTBZPh8pump,SOL_ONLY,41,41,41,0,0,,False,False,False,False,SOL_NATIVE,0.0000436214727226157439026616653543914393840427686306488076341543,0.0000449233507366647715935891082223665921757814419543597719804799,298,0,True,1482660096,971461808,1482660096,971461808,11111111111111111111111111111111
5FAizxYSPPZomGNj5y4agpH8mQpH79SYe3p298ccpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000306016473616609345269088808506900592209613265798543858251976,0.0000306016473616609345269088808506900592209613265798543858251976,0,0,True,0,3187192,0,3187192,11111111111111111111111111111111
5FX3MikbJmKw1WQapYCNkf2UkHbuSyXFeoe56Wzbpump,SOL_ONLY,71,71,71,0,0,,False,False,False,False,SOL_NATIVE,0.0000732191312234685586790506351548957646319944652586111040052870,0.0000302713887911756531786801036724980611743267222298188644149440,-5866,-7254,True,13429705272,3410489344,13429705272,3410489344,11111111111111111111111111111111
5FbvwoNuiMxCWpuFRXoxMtKtHjnJft2pASXf5FSdpump,SOL_ONLY,5,5,5,0,0,,False,False,False,False,SOL_NATIVE,0.0000298539919229574272147907138426846533995031439085073751772596,0.0000576911444289116541381957067845724462169479915361751554183855,9324,0,True,13093827159,0,13093827159,0,11111111111111111111111111111111
5FgU5N2dtott7fxYgUppS6oNdPqegvTVHrSjSZXkpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279925595781683521892135382774637839656940780484007977922823,0.0000279925595781683521892135382774637839656940780484007977922823,0,0,True,18002812,0,18002812,0,11111111111111111111111111111111
5G68hVFL7KZAUWdLZFBuzLyG4vLgcwHAkDJvprjabr7y,SOL_ONLY,2,2,2,0,0,,False,False,False,False,SOL_NATIVE,0.0000279608574383348009866226394340628676685319592601990807593650,0.0000279736169032396617766272691691070601082526235914761817990020,5,0,True,7844443,0,7844443,0,11111111111111111111111111111111
5GB8uyhAfGuMx47gidCvKCad5gwP9sz1AtMYEtnLpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000418200126889032938095193839179551528675600832810766477089254,0.0000418200126889032938095193839179551528675600832810766477089254,0,0,True,8965800,0,8965800,0,11111111111111111111111111111111
5GRm53dJDf82eGMufnY9jq29ffETo1WwDHngiP3Npump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000693718031283148475798642820753835559013825376916199168701625,0.0000693718031283148475798642820753835559013825376916199168701625,0,0,True,0,555145792,0,555145792,11111111111111111111111111111111
5GXgTN1jMWtaQDE6emx1tp8XYrWKvQo2BT2ftj7Hpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000284455573958689324689866870026737278033209851393583328807374,0.0000284455573958689324689866870026737278033209851393583328807374,0,0,True,9876542,0,9876542,0,11111111111111111111111111111111
5GZMFATE21DzKHQFffKSo4K1ShQQCqttZVyvFxykpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000394551542762320640610922079130148849332483862554288999414713,0.0000394551542762320640610922079130148849332483862554288999414713,0,0,True,0,1252078959,0,1252078959,11111111111111111111111111111111
5H3yawFnDbCr9yGXtbp6SL7tQRKXQCQEBDki8XjCpump,SOL_ONLY,24,24,24,0,0,,False,False,False,False,SOL_NATIVE,0.0000960327409504004473639998687542719970099778742973876968724173,0.0000575973567678999921670752058660505981333789968537879902739684,-4002,-4002,True,6587653,13829876503,6587653,13829876503,11111111111111111111111111111111
5HAk96NLjJ3d4nepp68ALDy9hg1E27C6FwvB6jjPpump,SOL_ONLY,135,135,135,0,0,,False,False,False,False,SOL_NATIVE,0.000189969630336872767416035003036732455416767181177273779653676,0.000194428215549432209166549568218589569911781844713547035638008,235,-2103,True,32799408556,32448353524,32799408556,32448353524,11111111111111111111111111111111
5HEA5ETq8UWxvNXGoyqKPwa2Ecs48M9YdVmG1PDopump,SOL_ONLY,28,28,28,0,0,,False,False,False,False,SOL_NATIVE,0.0000868079110268405793456535054076357497735073323691228498231685,0.0000757154874470605045646270946080678254883508749319358350651879,-1278,-1441,True,6443299013,2449758059,6443299013,2449758059,11111111111111111111111111111111
5HRYarxoij4TAaSpwUj5LToBRKU2NLa2tJSYt8NSEb7d,SOL_ONLY,3,3,3,0,0,,False,False,False,False,SOL_NATIVE,0.000101010681180247045200798144860213338210955640416982884775467,0.0000581778418665736957706904520634470500461652926562956237209263,-4240,-4240,True,0,14932186670,0,14932186670,11111111111111111111111111111111
5HSdBptEPiM8MW3FpqYMwcpFEEtZwBUvzWjLu9uBpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000293602712517020978551426597648080426307599687549840641337102,0.0000293602712517020978551426597648080426307599687549840641337102,0,0,True,0,247688316,0,247688316,11111111111111111111111111111111
5HXF7V4PFeRcGtMRSGJC92kRXZJTrLq2iJW5AzPbpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000309969260995785567858134599428045749786927365613975622098172,0.0000309969260995785567858134599428045749786927365613975622098172,0,0,True,0,155748806,0,155748806,11111111111111111111111111111111
5HrmXHAZbMnrwRwsjQrj7JBgVuyKQvYm6NeYyuKhpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000293565090295501238088846544072096832463245566782969520577063,0.0000293565090295501238088846544072096832463245566782969520577063,0,0,True,0,98765430,0,98765430,11111111111111111111111111111111
5J18umGMYqD2kURZZEQjSGZVo3ZgoDTfvz8Jy2Gfpump,SOL_ONLY,1,1,1,0,0,,False,False,False,False,SOL_NATIVE,0.0000279589934771668219944082013047530288909599254426840633737185,0.0000279589934771668219944082013047530288909599254426840633737185,0,0,True,0,99,0,99,11111111111111111111111111111111
