mint,parameter_set_id,time_segment,first_tradable_observed_at_us,first_tradable_event_at_us,gap_event_count,market_events_available,market_events_processed,transition_count,response_failed_new_low_count,furthest_setup_stage,final_classification,last_reason,clock_expired,impulse_age_ms,impulse_return_bps,impulse_trade_count,impulse_unique_buyers,impulse_3s_buys,impulse_3s_net_flow_lamports,impulse_peak_age_ms,impulse_peak_return_bps,pullback_active_age_ms,impulse_to_pullback_ms,pullback_depth_at_activation_bps,deepest_pullback_depth_bps,pullback_low_age_ms,pullback_low_depth_at_response_bps,response_age_ms,pullback_to_response_ms,response_rebound_bps,response_window_buys,response_window_sells,response_window_net_flow_lamports,response_window_price_change_bps,response_10s_buys,response_10s_sells,response_10s_net_flow_lamports,candidate_age_ms,response_to_candidate_ms,candidate_return_from_t0_bps,candidate_drawdown_from_high_bps,reclaim_extension_bps,runaway_reject_age_ms
9zukSeYGv8FaoEqrp7oU7Zc4TLepW25cRaNKrA9Apump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074177004463,1787074090000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3mkfMXLDDoEv3Bzn8PEkkmt9if76xc3vZfQWuDv6pump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074176949463,1787074090000000,0,18,18,6,0,WAITING_FOR_RESPONSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,141091,1647,12,3,1,15407268,141091,1647,154608,13517,1267,1491,179185,,,,,,,,,,,,,,,,,
sHhR1nBVjY9ku3py7H4c1NGfG7oq6DME2r4PWGFpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074165320247,1787074089000000,0,4,3,1,0,DISCOVERED,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5GB8uyhAfGuMx47gidCvKCad5gwP9sz1AtMYEtnLpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074161888464,1787074089000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4rCRgEBfdn6ZFnSB53Mp7mKAf6pWX3nnSeGoqLaqpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074157506105,1787074089000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659umAgn8SwXRqch9SJzuAbS7J8i6awyPQhvJFdwpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074155028647,1787074089000000,0,311,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cdgf9NRzCM7suQCHYf71mDLxrw4HzSNQHZnP3yexpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074152472096,1787074088000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8dcTVFWTY5dEFsonZxiGmuBpKh9CkJo1hgjuJC8Fpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074148148561,1787074088000000,0,3,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQeDgFajjEBNDeyi6P9XToGskjy1s1LRJ5dSXH6Xpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074148107861,1787074088000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CGZK9UxGJXH2Phzb7B6RHnjxKJoYsRGT2toEaU5ipump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074140881382,1787074087000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bczSgaiPNK7qUSyRG7snp2LEfoJeVEDpKUAPYZmpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074140669353,1787074087000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A2xfCk9dPC4fDBWS38fhFhf8P6M1TjoxQRYxK4wZ9kWV,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074140541354,1787074087000000,0,23,17,7,0,CANDIDATE_SIGNAL,CANDIDATE_SIGNAL,RECLAIM_CONFIRMED,False,71,803,2,2,2,4300000000,9963,3905,28835,28764,1029,1736,50887,1736,63483,34648,503,1,0,879563301,0,1,0,879563301,63529,46,2616,-927,453,
2s6vF7dW6yAmGTVFnmrbbwy1zc4tidirS9de9FpRpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074136190245,1787074087000000,0,5,5,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4V1GYsgpPBzhaz21wQCJZEshQMb11cVVW61MuuSnpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074133824986,1787074086000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bu1HgSPsrq3ePENKaKAsQ38U3K65PEgg1YXLDBqdpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074131466015,1787074086000000,0,25,14,11,2,WAITING_FOR_RECLAIM,EXPIRED,ENTRY_WINDOW_EXPIRED,True,11816,893,3,2,1,7224198,14229,6276,42930,31114,1822,5991,103845,4533,61817,18887,286,1,0,1204746,0,1,2,-38605577,,,,,,
HNZvPXcK6b7T11A6nLH7etYrcMXwfmqXiAv5G3Qrpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074128946090,1787074086000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BprzdEi6ENbXHukVLrNE6KpJa6NeZkouzE2Fwzsk1gKz,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074127006659,1787074085000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CbhpVzasKoGuNKFaiKKBMfpiBxwYuVSLQPBuW8Cypump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074122163098,1787074084000000,0,18,11,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FGSFfV4oYKjFSydwovbLZdTFKDMR56GU4djcqgkXpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074119782731,1787074084000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89Rv8kZ5AwRPpkHB4g52kWi4bRw8G9PBs7ZD28kXpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074117213096,1787074084000000,0,11,4,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CmNBhLRd6i6LT5ZVJaUiFYxDcfq3qxX8oeYpHPWypump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074113176646,1787074084000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8YS1kYVEdQKPR7ZQszF9jiHgbTWHWXiZkAt3q49Apump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074113102640,1787074084000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8yvq6Eu9Z9ZWAva7afHya8UiouQFH9ZCX9LtjR1Npump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074110941838,1787074083000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BG8jQaEW16LGtsuoN4QfSYSrCEm5Ckej7VsN8xMUpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074108585052,1787074083000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWHGhDArW9YTwKMr9R44jjfevo5FM2i9CKhZd8RCpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074106399682,1787074083000000,0,4,4,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8JB2hqz3iLBBSYUjrsowAaaKnWJtMRS7DbLADxjPpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074103785666,1787074082000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SE3fFnqd8GzPWTeNNahrma4iPY76sVUTeB66yVtpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074101433654,1787074082000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8Mh4nkve6NhguLjTwuSB7fvXesjctwm3o1BjbhjBpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074098669639,1787074081000000,0,16,16,6,0,WAITING_FOR_RESPONSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,96,2003,2,2,2,3962962962,5138,2654,12341,12245,1996,2097,257536,,,,,,,,,,,,,,,,,
9mh3dMC6KSSzPLNfGJNw3rLS63QnysCNVNH93e4Spump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074098579637,1787074081000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arz7iXW9BcTV3RR5HMfkdMfLxWkNpMeCYsFJDVgLpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074096218386,1787074081000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DL77Ho3A9PvZQeGgUP8gysshbqMqG4svcfwugZf6pump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074095937363,1787074081000000,0,3,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441VBwN8ziKGYCGVELxanX4wcs7NqcxmBmfjyKcRpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074095889361,1787074081000000,0,5,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7iJMiKhioz7LUbi9HE9LHN4gTCwyTW1dNs4T2Msypump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074093947312,1787074080000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4Cd3561ucBDvVhvEdxSTMv9EwLNvM8mPZW5maY8dYMiq,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074091780271,1787074080000000,0,3,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FpokBxFtPyeBYCpwYrnCxtWR4Dr1CVYX8VPHjVUCpump,FP1-RESEARCH-PROBE-LOOSE-0001,3,1787074091437276,1787074080000000,0,57,9,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31hHwvnsy1bJLSPxex2r8nRMJpmK4zfs4yQY9sYtpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074089038467,1787074080000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59TN9tv8Bub4UDDXiQj31BvcXwNbknLe3x8ktHwPpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074088884472,1787074079000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A94PTGwRH1kBTEXUkgnjCytK8Uhe5VEyQfwVhhn2pump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074088849471,1787074079000000,0,4,4,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4AHMPbuRLA8adFfdtQhyxL5KiicHGDuap7qWPoUmpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074088820470,1787074079000000,0,56,17,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,38251,919,3,3,2,2004979357,154825,4002,,,,,,,,,,,,,,,,,,,,,,
6qFhtdggYQbxyzx4iZU5XoxuSwQWiii5MJwt21F9pump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074087184707,1787074079000000,0,32,11,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4oKB9d8e2ivbhpLZBa18NaNdQikthrKghLnrAUs2pump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074087031709,1787074079000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C37a3o83Y8e7ZPnVFY2ZYAjMgHEWuPa3V2mhjXuspump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074086945195,1787074079000000,0,99,9,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,172165,1205,7,2,2,1962777840,172256,1930,,,,,,,,,,,,,,,,,,,,,,
HcKdNrGPPNE2A5TtPdPpDtryQeVLkEsXT189amGNSfgN,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074085668012,1787074079000000,0,6,5,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,10631,529,3,3,2,858821784,27412,1101,,,,,,,,,,,,,,,,,,,,,,
7EpDApnFpM79aZWoDF2rQ91fk6v3P4Fw4R8bDESWpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074085491012,1787074079000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oh83tewbBFTWAyExafvRKqhpJbZyK4w9qa2aJ2jbPWW,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074085454011,1787074078000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cg3h9i6KDbGH9TTEEWBoME4GtVr6FLSJ4gm1EzEpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074084087947,1787074078000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GncJk4Bqm9JtZziVTpCC4bJsF19NdhivJuaR9fCUpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074083938945,1787074078000000,0,14,13,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DivVeDkhj3A4pz2GWVEnRX4yELvaS8Z974txkPqLHthb,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074082561141,1787074078000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3j6y8xP74LA4Xutk2h5VVJMLrYQ7TqqQmkPP1veppump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074080938938,1787074078000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2s9fEBesoN79Hu6crBfBu6p8xV6L29ogAgXpRQq2pump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074080869939,1787074078000000,0,18,9,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,295577,1511,8,5,1,19555555,298135,1624,,,,,,,,,,,,,,,,,,,,,,
3aK7HT3HyzrB2Gx1n25KddWh6oJmSkbf9sXkM2Thpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074080529217,1787074077000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC9G6nfciwBcd1Zqc8apDugxJWuWdWH5zbfuW8Kfpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074079279213,1787074077000000,0,42,7,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,61567,686,3,2,1,301679110,299631,3076,,,,,,,,,,,,,,,,,,,,,,
Ctsfp37yunKdo6wQsaoy7LkgGroKsd3NGUavx6kRpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074079223215,1787074077000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7vBXRJm175S4pvz8SYYD7JPJqt2DRqxHEHgfhZSjpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074079146112,1787074077000000,0,4,4,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3umkriYCJPtWuqhHedvENPoWpnU7p2j1Aw1ZNXwnpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074079074110,1787074077000000,0,9,8,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,3590,665,2,2,1,987654320,6160,773,,,,,,,,,,,,,,,,,,,,,,
C1Qzvsh3T8ktt6nUrxSjg7qn7mi1e26A23dR37Rxpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074079037114,1787074077000000,0,59,59,1,0,DISCOVERED,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GupN8i8AmyJsc7bgo9K17pR1ssNfKtEXtSTHAJ4Tpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074078970115,1787074077000000,0,19,19,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cqKcf3epsVZMvy1wzUugep6VCVzuMZ4Xi3RDQPMpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074078799115,1787074077000000,0,14,14,6,0,WAITING_FOR_RESPONSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,60,532,2,2,2,1633457520,20052,1913,45607,45547,1287,2530,64530,,,,,,,,,,,,,,,,,
2aKq3qxC6CRu6L2waXKTkrre91o8jHj4Pak9NGcKpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074078727097,1787074077000000,0,162,27,3,0,IMPULSE_CONFIRMED,EXPIRED,ENTRY_WINDOW_EXPIRED,True,290475,2339,27,13,0,-181571447,290475,2339,,,,,,,,,,,,,,,,,,,,,,
H7aVdNCfzCLmZEDK3kXnCigjL62v3KrAzHhpZ2Z2pump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074078691737,1787074077000000,0,13,8,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ffuhCcXTSmCzkFJxGGL9VUndmjHZCHatWqwVfvbpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074077502684,1787074077000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2RJwhPNmop21MB1eD2CnFUeqithiHR8vF4eVLSvtpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074077409682,1787074077000000,0,129,129,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DWsJZmhDkC3wWCyw63w525rJwAzhanpRNJVMf5Cspump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074077405684,1787074077000000,0,110,30,7,0,CANDIDATE_SIGNAL,CANDIDATE_SIGNAL,RECLAIM_CONFIRMED,False,8201,776,12,5,4,122954920,16741,34011,18582,10381,4168,4300,18924,4300,18958,376,4852,4,2,143303163,412,9,4,1317615418,28982,10024,32440,-357,1390,
3BygAcaBzyMdqTNGSa5WfhtNaQnFuTr69fLj1BENpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074077331681,1787074076000000,0,134,31,7,0,CANDIDATE_SIGNAL,CANDIDATE_SIGNAL,RECLAIM_CONFIRMED,False,6860,616,9,8,5,1306160017,8030,1265,14348,7488,1087,1728,16723,1728,26419,12071,237,3,0,618874953,179,3,2,-864586681,31171,4752,-268,-1361,201,
4W1hzsJ65AaKihdPfYKXViqYUizK8Fri8xqZvy8ypump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074077243681,1787074076000000,0,97,5,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JCxuvz1A9s7RqEjxfs9pQPBrrFeQoKuVXH3iP5t9pump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074077117681,1787074076000000,0,1,1,1,0,DISCOVERED,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64Zb3JNf2kakejXms5edFoVBgQdpTVKntyjxpKRTnijz,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074076958685,1787074076000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UAGw1PaXyeoTDHg9oMqfyt1GpgM169bju6jL1r1pump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074076853681,1787074076000000,0,164,164,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8qcw8uUha1Fn3Pp5ijAUXAsorbRvbW7kw7VCDvpkpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787074076745688,1787074076000000,0,19,19,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6onx45WsG44ZEPejY8TqoK8ik6Mb7qq1nk6v3VURpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787071711087826,1787071682000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2M2bh7Hb7cRhT972jrEvVJyjEJAcWz57VjXbchzqpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787071703552738,1787071682000000,0,21,4,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gotn3D24ADBwpWxjUPWAdMPZQ6wtz1NxQZvSgQVxpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787071703472737,1787071682000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9SajdsQujKQsn4KfCV4x9mhJ4b79uge47Ebm7pEqQ6JA,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787071697614051,1787071682000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GcbFVivndRKiy3MaAgMtsyaSfWh4aqEn6PcyShbBpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787071697610055,1787071682000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9xNuTnrzFsTiCZim765WnVJtFUHqt73w1YX7aivbpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787071694822245,1787071682000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAC7TuGanmUthUnDczyxqDsnBW6N94xG8GZYiozVpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787071689187843,1787071681000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95KpDTv3NuqZ2jFnTFZ9xaYzqsCUzAWbUS9gW7Ujpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787071686366535,1787071681000000,0,3,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVmPQStNkmE2Ea6CzCHJcL4CAxUFX3WZkh8iS7qipump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787071686357535,1787071681000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8cHMb5o9k5yK72w3ZHE446ku3kDn6Hv1mGjnDCVZpump,FP1-RESEARCH-PROBE-LOOSE-0001,2,1787071686356535,1787071681000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
