mint,events_available,states_in_entry_window,has_observation_after_entry_window,gap_event_count,first_trade_pump_timestamp_delta_ms,max_return_from_t0_bps,max_drawdown_depth_bps,max_trades_since_t0,max_unique_buyers_since_t0,max_total_volume_since_t0_lamports,max_3s_buys,max_3s_sells,max_3s_net_flow_lamports,max_3s_price_change_bps,max_10s_trades,max_10s_volume_lamports,time_segment,first_tradable_observed_at_us
6U2Sebj6bVmVJemAZQmmUEGPtsa4wD877AzhbUuupump,4,2,True,0,74783,0,861,2,0,5797406287,0,1,-2703756667,0,1,3093649620,4,1787075456783555
8zhxps4AVopErrn33FHSsjX3JdnoZWkGDV64abi5pump,1,1,False,0,74725,0,0,1,0,9876542,0,1,-9876542,0,1,9876542,4,1787075456725049
EswuGgXhNaC9JtsJZfTRiLCbSZAPecYGdeZmdeP2FU1x,2,2,False,0,70720,0,14,2,0,53580751,0,1,-20790740,0,1,32790011,4,1787075451720975
HTugdzVxqKC9JKxcbJkNgU5XjWy9reFDsBprsauupump,6,1,True,0,70694,0,0,1,0,344831289,0,1,-344831289,0,1,344831289,4,1787075451694394
F8pRz9Ex4njrgAGQ95utMBv9jR4maCwuJLfHGgftpump,1,1,False,0,48125,0,0,1,0,371774475,0,1,-371774475,0,1,371774475,4,1787075427125831
6Cyr8XEU9cr3nqrr5TS55R2eoKuMBFnDa9ZfvCzppump,7,3,True,0,45857,831,0,3,3,2416666911,2,0,1234567900,111,2,1234567900,4,1787075424857788
HLmNBcj8p4XT5P8bqQ7ukAuYAngw8ognkCXf7xkWpump,4,4,False,0,42137,0,1359,4,0,2933333332,0,4,-660019945,0,4,2933333332,4,1787075420137715
DMDY4WjX38ijbnHc6r2yJq9yjALjv5A3TQyxpAnmCHei,1,1,False,0,36662,0,0,1,0,145601999,0,1,-145601999,0,1,145601999,4,1787075410662548
68VpXuLLiTD2R2mKoM3v1ivuFSqF8aYEaqDA7B7Ppump,5,3,True,0,36629,10,6,3,2,60062575,1,1,29333333,0,1,29333333,4,1787075410629984
GyLS9mXH36mMeKs8yF4uRjiTPyVyrLP1muZbARqoJ2Eg,1,1,False,0,36625,0,0,1,0,740624999,0,1,-740624999,0,1,740624999,4,1787075410625462
83hRny8zHusrVZ2oocL5G8jbuKnLzKYTLKEjK2Acpump,7,3,True,0,34732,283,275,3,1,1169053540,1,1,312427936,283,2,675226382,4,1787075407732864
2DVqPwXwS6DghFa9UYvHMaJN8Gq9ysPNQdhPDNmGpump,386,232,True,0,34704,3876,9816,232,21,16253446642,11,9,1480631769,18080,40,2384342364,4,1787075407704314
4uwANpFmRdLoNJHRsW4Ev3tBHzxU6n2SzzaVrVWjuSsr,1,1,False,0,31807,0,0,1,0,199999999,0,1,-199999999,0,1,199999999,4,1787075404807488
3Et87r59AhUKag6i4g7uGEAPFScHfDJH5Tq29taLpump,10,3,True,0,31273,0,628,3,0,1124715749,0,1,-78547201,0,1,930643881,4,1787075402273781
EMuedahN6RHrMuoxgkhqmjC9Qaz63QbZp94DYhMipump,1,1,False,0,31264,0,0,1,0,740624999,0,1,-740624999,0,1,740624999,4,1787075402264421
39UJDWZdyhECADHvttJnowdxttVMWzxNma1rfP1epump,86,17,True,0,31237,1062,8006,17,2,149267008,2,2,49382715,2459,6,77315938,4,1787075402237330
AWqthmYvrf5MUG1WQ4RJQ8nSMCgk8tdyA658W4Kdpump,1,1,False,0,27329,0,0,1,0,97725574,0,1,-97725574,0,1,97725574,4,1787075397329524
9pi8H2kDjfi7iMMdW2G8d7VfBcm6sqrcPjt5PGuopump,6,2,True,0,24066,291,0,2,1,452070843,1,1,440000000,0,1,440000000,4,1787075393066817
GeQKPF7U1m2wjGGpoQgNpf6BmbKEZ3kRdRRaxW4mpump,1,1,False,0,23524,0,0,1,0,250039065,0,1,-250039065,0,1,250039065,4,1787075390524857
E8Hc2yEPn1oATBdoU9jiwoCQZcfLcwhPTVD5ATFkpump,1,1,False,0,23494,0,0,1,1,48888888,1,0,48888888,0,1,48888888,4,1787075390494593
9Juo3NXCWzGXzYdUvUAoUFBWCKPXRxYvu3pLRyhTpump,1,1,False,0,23474,0,0,1,0,230027,0,1,-230027,0,1,230027,4,1787075390474942
8C7CQXPwJA83NQ2KUpsbwKoSvHwJkZ8nGMnUx9AUpump,5,5,False,0,20708,191,976,5,2,2141186210,1,1,300000001,0,1,805226240,4,1787075387708997
Cd1CBv62g5gYiEaByFoZYL2oBqx83ZKoUDhtTvtMpump,1,1,False,0,19376,0,0,1,0,19753085,0,1,-19753085,0,1,19753085,4,1787075385376167
8FSCq37JCWAj2oJx7BGEw3MCSC6HPWWmL3YYoidKoeCg,7,4,True,0,20302,0,202,4,2,614472502,1,1,244422492,0,1,244422492,4,1787075385302588
D3P7pLLBjTdFX6MKMZCteuyeDbxcmEJDrpLeEhtWpump,1,1,False,0,20276,0,0,1,0,712455820,0,1,-712455820,0,1,712455820,4,1787075385276541
ApRd598H8bd6sKCqQ1VD2iv9o5GNXsd6mJqFfUzopump,2,2,False,0,17502,0,40,2,1,97485755,1,1,36837845,0,1,60647910,4,1787075382502648
BEEg3A5f1imRXFw4LFQ3Q1pwwiTRU1CcTtJPhuGTpump,1,1,False,0,17479,0,0,1,1,69135801,1,0,69135801,0,1,69135801,4,1787075382479330
77rLUvQFF2CmANCjBfDAjakHS6XUoCneP3xJdWj1pump,126,117,True,0,18441,40651,8548,117,4,11727666501,6,5,620702570,10229,14,2169473614,4,1787075382441265
DHGo6daR8JE258JCbfgfLXKDtJYnh4cYA3Kw3tV6pump,1,1,False,0,15906,0,0,1,0,15468342,0,1,-15468342,0,1,15468342,4,1787075379906503
BVCRjVvcV912JZVubefJy5yqsTHKZtCEU8RduxHxpump,31,19,True,0,15871,449,2483,19,4,10923526138,4,3,2727803164,1033,7,6071020624,4,1787075379871185
8D1ZUqaqrFbtLnLimrHK2MvNGVCakZz2p3SkKzYPpump,8,5,True,0,11492,1650,0,5,4,3076839371,4,0,2158608957,1122,4,2158608957,4,1787075374492449
94jr24VopQWta3JAx2ZNc8CFF6GWiCiPatjaGct5RAFp,2,2,False,0,9816,0,1197,2,0,2004641970,0,1,-29333330,0,1,1975308640,4,1787075371816870
4nzZoxSEFFuVqAVEUHPZvfjnj5Gb9Jy8Dd2ZhVJCpump,3,3,False,0,9798,7,7,3,1,3019753082,1,1,9876542,0,1,2999999999,4,1787075371798354
6YaQdjat66iLNmy1EC6iLASVYV8spofzCa9NCejBpump,1,1,False,0,9790,0,0,1,0,38059791,0,1,-38059791,0,1,38059791,4,1787075371790850
69XQTv8FcLHXzyYDpJn4N8zT9mDjTxLD7bruNivtpump,1,1,False,0,9766,0,0,1,0,740624999,0,1,-740624999,0,1,740624999,4,1787075371766810
2vg5ecSWQHSwfD7ztZVLbjZejvFgQmRX38oKWqR2pump,1,1,False,0,9751,0,0,1,0,45792421,0,1,-45792421,0,1,45792421,4,1787075371751300
2NEKYBCdnDkCmA2GvRUx7UMKzSXQR76qvFiJkQmjpump,23,19,True,0,9745,1986,2164,19,6,7162739267,5,6,2566633251,1482,6,2566633251,4,1787075371745784
47ipuCdyRkugRjHNY6pAZJryfrcRJwcPdFwhDdt2pump,1,1,False,0,10737,0,0,1,0,200031253,0,1,-200031253,0,1,200031253,4,1787075371737264
36r6vzALPGWBPDRPhJqnBPSDaUnj4QpVhxT5FhWLpump,4,4,False,0,10718,0,1,4,2,1605104,1,1,97777,0,1,1311775,4,1787075371718740
FoPbZP2gZgKPgB7jaykv6Dzq5au23iGQQPLka42Jpump,1,1,False,0,10690,0,0,1,0,355555554,0,1,-355555554,0,1,355555554,4,1787075371690313
D98Po9gT13M71hesLDEcPaW3PBbZME7LzhxCSgMqpump,16,16,False,0,8072,0,7426,16,1,787276225,1,1,74527863,0,3,154113857,4,1787075369072822
BQB66kEaGXwsNCsUc8oAMsXtsTz4y3DA1sCu2o2Cpump,1,1,False,0,8020,0,0,1,0,4417813,0,1,-4417813,0,1,4417813,4,1787075369020353
GkPnQThFemCoF5ni61H7Ztb7Cw4r1SW5jdkWS5SWpump,1,1,False,0,7224,0,0,1,0,740420589,0,1,-740420589,0,1,740420589,4,1787075367224377
A1Gkjicmwgn86tFtwtoWaS1gRJ46JnR6hzuEoVzrpump,1,1,False,0,7205,0,0,1,0,938124999,0,1,-938124999,0,1,938124999,4,1787075367205355
2nQjwJJXJ7JoX6dXwTx87ZkvmWWqFfwneqNb3SGbpump,1,1,False,0,4748,0,0,1,0,11572074,0,1,-11572074,0,1,11572074,4,1787075364748788
FvF2P6HN8avEcxpUg3MnyK2tNzTsHuMrtKzYvPGXpump,1,1,False,0,4743,0,0,1,0,752365584,0,1,-752365584,0,1,752365584,4,1787075364743280
8YVvvg2R7XNybapng2zt9bVjgGT81SyUJXqLquvLpump,75,65,True,0,4723,5341,9746,65,9,1043589448,4,4,98765431,5262,13,156797424,4,1787075364723254
Ks76wr4BMLCJePgkGvQ8vZiVm8ah9pyPh6p3ixCpump,31,21,True,0,3018,763,1376,21,14,9213375686,8,1,1959310497,953,9,3090113464,4,1787075362018837
C61JhU11MUzhSnCFUDDT8utCByFtohmaUn9fRySpump,153,89,True,0,3014,0,8746,89,6,3949417620,4,4,253320561,7689,11,889892240,4,1787075362014331
5HAk96NLjJ3d4nepp68ALDy9hg1E27C6FwvB6jjPpump,225,135,True,0,438,2959,2106,135,54,65247762080,7,7,8945190743,2296,16,13626581026,4,1787075359438837
45WbgEWZwAFJvSfKfQwM3PEChK9CyTqKfqF1NJt4pump,23,23,False,0,1390,19467,5356,23,2,2890577305,2,2,239525984,4383,5,1209033459,4,1787075359390200
5UmH46uvnH6m7CFRRtaY5797kMG4KZPsYH1xBPgdpump,1,1,False,0,1365,0,0,1,0,253911961,0,1,-253911961,0,1,253911961,4,1787075359365150
71TPZoZJXA4ns3twKQbN8GEzxxSbyGfMybyBGS9opump,84,83,True,0,1347,11509,9596,83,6,912429167,4,4,55865745,6910,11,195306338,4,1787075359347133
24qTV2t2o6PAPRdf5Pys354wJNYfTsW4XYdkPT21pump,82,72,True,0,1347,3355,9489,72,4,9040437721,2,4,452752233,6539,8,1892894752,4,1787075359347133
FwWinWxnmg9sdiqKZ5kS8EY369K1EgPyPELKqzV8pump,79,71,True,0,1346,0,9234,71,7,3822131426,3,4,244673645,5367,12,714982922,4,1787075359346134
ATKYLArzqRhf5kwEBemv5e53oTG7Pq6dKA7dNecXpump,339,285,True,0,7,24980,9661,285,9,34514247673,10,5,2199834210,13132,24,7750173519,4,1787075358007065
F2YW3WFPeFrrqUjuexHCGbVJjpyWYu1kHv3RoQerfomo,37,23,True,0,0,909,970,23,5,5429169017,5,2,1777777777,161,8,1885134463,4,1787075357997034
J7Ro3NQxbfT49NivMjT9SkGmewva2V26rUd6sz7Qanon,33,31,True,0,0,0,4101,31,5,10047354904,4,3,197628640,295,8,4433989696,4,1787075357991037
AKFaNF97ctHh9t7vriJrgACtgpremHyYkxNNyYk7pump,84,51,True,0,0,19973,7063,51,8,716227347,2,3,37596156,4554,7,216807707,4,1787075357960590
9EUXqAo2B2mET2ug3GUSCjxKasoyiFYSG9isC8vFpump,38,2,True,0,426318,5188,0,2,1,751684590,1,1,493827159,0,1,493827159,4,1787075345318671
BCatLoG4P9xr6F7CA7dDY9heA5RABbXQzEfb48Ecpump,3,2,False,0,426279,0,1,2,1,3090113,1,1,1545057,0,2,3090113,4,1787075345279139
DT6kSgLhmahMoNopntty3RrwEH55FASKfYTPFib8pump,1,1,False,0,423872,0,0,1,1,49259528,1,0,49259528,0,1,49259528,4,1787075342872861
CxDFo9s33FCBnQr5Ti4sHoGrdZqhadFhk1X7UG7Npump,1,1,False,0,419993,0,0,1,0,221258674,0,1,-221258674,0,1,221258674,4,1787075337993838
2HHq1bqn6emXu4Ey4RNYuDZ1xu94nEWXUL9dJinXpump,2,1,False,0,419892,0,0,1,1,493827158,1,0,493827158,0,1,493827158,4,1787075337892007
3tWvggJJyfZJdfCNhdbSTXkzAUcW3C7sE5WNwZgHpump,3,2,False,0,417601,0,1,2,1,4459967,1,1,2229984,0,2,4459967,4,1787075335601625
2G2nzP4dZGo31btdopbpiQFfKFV1pDi1Hpb64FE2EE6h,10,9,False,0,412807,1342,1053,9,4,4646338831,3,2,2838529838,1321,6,4237359491,4,1787075330807385
HQNmDLAxBWVpHi81vh6fUTdBJFUpgP32LAPjJMWqpump,4,4,False,0,412777,0,1338,4,0,2523975511,0,3,-286266458,0,3,2237709053,4,1787075330777623
9LxAbNwZXEBg31P2ydmrSdvYbVJRdoRMMAqQAMPPpump,2,1,False,0,409015,0,0,1,1,100000,1,0,100000,0,1,100000,4,1787075326015941
FE7zaMfnoxMQogJgmX9Mu3vsA2LUeqfJwGVhqZ9mpump,3,2,False,0,408960,0,1,2,1,2809911,1,1,1404956,0,2,2809911,4,1787075325960817
9DAqz5EqHQBzF8jon8eY5pxP4nak54aUhqXFUUDBpump,2,1,True,0,400464,0,0,1,0,159019224,0,1,-159019224,0,1,159019224,4,1787075316464004
BeHJkoVVgX6bQ8g1LLmpmfqf6pExNQVcr2BVWRrSpump,3,2,False,0,395733,0,2,2,1,4903901,1,1,2451951,0,2,4903901,4,1787075311733722
HCJ5EvTSj4oUCkwJLQ5dsyzYgdmtBP4PTkAnFj5vpump,3,2,False,0,392223,0,1,2,1,2514149,1,1,1257075,0,2,2514149,4,1787075307223978
CdYKzjpd3FdVTyhJmBcUoWUaQiqrud3r8zFz36dTpump,1,1,False,0,385725,0,0,1,0,247647320,0,1,-247647320,0,1,247647320,4,1787075300725852
2apyTAKUwX6dj1RkMN4MWNQ2uLus1L7NWAYfua93pump,1,1,False,0,383029,0,0,1,0,740624999,0,1,-740624999,0,1,740624999,4,1787075298029718
3hQzx1Ac5YhRXXWjvj1wApcAMta57f5igoDX7r8epump,1,1,False,0,376966,0,0,1,0,11449333,0,1,-11449333,0,1,11449333,4,1787075290966414
AKujSjaByeH9esE4zCxMMkHm2Fr8JcFN3JkpqBKrpump,3,2,False,0,375287,0,1,2,1,2680269,1,1,1340135,0,2,2680269,4,1787075289287621
Eb8fruA7sA3F3zUS1G1uckk6ddB8VSARHr9LaNFfBCki,1,1,False,0,370596,0,0,1,0,1004452503,0,1,-1004452503,0,1,1004452503,4,1787075284596956
2DjMaVtvEp1U56HysTsKH7DEsJWAZ7xk2nffgygvpump,2,1,False,0,368163,0,0,1,1,100000,1,0,100000,0,1,100000,4,1787075282163883
CqpN8uqoq8JPr2S3j8HLjKspoM8gxXKpL92PTendpump,3,2,False,0,366506,0,1,2,1,2681999,1,1,1341000,0,2,2681999,4,1787075279506493
Xi82hKSnL8wtCf9ZxDpx8VDiXCb9qsJKR32mEDGpump,1,1,False,0,364292,0,0,1,1,1971357,1,0,1971357,0,1,1971357,4,1787075277292687
8CghaJVr4fGoA4A8ag2uosDKKxwV1sGbtx8yFY9rvs3v,1,1,False,0,358678,0,0,1,0,88397748,0,1,-88397748,0,1,88397748,4,1787075271678285
9Y1uzqsFKLwG1N1d5CzwFPufJL519h8zeLtUwo4mpump,1,1,False,0,352782,0,0,1,1,86997556,1,0,86997556,0,1,86997556,4,1787075264782089
5xQvxN9Jzvukbfv9zrX93DVM7djWFqWYtNrgpKRupump,3,2,False,0,347133,0,2,2,1,5684469,1,1,2842235,0,2,5684469,4,1787075259133516
46KZnTEkDanXDfxcbviw6q3uSGrGguU9wZhwth6Apump,1,1,False,0,340580,0,0,1,0,2464856,0,1,-2464856,0,1,2464856,4,1787075251580444
FcUbZgyw1FWNnVyWjU129V7hpkqtdR5eUGpjkd45NhYQ,1,1,False,0,340565,0,0,1,0,49999999,0,1,-49999999,0,1,49999999,4,1787075251565419
4LkDHTHvbS6g6DU9vBgxsF6SJ9YLtSPyefgT9PXMpump,3,2,False,0,340512,0,1,2,1,2546769,1,1,1273385,0,2,2546769,4,1787075251512566
7LBMEfb4SMKepTwuUvzWk2pUujGK6hjR94zVXpZf5yWH,1,1,False,0,340489,0,0,1,0,49999999,0,1,-49999999,0,1,49999999,4,1787075251489530
B8qUT5opU1cbDd545qejxGqrTj5Mr7aCiwhTBnkeFzgp,1,1,False,0,338158,0,0,1,0,49999999,0,1,-49999999,0,1,49999999,4,1787075249158998
CrE13eFzYLn1b8pxdznuDnp1ygm8CLGn119NMJHepump,6,5,False,0,336546,97,97,5,2,295599448,1,1,146666666,0,3,148932783,4,1787075246546587
AkhVRhDu9hf9onXjTzUuvTWvS3fNKSRpx6F9focZpump,25,24,False,0,329582,5896,4751,24,11,25282069674,8,4,11605965774,5896,15,21538163262,4,1787075239582000
3jfhPzFgHPwYHgGL1MNYfHkzdNY2MnCwaeNmTkjNQHa8,1,1,False,0,318406,0,0,1,1,49382715,1,0,49382715,0,1,49382715,4,1787075227406731
9eZnJ6SE3iWDgCinsrktQsXGDc3VxawFJaQWEQvcpump,2,2,False,0,313846,42,0,2,1,76755860,1,0,63962710,0,1,63962710,4,1787075221846281
P4UYt7ezP2Zq5ixfhwXqhDbqbMG7tVbr11Hnt5cpump,1,1,False,0,309417,0,0,1,0,12784323,0,1,-12784323,0,1,12784323,4,1787075217417239
HBKiLLUCQLndQpEKQny4mBJacsaxWS8aX8J2RBAvpump,132,131,False,0,309370,11173,5437,131,57,35766871046,9,44,8476914349,5883,51,18029433607,4,1787075217370081
Asv6UmvS4sFEc2R9FfchgQL4RrANMBS41h6VwS51pump,1,1,False,0,309323,0,0,1,0,118839086,0,1,-118839086,0,1,118839086,4,1787075217323514
GW8BcpVSpjUH5L8L1V4URgEAYSDsW9kxPUecwLskpump,1,1,False,0,303061,0,0,1,1,227160492,1,0,227160492,0,1,227160492,4,1787075210061806
8EUB3ofNDxcdFqmkzgWXk5L1x1pnZQt9GYX4oYkwpump,1,1,False,0,291999,0,0,1,0,2680,0,1,-2680,0,1,2680,4,1787075197999731
ABxvjozT52vs2VghFYmXBHXK5nvtMtcZLcEhXGrxpump,70,57,True,0,289900,5713,3605,57,40,33164720993,12,3,7656681215,5223,20,11241848478,4,1787075195900183
CVxJZ8n3fhpqZiaxVSZQkzk2cYz9xcHi4SKLhZxJpump,1,1,False,0,289872,0,0,1,0,19191631,0,1,-19191631,0,1,19191631,4,1787075195872292
EjZ2UASzvDq8XmHid8PPSqVM5pjbEyrNp5qzPjTzpump,45,44,False,0,288306,22448,4523,44,5,7139937845,3,1,1657577152,5308,8,3050686744,4,1787075193306410
2neu677KoQDWtR2sdQHZ7VZ3HsDvFaxf5Egh7233pump,8,1,True,0,277714,,0,1,0,0,0,1,0,,1,0,4,1787075181714873
DRBJpu8NHqAShWokuDkXmS7KMZmhT9YQRRSnTVc2pump,1,1,False,0,277653,0,0,1,0,740624999,0,1,-740624999,0,1,740624999,4,1787075181653148
31qCKdWuiGDFRNM84yAtks1Tqa7c3mksk8HqTpPAgxRf,1,1,False,0,268186,0,0,1,0,267347759,0,1,-267347759,0,1,267347759,4,1787075172186001
FFu5HxZUc4smMkgcPju4b7ynhUTNLUNkCE1Ka7HF8pJu,3,2,True,0,263627,0,1053,2,0,2582984506,0,1,-382303763,0,1,2200680743,4,1787075166627018
2QRCvcDVa9VPisBNGMoHYRSb7XHS1UdQZGbAEXrfpump,5,4,False,0,254903,683,0,4,3,1008987651,2,0,967901234,13,2,967901234,4,1787075156903750
HvpiGCpVG6Rp76QJkw1mDY654KUYC6VpiCR8pGzSpump,7,5,True,0,254868,1966,0,5,5,4088129347,4,0,3989363916,1900,4,3989363916,4,1787075156868524
4FpYzhDnYuUNvw9nHEbticUtFVzHTtzzmuAEj6FGpump,1,1,False,0,252259,0,0,1,0,116544684,0,1,-116544684,0,1,116544684,4,1787075154259779
ABc8a65sCRhWZZHrNcXn5dZgrsJ26fvXBb6HwTu5pump,7,7,False,0,248032,1798,1447,7,0,5239370200,0,4,-388765988,0,4,2895048658,4,1787075150032799
J78tUYJ7TDbMs5Nef5LzKUoGXYtNxtCs1Vifb3ypump,3,3,False,0,244154,0,811,3,0,1208241948,0,2,-69065125,0,2,1139176823,4,1787075145154378
2wCP4inY1TwaeWreEfWmS9wGJwQxGFKooPG7HkcApump,2,2,False,0,241935,0,18,2,0,1007407404,0,2,-979619546,0,2,1007407404,4,1787075142935880
6JcD9szZaP96tKjKGd1Sajsy2hR4WVc1VWAcEyVopump,3,2,False,0,239468,0,99,2,1,300000053,1,1,150000027,0,1,150000027,4,1787075140468650
31NQLN4hG8eNqa8s9keaL7mDdJHjffwfmx3LphM7pump,1,1,False,0,233197,0,0,1,0,2791,0,1,-2791,0,1,2791,4,1787075133197607
BHehuqfeeWh9ztVBy1FQrn9kGK9WHTuoymhpTSjipump,1,1,False,0,216009,0,0,1,0,938124999,0,1,-938124999,0,1,938124999,4,1787075115009217
3amvkZh2Y84NkfBE1fHY28rdSjoRSNZfFsRHsDS43Vdv,1,1,False,0,203395,0,0,1,0,740624999,0,1,-740624999,0,1,740624999,4,1787075101395666
8mZ2XnTbvLeVsvp9Ehgjd6BU6eZr3MqqirNJccSmpump,1,1,False,0,186431,0,0,1,1,67693024,1,0,67693024,0,1,67693024,4,1787075083431665
CrtoRnVjHXuDJJ83nteNHdnkCx4jM7oeSuEAxqEBpump,6,5,False,0,176169,2258,1066,5,2,157909417,1,1,59259258,0,2,72637673,4,1787075073169420
AM4oHgAiWtCzq4BLoZSy1uizXbQ3fpWEUA6FbtVRpump,1,1,False,0,174564,0,0,1,0,739756037,0,1,-739756037,0,1,739756037,4,1787075070564489
AbWJhQzLhBBkSQRiY8Da61zyKN9JgUqJczEN8NHKpump,8,7,False,0,169509,125,1319,7,4,5138002875,3,1,2198688939,500,3,2838699071,4,1787075065509355
7bqhXptzL1K3EitH7kxXsGzJJzkA7LfbJ39BwhaQpump,1,1,False,0,164320,0,0,1,1,1201436980,1,0,1201436980,0,1,1201436980,4,1787075060320560
8y4tkSS8EGaBND8c6wEoBsVsefUfLFHg2eKAGskxpump,23,8,True,0,164320,729,308,8,4,4272140092,2,2,1593209877,183,2,1593209877,4,1787075060320560
3H6LaB87n2B7rA7R5wxsTMmPgg8dGH12YnwerQLjsR2f,1,1,False,0,159231,0,0,1,0,740624999,0,1,-740624999,0,1,740624999,4,1787075055231899
76LSALDFZLvMLwS1F1UjL8pYgX2vKqJgETsJ8pj6pump,1,1,False,0,148329,0,0,1,0,127098982,0,1,-127098982,0,1,127098982,4,1787075043329703
HcuMC8wWbMeN9oLSUVMo21A1jQyfHrRC5DZG7xxTpump,1,1,False,0,141629,0,0,1,0,19196551,0,1,-19196551,0,1,19196551,4,1787075036629980
487cJVEC2Xw4376jXaHSCUvmbX46QqyKhFE6UN3spump,1,1,False,0,120798,0,0,1,0,66151535,0,1,-66151535,0,1,66151535,4,1787075013798601
3TCRJhPgxahZ8NVeC3rTajM3b5NPVcAmbVeQkwV7pump,9,7,True,0,103721,1099,946,7,5,4328119570,2,1,2518518517,1012,3,2616592590,4,1787074996721507
GVcdHB2tq4aJnskWPF84q8q9n8c9qpHJzgG5RBsbk8x8,49,17,True,0,91772,4261,98,17,13,14519165364,3,1,3128888889,575,5,5392444443,4,1787074983772870
24qRCC1X9TZ3K9gTXVnQjFjh4gtSy7xiRpaaXdFepump,42,40,True,0,82502,14370,9412,40,7,4117826433,2,2,493827159,2408,6,883793341,4,1787074974502344
5Yy89FQ6jT17dv8fMCr7MZcNiohs2nph6BoYXQScpump,1,1,False,0,78089,0,0,1,0,7043230,0,1,-7043230,0,1,7043230,4,1787074969089475
AkcFEkme23WCfJ4wRBZwMxTv8ierh7mxyYbLH8Rapump,32,31,False,0,65831,7777,5208,31,15,30329613391,6,6,8986962958,3989,7,8986962958,4,1787074956831365
658D5UHA14mVmp8J6UUkb9T8u3G4VUgUDKy4f2zh3u6x,140,13,True,0,63310,24,1019,13,7,5473705988,4,3,2325877948,746,5,2627623397,4,1787074954310588
8jtpDVU4b53Ne3dRUJE77NpwJocecEoZn9CCLcGDpump,1,1,False,0,56582,0,0,1,0,9792591,0,1,-9792591,0,1,9792591,4,1787074946582526
AYsGEZCd5uBgc7aXnV8HAmX8ne3QLdDuLPUA2hhApump,8,5,True,0,54344,882,0,5,5,2708641971,1,0,977777777,0,2,1037037035,3,1787074944344498
CbRUyNSxqZwN2VYvUe8vEP5wB4kXwd7Bc3ZzEfcPpump,1,1,False,0,49416,0,0,1,0,10570531,0,1,-10570531,0,1,10570531,3,1787074939416848
CYdHHXoQk9rDEg2JoQhb7hGH4Ze8R6Jh6ewubbUWpump,6,3,True,0,49402,0,872,3,0,1850883613,0,2,-18019491,0,2,1832864122,3,1787074939402711
EoHpE9L3s9V9in6nrg1ZtDKnxkcxumy8XzCHyed5pump,21,3,True,0,46755,202,198,3,2,1609876539,2,1,1298765430,202,2,1298765430,3,1787074936755817
CuCSJi1HvAkeiq4pfh84ZQpMPVVkyqCGmaDrUh25pump,2,2,False,0,44381,0,58,2,0,377947481,0,1,-96433013,0,1,281514468,3,1787074934381984
CjjFca21d1eiBsRzmySpu1DNsXBX3A9P2wtpcuELpump,11,7,True,0,44374,2777,2949,7,5,15905722843,5,1,9563000000,2777,5,9563000000,3,1787074934374698
93ovBmR6X1UdoGz3amD6HE9vREQ2rV9TF6SyZ5aepump,15,8,True,0,41039,204,479,8,3,2556261704,2,1,1397479835,204,2,1397479835,3,1787074930039636
GdkJoVZ1UBCV5rjfJzxFmaFBrWRKeLZY3H3Dcpfapump,1,1,False,0,40956,0,0,1,1,488888888,1,0,488888888,0,1,488888888,3,1787074929956571
GccaCYPdPDZSBDz61FLmtAVQU8MrSbWenQc64E3Npump,74,39,True,0,38762,482,533,39,15,5952610224,4,2,1955555556,582,6,2177530863,3,1787074927762702
FzbjHbn9kz4PiecQ6ybQv9y1FGvxfnCZDQwJgBmmpump,18,5,True,0,38586,1613,522,5,3,4276156755,2,1,1961367014,481,2,1961367014,3,1787074927586956
AhKEUjNfhncSCSfxTFtA4tUZbqJm4yvExqVN58nRHryi,8,4,True,0,35840,0,103,4,0,187089653,0,2,-2893789,0,2,159995279,3,1787074924840252
DZd7Cci9CD78bXkBT7JCHwKYqKes2yngnBcx4f6opump,7,4,True,0,33382,144,245,4,2,1648772793,1,2,695200000,0,3,953572793,3,1787074922382541
4navMf8Pf1ixzsQUded6W4hkgxSCvBtfpjt9qdQ3pump,710,46,True,0,26688,1163,55,46,35,5640225321,6,3,1390822333,71,7,1394086971,3,1787074914688956
BSio4otAizTD2K2z3htEmqKLDuRAxcsc9GztemMNpump,147,22,True,0,21091,39,1786,22,10,8109687867,2,2,470775619,45,4,3914287761,3,1787074909091937
C8gjcqKWjbkSyeSM6jU1jk6te2nghMEVMWdf9t76pump,10,10,False,0,21005,0,5858,10,1,44195621,1,1,2362154,0,1,10881353,3,1787074909005393
CNdPbYMdTWAYR3nDtxJP8PvqEmLQ2YgwKgnhC1bcpump,23,13,True,0,18425,12081,4116,13,4,4674036660,1,1,902291357,0,1,1953711815,3,1787074906425053
5Wr3m8QpTqqn1idrQvp3iNPa4f8hviBji5A9aEVapump,90,29,True,0,18284,878,874,29,14,6798312309,6,6,1488379237,348,7,1594968830,3,1787074906284161
6XAwvXQmZn2NmEFYRnrCUiPWx8gm4TykZGhX7VR9pump,36,19,True,0,15975,6634,5052,19,2,722676079,2,1,58666666,2230,3,269274219,3,1787074903975939
Agot2HXjh68MjHXr2xnutQ27BxoP3gfmL92QvCaKpump,3,1,True,0,15709,0,0,1,0,350064,0,1,-350064,0,1,350064,3,1787074903709837
8dYQJwHsvCak4vJU2hHcAWYfsQWgw7ND5VEVheBUpump,19,12,True,0,13877,24635,3451,12,1,263423199,1,1,54644835,0,2,54644835,3,1787074901877246
