candidate_id,mint,signal_at,price_identity,mfe_bps_5m,mae_bps_5m,extrema_complete_5m,extrema_coverage_status_5m,5s_status,5s_return_bps,5s_mark_age_ms,5s_coverage_status,15s_status,15s_return_bps,15s_mark_age_ms,15s_coverage_status,30s_status,30s_return_bps,30s_mark_age_ms,30s_coverage_status,60s_status,60s_return_bps,60s_mark_age_ms,60s_coverage_status,2m_status,2m_return_bps,2m_mark_age_ms,2m_coverage_status,5m_status,5m_return_bps,5m_mark_age_ms,5m_coverage_status
fp1sig-c7fb07ecbb91d6aca9fd7b4b,KmmYC2hyBYYawxEkxxxfJoXojDyNroqBybbtECPpump,2026-08-18T15:21:51.941916+00:00,SOL_NATIVE,17964,239,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,256,7863,COMPLETE,COVERAGE_GAP,10846,4062,GAP,COVERAGE_GAP,11127,3570,GAP,COVERAGE_GAP,14093,10071,GAP,COVERAGE_GAP,3848,5951,GAP
fp1sig-a8439431b380530a71d7fdb5,4kjU3LLx9FRRqcsErWeR3zNfgXc8mB7cn5gyQoWGpump,2026-08-18T15:23:39.178176+00:00,SOL_NATIVE,1306,-5790,False,GAP,OBSERVABLE,1304,2284,COMPLETE,COVERAGE_GAP,-4671,3117,GAP,COVERAGE_GAP,-4671,18117,GAP,COVERAGE_GAP,-5790,21358,GAP,COVERAGE_GAP,-5790,81358,GAP,COVERAGE_GAP,-5790,261358,GAP
fp1sig-62721647b90c8bb3e153249a,4DbgSg4QJRMrv4eJ9Pf6SuzrotAzgu6e33saQhrwpump,2026-08-18T15:24:22.355316+00:00,SOL_NATIVE,4884,-6768,False,GAP,OBSERVABLE,4488,192,COMPLETE,COVERAGE_GAP,3716,7628,GAP,COVERAGE_GAP,2310,397,GAP,COVERAGE_GAP,4642,2339,GAP,COVERAGE_GAP,-2686,38424,GAP,COVERAGE_GAP,-5286,14782,GAP
fp1sig-6c69f035dd7f015886e8bf9a,4a889pa56R9feqq1TwzcEQwHqj837GMQDaCPMxVupump,2026-08-18T15:24:59.242437+00:00,SOL_NATIVE,656,-700,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,-580,11213,GAP,COVERAGE_GAP,-700,15275,GAP,COVERAGE_GAP,-16,13209,GAP,COVERAGE_GAP,-504,80643,GAP
fp1sig-a34658f040777f78b0e10548,2RbqmaKBqqE7pZJ8Muo5by5rUb75Q36cSw3CUmoupump,2026-08-18T15:25:46.230985+00:00,SOL_NATIVE,656,-3770,False,GAP,OBSERVABLE,656,53,COMPLETE,OBSERVABLE,442,337,COMPLETE,COVERAGE_GAP,-3163,260,GAP,COVERAGE_GAP,-3153,5394,GAP,COVERAGE_GAP,-3153,65394,GAP,COVERAGE_GAP,-3588,107925,GAP
fp1sig-5433a4fcc25a047b2ecf1b55,Be1PVm1QXqQoUmrwXzErGTc7wkqkSJnPujc4mNXGpump,2026-08-18T15:26:51.082910+00:00,SOL_NATIVE,,,False,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP
fp1sig-f77465ad36bc8166ca08848b,8NyBM7qTRkhu92nnoZgCSaskhNdAxJV89cHBjonFpump,2026-08-18T15:27:10.227350+00:00,SOL_NATIVE,1044,-5442,False,GAP,OBSERVABLE,987,449,COMPLETE,OBSERVABLE,-906,1368,COMPLETE,OBSERVABLE,-5442,2385,COMPLETE,COVERAGE_GAP,-5442,32385,GAP,COVERAGE_GAP,-5442,92385,GAP,COVERAGE_GAP,-5442,272385,GAP
fp1sig-2833fc2bdfcff490c33d6054,HytWXd83c8mYWhkhkN6fLKHKP4s9Qs5UvUAZZbu5pump,2026-08-18T15:27:28.575790+00:00,SOL_NATIVE,2108,-4051,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,-316,8112,GAP,COVERAGE_GAP,-4051,25340,GAP,COVERAGE_GAP,183,27610,GAP
fp1sig-29460a8d90fb00be285f2d9c,4x3fk2NCAjeZL7Zw3kQb9F86CygtdH2A3oQPT3aFpump,2026-08-18T15:28:06.398561+00:00,SOL_NATIVE,959,-3856,False,GAP,OBSERVABLE,590,4947,COMPLETE,OBSERVABLE,840,3221,COMPLETE,COVERAGE_GAP,840,18221,GAP,COVERAGE_GAP,-2473,15815,GAP,COVERAGE_GAP,-3024,21306,GAP,COVERAGE_GAP,-3856,70148,GAP
fp1sig-c66659eab69e1217d8ddb133,9PTH9TNLipkBnWvb4HqJi3oMrLyQthFvEFyMzqyzpump,2026-08-18T15:28:13.498800+00:00,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1325,-2080,False,GAP,OBSERVABLE,1325,2530,COMPLETE,OBSERVABLE,-2080,3180,COMPLETE,COVERAGE_GAP,-2080,18180,GAP,COVERAGE_GAP,-2080,48180,GAP,COVERAGE_GAP,-2080,108180,GAP,COVERAGE_GAP,-2080,288180,GAP
fp1sig-988774417a2f1c3727621cae,6Zx8x6VnkPTnzu4omumc9ff9J9SpjAXmfEoXuaZhpump,2026-08-18T15:29:59.345521+00:00,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,,,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP
fp1sig-c07cb694eb96897e41871484,EPfNaVs3dJ3wK33hVFPDCuFCaGJ5fPTYPD14sbhopump,2026-08-18T15:30:13.494003+00:00,SOL_NATIVE,8333,-351,False,GAP,OBSERVABLE,-113,4397,COMPLETE,OBSERVABLE,-351,1796,COMPLETE,OBSERVABLE,-283,2508,COMPLETE,COVERAGE_GAP,1091,481,GAP,COVERAGE_GAP,5619,3081,GAP,COVERAGE_GAP,8217,16350,GAP
fp1sig-45c5d09690963e6f399fde61,FTjc3JJPUutBcvVWzifJwUhtjhkcS1Yo6b8peX4npump,2026-08-18T15:31:20.324364+00:00,SOL_NATIVE,-288,-1767,False,GAP,OBSERVABLE,-288,2382,COMPLETE,OBSERVABLE,-1767,7333,COMPLETE,OBSERVABLE,-1767,22333,COMPLETE,COVERAGE_GAP,-1767,52333,GAP,COVERAGE_GAP,-1767,112333,GAP,COVERAGE_GAP,-1767,292333,GAP
fp1sig-435d4c77ca455ebd6b458fbd,7JTebRp9CUq4eX9YEbrPRCBHYyd78dDx7jN2Eptzpump,2026-08-18T15:32:37.338521+00:00,SOL_NATIVE,-5710,-5710,False,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,-5710,21165,GAP,COVERAGE_GAP,-5710,81165,GAP,COVERAGE_GAP,-5710,261165,GAP
fp1sig-a24ed209554d08b981b1c241,HsexDRQ2jUVtiWeN4aRJVhoV41s9aWLWTKJNeK76pump,2026-08-18T15:32:51.226592+00:00,SOL_NATIVE,2489,2489,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,2489,12972,COMPLETE,COVERAGE_GAP,2489,42972,GAP,COVERAGE_GAP,2489,102972,GAP,COVERAGE_GAP,2489,282972,GAP
fp1sig-080583c312eea9264bb8087a,8u72xJAbLJmuCEyfGtDGB3UBidQyKGgaBQNm11NXXZCb,2026-08-18T15:32:58.689026+00:00,SOL_NATIVE,692,-4806,False,GAP,OBSERVABLE,152,4962,COMPLETE,OBSERVABLE,152,14962,COMPLETE,COVERAGE_GAP,152,29962,GAP,COVERAGE_GAP,692,11587,GAP,COVERAGE_GAP,-4806,4108,GAP,COVERAGE_GAP,-3747,94428,GAP
fp1sig-b8a154f2492e68533375b10f,B9cvX9jEHSSafCj4v2keapUAE1MPXJSj5VCbsi68pump,2026-08-18T15:33:29.815525+00:00,SOL_NATIVE,-916,-5378,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,-916,13868,GAP,COVERAGE_GAP,-916,73868,GAP,COVERAGE_GAP,-5378,135186,GAP
fp1sig-4680646788ab828e4a4054d1,7dVfPAwXPznaPG4xTViiSGGL71ZsVRwzwx2Gk1sBpump,2026-08-18T15:33:37.362609+00:00,SOL_NATIVE,8829,-4678,False,GAP,OBSERVABLE,-1655,2489,COMPLETE,OBSERVABLE,-1214,2729,COMPLETE,OBSERVABLE,1469,1823,COMPLETE,COVERAGE_GAP,8829,4362,GAP,COVERAGE_GAP,-567,15481,GAP,COVERAGE_GAP,-4019,16199,GAP
fp1sig-61a407aacdfa292cbdca6756,2BQRTS9oQ3JaVVWuL8v2pV81iBxHU9DzLgMhHHufpump,2026-08-18T15:34:54.581753+00:00,SOL_NATIVE,2761,-4296,False,GAP,OBSERVABLE,-944,2395,COMPLETE,COVERAGE_GAP,-944,12395,GAP,COVERAGE_GAP,-944,27395,GAP,COVERAGE_GAP,-4296,16624,GAP,COVERAGE_GAP,-4296,76624,GAP,COVERAGE_GAP,-4296,256624,GAP
fp1sig-3f72dfd31369619d09158ea9,3qik1b57uXP8udgTaL22Bm3BozMnsQXuuymcUk7Kpump,2026-08-18T15:39:44.848374+00:00,SOL_NATIVE,1836,-5825,False,GAP,OBSERVABLE,1092,2464,COMPLETE,OBSERVABLE,923,289,COMPLETE,OBSERVABLE,1836,10649,COMPLETE,COVERAGE_GAP,1767,26128,GAP,COVERAGE_GAP,-3569,1475,GAP,COVERAGE_GAP,-3582,7411,GAP
fp1sig-dfbbd6b2398f74c55847a8bd,7AB6VuvEb1fD6D78kLRpnXmb8GV4uVYmJi6W756tpump,2026-08-18T15:39:54.839510+00:00,SOL_NATIVE,7968,-2995,False,GAP,OBSERVABLE,-382,281,COMPLETE,OBSERVABLE,-1445,5583,COMPLETE,COVERAGE_GAP,-1446,3556,GAP,COVERAGE_GAP,-1446,33556,GAP,COVERAGE_GAP,-1062,4138,GAP,COVERAGE_GAP,7830,9487,GAP
fp1sig-e689fe1907574e5baa9b06b2,ARQ6d1QAkadC7XCLvusJ9YXArTNRKYB8xhd9YDqbpump,2026-08-18T15:42:21.630309+00:00,SOL_NATIVE,4086,1719,False,GAP,OBSERVABLE,4086,2991,COMPLETE,OBSERVABLE,2395,5541,COMPLETE,COVERAGE_GAP,2395,20541,GAP,COVERAGE_GAP,2395,50541,GAP,COVERAGE_GAP,2395,110541,GAP,COVERAGE_GAP,2395,290541,GAP
fp1sig-d5e05bf3423623c3baf2f333,HUxMtwnKnLHR1Sknw3JbSV89PxFWSsY6w3HqMvo8pump,2026-08-18T15:42:40.730497+00:00,SOL_NATIVE,2659,-8241,False,GAP,OBSERVABLE,65,2345,COMPLETE,OBSERVABLE,65,12345,COMPLETE,OBSERVABLE,44,310,COMPLETE,COVERAGE_GAP,2086,2452,GAP,COVERAGE_GAP,2569,3287,GAP,COVERAGE_GAP,-8241,155153,GAP
fp1sig-646a6ccfc4b692ad7cec6448,CVV9ySvTvrnMfzH2KiKTkfwHrNCcBefXrqCGJT9Lpump,2026-08-18T15:42:43.442991+00:00,SOL_NATIVE,3054,-5488,False,GAP,OBSERVABLE,-828,2490,COMPLETE,OBSERVABLE,3054,2798,COMPLETE,OBSERVABLE,2378,5211,COMPLETE,COVERAGE_GAP,2726,2906,GAP,COVERAGE_GAP,1044,3372,GAP,COVERAGE_GAP,-5483,68868,GAP
fp1sig-945bf89b5f93a0ee6937abb3,J93nJaKYSUSPHumjXdGg8VA6YXNDoHrTDUH8EwiPpump,2026-08-18T15:44:35.015656+00:00,SOL_NATIVE,-1376,-8071,False,GAP,OBSERVABLE,-2806,2522,COMPLETE,OBSERVABLE,-1482,4630,COMPLETE,COVERAGE_GAP,-2075,7184,GAP,COVERAGE_GAP,-7368,361,GAP,COVERAGE_GAP,-7679,22589,GAP,COVERAGE_GAP,-8071,53562,GAP
fp1sig-0dc907675b48ea17b4ab6317,G4UqR5d95ZV4uxwfqUCFu1TQ4Zqo8gRfooz8QsE5pump,2026-08-18T15:44:45.370154+00:00,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,558,-9752,False,GAP,OBSERVABLE,-2145,288,COMPLETE,OBSERVABLE,558,2538,COMPLETE,COVERAGE_GAP,558,17538,GAP,COVERAGE_GAP,558,47538,GAP,COVERAGE_GAP,-9752,8512,GAP,COVERAGE_GAP,-9752,188512,GAP
fp1sig-2164fa3653e849a6187fb00e,BEzxsHEdfs5joU9SWpNo8qL7p4UHb8ZtJBbs57Jppump,2026-08-18T15:45:16.317702+00:00,SOL_NATIVE,358,-41,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,-41,27336,GAP,COVERAGE_GAP,358,44312,GAP,COVERAGE_GAP,358,224312,GAP
fp1sig-b2afa350683ad9452cff0071,BWUsLEwgy3X9pCmEzsvcXp5r5H7GubEuU7YDSxXmpump,2026-08-18T15:45:29.290966+00:00,SOL_NATIVE,397675,-5742,False,GAP,OBSERVABLE,-868,2171,COMPLETE,OBSERVABLE,-535,1946,COMPLETE,COVERAGE_GAP,2813,12768,GAP,COVERAGE_GAP,126059,2184,GAP,COVERAGE_GAP,240159,10722,GAP,COVERAGE_GAP,-4311,1966,GAP
fp1sig-622264720288050e1399996f,DyQdMnRbn6CxiG1gtyLYE8VS1Dc2jHyaAUawxFHRpump,2026-08-18T15:45:34.629229+00:00,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,114,-4875,False,GAP,OBSERVABLE,-2311,2267,COMPLETE,OBSERVABLE,-4368,633,COMPLETE,COVERAGE_GAP,-4368,15633,GAP,COVERAGE_GAP,-4368,45633,GAP,COVERAGE_GAP,-4368,105633,GAP,COVERAGE_GAP,-4368,285633,GAP
fp1sig-edc5700b2f62526fcf41c61e,85P67BdHzxczZ5JpfXZvb73Xuu7SK7H4QRt7Tvoipump,2026-08-18T15:45:39.740130+00:00,SOL_NATIVE,3222,-9345,False,GAP,OBSERVABLE,97,59,COMPLETE,COVERAGE_GAP,-3799,199,GAP,COVERAGE_GAP,-3799,15199,GAP,COVERAGE_GAP,428,2929,GAP,COVERAGE_GAP,-8977,18654,GAP,COVERAGE_GAP,-8977,198654,GAP
fp1sig-dd6ca727e293c73254270a81,GiNiPsAHXGWYgiZTP2E6zQUCjE4CvoPeySgZjZV1pump,2026-08-18T15:45:59.867995+00:00,SOL_NATIVE,491,105,False,GAP,OBSERVABLE,491,2376,COMPLETE,OBSERVABLE,491,12376,COMPLETE,OBSERVABLE,491,27376,COMPLETE,COVERAGE_GAP,491,57376,GAP,COVERAGE_GAP,491,117376,GAP,COVERAGE_GAP,491,297376,GAP
fp1sig-1e39635e5eec4bef1df489cf,3BdkGUuBGBEeCSP9rTUhPs5KkXV8K6aRuPPH6dy8pump,2026-08-18T15:46:24.778041+00:00,SOL_NATIVE,-815,-9987,False,GAP,OBSERVABLE,-901,2672,COMPLETE,OBSERVABLE,-815,2922,COMPLETE,COVERAGE_GAP,-7749,2957,GAP,COVERAGE_GAP,-7091,3678,GAP,COVERAGE_GAP,-9890,3171,GAP,COVERAGE_GAP,-9981,51021,GAP
fp1sig-266ad3ff89479fcce0c9707b,9VvK3M6rt9mWPuLztYcUhQ9HhC51xkqsTvbqYLsn8QxS,2026-08-18T15:46:36.833512+00:00,SOL_NATIVE,-3538,-3538,False,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,-3538,151472,GAP
fp1sig-a02b7d5a162428db8c6bd167,4rGwxqhKEYmxes5XU9huLSihFfDKGRbo4a7d5zgKpump,2026-08-18T15:47:26.032448+00:00,SOL_NATIVE,15032,-1782,False,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,-1782,25820,GAP,COVERAGE_GAP,8977,15662,GAP,COVERAGE_GAP,1854,9213,GAP
fp1sig-dad0dc0cdbfd873997c323eb,7ATS6jVtX2c3hX3WHmkZKqrqmXFVhK4VXyoLGpwepump,2026-08-18T15:48:58.630018+00:00,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,-6609,-7815,False,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,-7281,600,GAP,COVERAGE_GAP,-7625,447,GAP,COVERAGE_GAP,-7094,13275,GAP,COVERAGE_GAP,-7094,73275,GAP,COVERAGE_GAP,-7094,253275,GAP
fp1sig-936185e449f915c7a88e929c,R1evg4uF72mNz9U7bBQBFbjitNDixdwrDv65zWNpump,2026-08-18T15:49:28.214436+00:00,SOL_NATIVE,4971,-1613,False,GAP,OBSERVABLE,610,531,COMPLETE,OBSERVABLE,2559,360,COMPLETE,COVERAGE_GAP,3634,816,GAP,COVERAGE_GAP,3778,18558,GAP,COVERAGE_GAP,2038,10147,GAP,COVERAGE_GAP,3733,6365,GAP
fp1sig-1bb7a32ac075dba62b329101,5SPinjzQzKZtbEy2avECoJhvRE1gteBEZFLAAPeWpump,2026-08-18T15:51:42.982991+00:00,SOL_NATIVE,-817,-4936,False,GAP,OBSERVABLE,-817,2302,COMPLETE,OBSERVABLE,-3895,2971,COMPLETE,OBSERVABLE,-4874,3608,COMPLETE,COVERAGE_GAP,-4874,33608,GAP,COVERAGE_GAP,-4874,93608,GAP,COVERAGE_GAP,-4874,273608,GAP
fp1sig-15c3e5023f20100570025551,BNgDzPDGWXfeXEWjrkioqTT77bnCgNZWSxvgRH85pump,2026-08-18T15:51:45.638989+00:00,SOL_NATIVE,15927,-1321,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,471,1242,COMPLETE,COVERAGE_GAP,471,16242,GAP,COVERAGE_GAP,-1124,5906,GAP,COVERAGE_GAP,3740,29901,GAP,COVERAGE_GAP,1232,2962,GAP
fp1sig-0c3a4ec34478bf265a17502b,EDMusteWGdi1CMhqFQqUwWhCwEB9Zf4X9DRVTXHspump,2026-08-18T15:51:56.872257+00:00,SOL_NATIVE,2960,-5865,False,GAP,OBSERVABLE,503,2350,COMPLETE,OBSERVABLE,537,2476,COMPLETE,COVERAGE_GAP,2955,40,GAP,COVERAGE_GAP,1492,95,GAP,COVERAGE_GAP,-2760,2,GAP,COVERAGE_GAP,-5865,1942,GAP
fp1sig-fe84bcd80c1d36d7ad45c469,62aiaEPjDodJPVSwVZfpZnaKqBEexLDXQh64wHYKpump,2026-08-18T15:52:09.339066+00:00,SOL_NATIVE,,,False,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP,COVERAGE_GAP,,,GAP
fp1sig-570bf0b7bfc29a7fa76ef648,FKwUdsxpMeMjH8j7M6BQ7V41LLnk5NJ3nXoim7ixpump,2026-08-18T15:54:09.110200+00:00,SOL_NATIVE,12846,42,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,2641,1316,GAP,COVERAGE_GAP,2287,23197,GAP,COVERAGE_GAP,3682,22285,GAP,COVERAGE_GAP,12402,28540,GAP
fp1sig-c3f98de32c3892ad6f50e6bf,GxVmb3wBJ58giUvgEWeiVjgT96HMjhkStJRAuASvpump,2026-08-18T15:54:27.194733+00:00,SOL_NATIVE,14478,438,False,GAP,OBSERVABLE,438,4997,COMPLETE,COVERAGE_GAP,6600,6656,GAP,COVERAGE_GAP,8498,8587,GAP,COVERAGE_GAP,14478,18111,GAP,COVERAGE_GAP,14478,78111,GAP,COVERAGE_GAP,14478,258111,GAP
fp1sig-a1a7df3ecfc7168b5718f51e,G9PqYykfEGYvTa3K8qZkkFL2Y2Tbet2dDaMhor4Spump,2026-08-18T15:55:49.180375+00:00,SOL_NATIVE,9247,-7122,False,GAP,OBSERVABLE,-281,2411,COMPLETE,OBSERVABLE,133,545,COMPLETE,COVERAGE_GAP,5578,435,GAP,COVERAGE_GAP,4595,1499,GAP,COVERAGE_GAP,-4786,7603,GAP,COVERAGE_GAP,-7122,46614,GAP
fp1sig-56fc920a5caee1871639d080,GXPeajkDoForJeyV1282eBtnXEAXiKqLMbXdEHTfpump,2026-08-18T15:56:42.714163+00:00,SOL_NATIVE,1345,-8777,False,GAP,OBSERVABLE,525,32,COMPLETE,OBSERVABLE,1345,2782,COMPLETE,COVERAGE_GAP,-8247,253,GAP,COVERAGE_GAP,-8250,22486,GAP,COVERAGE_GAP,-8588,28863,GAP,COVERAGE_GAP,-8577,33411,GAP
fp1sig-fae6d382a3a1c16e2b0ccfe7,9AnP6WHGoFgPDceRYhdmgw7UHPwtFfQpdGcab2gpump,2026-08-18T15:57:23.112997+00:00,SOL_NATIVE,21785,-4506,False,GAP,OBSERVABLE,902,2389,COMPLETE,OBSERVABLE,1177,2071,COMPLETE,COVERAGE_GAP,19829,1659,GAP,COVERAGE_GAP,21785,4511,GAP,COVERAGE_GAP,-1684,13973,GAP,COVERAGE_GAP,-4506,50334,GAP
fp1sig-d75a6643f9f0318357fe6951,GbGCAULLhV3GLoGZn89E8aQdswM7L4CokcECtDeJpump,2026-08-18T15:57:41.593223+00:00,SOL_NATIVE,127850,5317,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,102425,2593,GAP,COVERAGE_GAP,104405,286,GAP,COVERAGE_GAP,73127,975,GAP,COVERAGE_GAP,7139,2326,GAP,COVERAGE_GAP,7950,31,GAP
fp1sig-da46536322a5c30aadd8b611,E6QMPsawdyM8J9yJ6aDva8zuhzVuJnFkNn7qS1f7pump,2026-08-18T15:58:08.842579+00:00,SOL_NATIVE,592,-2315,False,GAP,OBSERVABLE,-511,2565,COMPLETE,OBSERVABLE,-2028,2690,COMPLETE,COVERAGE_GAP,-1955,7702,GAP,COVERAGE_GAP,-1955,37702,GAP,COVERAGE_GAP,-1955,97702,GAP,COVERAGE_GAP,-1955,277702,GAP
fp1sig-cc0ad494d15619757e8c97b7,7Yzz2SLcALcEdDekj8LnPdYDLVfQjX7f56u8nKuwpump,2026-08-18T16:00:02.526619+00:00,SOL_NATIVE,-61,-61,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,-61,9758,GAP,COVERAGE_GAP,-61,24758,GAP,COVERAGE_GAP,-61,54758,GAP,COVERAGE_GAP,-61,114758,GAP,COVERAGE_GAP,-61,294758,GAP
fp1sig-886d195aa87871f47f249e96,CwWwkSRLoW4XNzC9adxTTXY8vJozi3ksVJPgXfj6pump,2026-08-18T16:00:33.587019+00:00,SOL_NATIVE,518,-5173,False,GAP,OBSERVABLE,518,4998,COMPLETE,OBSERVABLE,484,9588,COMPLETE,COVERAGE_GAP,-4424,2174,GAP,COVERAGE_GAP,-4299,3673,GAP,COVERAGE_GAP,-1509,11849,GAP,COVERAGE_GAP,-4970,10015,GAP
fp1sig-846fd13a13480f76c5513d39,9U8sjdqSknDGc7n7mf4m99VZrRtz59CC9YhLCVAtpump,2026-08-18T16:01:03.937116+00:00,SOL_NATIVE,1852,-451,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,-11,9607,COMPLETE,OBSERVABLE,-298,4024,COMPLETE,COVERAGE_GAP,-277,21246,GAP,COVERAGE_GAP,421,11876,GAP,COVERAGE_GAP,1852,97308,GAP
fp1sig-13aa255d1968f001b16deb44,GqE36QjB3BhCxc9rv3sKrJDKByA7zGvytAKjfVX6pump,2026-08-18T16:02:13.583325+00:00,SOL_NATIVE,4389,-7817,False,GAP,OBSERVABLE,2165,2094,COMPLETE,OBSERVABLE,4389,4407,COMPLETE,COVERAGE_GAP,-6367,2025,GAP,COVERAGE_GAP,-5601,16160,GAP,COVERAGE_GAP,-5143,2177,GAP,COVERAGE_GAP,-2757,149397,GAP
fp1sig-aedb1c636254630589e5a6d6,GUZJzzN6URDwA44xqMW1dV2ve8mp3X4BPJp8N65jpump,2026-08-18T16:02:18.844172+00:00,SOL_NATIVE,2384,-3416,False,GAP,OBSERVABLE,1648,2158,COMPLETE,COVERAGE_GAP,1188,7312,GAP,COVERAGE_GAP,-3416,7318,GAP,COVERAGE_GAP,-3416,37318,GAP,COVERAGE_GAP,-3416,97318,GAP,COVERAGE_GAP,-3416,277318,GAP
fp1sig-4b1476bb764ac387cf5ce6d4,EH3iHdwbMbU5TD7zLKM1acAA6YKvWTw8GESGqYcFpump,2026-08-18T16:04:08.796079+00:00,SOL_NATIVE,9683,-474,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,196,2246,COMPLETE,OBSERVABLE,392,14589,COMPLETE,COVERAGE_GAP,4225,3816,GAP,COVERAGE_GAP,8852,11070,GAP,COVERAGE_GAP,-474,27723,GAP
fp1sig-ddc9d6444a99526d3b9ee4c3,DptUf61HtKqpawVKUUqTrb3YSFsfx9GsZXJVRr4bpump,2026-08-18T16:07:01.583107+00:00,SOL_NATIVE,-9862,-9974,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,,,GAP,COVERAGE_GAP,-9891,4698,GAP,COVERAGE_GAP,-9877,18624,GAP,COVERAGE_GAP,-9955,20541,GAP,COVERAGE_GAP,-9955,200541,GAP
fp1sig-84e2c9bedb17ca7dc3ec6f66,45kdkmxurUeNk75ux1jPXAEEPx83MiNyep4mXAz2pump,2026-08-18T16:08:56.380104+00:00,SOL_NATIVE,279,-6811,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,-40,801,COMPLETE,COVERAGE_GAP,279,9829,GAP,COVERAGE_GAP,-3165,6574,GAP,COVERAGE_GAP,-6811,32937,GAP
fp1sig-84f268574a608cbdd35e1122,HWd66s1P7wmzNxTuqvo4ohow6q6LMsSKY3FoQf5ipump,2026-08-18T16:09:15.396351+00:00,SOL_NATIVE,27892,-9738,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,OBSERVABLE,7939,2194,COMPLETE,COVERAGE_GAP,7939,17194,GAP,COVERAGE_GAP,27892,28816,GAP,COVERAGE_GAP,-9289,2513,GAP,COVERAGE_GAP,-9738,116841,GAP
fp1sig-6ea0793585d5613d2a1fdce6,6sio7F8T2ZdmMqJNDnAE7Z9uEfa5NSz6d5EQ2PVHpump,2026-08-18T16:09:25.545934+00:00,SOL_NATIVE,-6935,-9841,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,-7175,1786,GAP,COVERAGE_GAP,-7376,6615,GAP,COVERAGE_GAP,-9660,2354,GAP,COVERAGE_GAP,-9687,2242,GAP,COVERAGE_GAP,-9687,182242,GAP
fp1sig-9e6edbbec2d3e2917328efc1,Ha2E9efnDuoEWhBcZXgqpiPwT6P4WH3TqArwbHfQpump,2026-08-18T16:10:59.854407+00:00,SOL_NATIVE,-8649,-9781,False,GAP,NO_FUTURE_PRICE,,,COMPLETE,COVERAGE_GAP,-9172,1970,GAP,COVERAGE_GAP,-9540,1670,GAP,COVERAGE_GAP,-9335,3185,GAP,COVERAGE_GAP,-9637,25233,GAP,COVERAGE_GAP,-9637,205233,GAP
