parameter_set_id,combo_index,ab_role,ab_source_parameter_set_id,min_return_bps,min_trades_since_t0,min_unique_buyers_since_t0,min_depth_bps,max_depth_bps,min_rebound_bps,min_buys,min_net_flow_reserve_ppm,run_count,candidate_count,expired_count,invalidated_count,rejected_count,trade_count,candidate_state_count,accounted_run_count,h5s_observable_n,h5s_p25_bps,h5s_p50_bps,h5s_p75_bps,h15s_observable_n,h15s_p25_bps,h15s_p50_bps,h15s_p75_bps,h30s_observable_n,h30s_p25_bps,h30s_p50_bps,h30s_p75_bps,h60s_observable_n,h60s_p25_bps,h60s_p50_bps,h60s_p75_bps,h2m_observable_n,h2m_p25_bps,h2m_p50_bps,h2m_p75_bps,h5m_observable_n,h5m_p25_bps,h5m_p50_bps,h5m_p75_bps,complete_5m_extrema_n,h15_observable_n,h15_p50_bps,h30_observable_n,h30_p50_bps,diagnostic_pareto_frontier
FP1-EXP0004-C-375-ROBUST_2-R2000-T3-U5-PD2500-6500-RB800-BU8-FL185000,375,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,800,8,185000,3901,1,3825,75,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-376-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU1-FL0,376,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,1,0,3901,31,3805,65,0,0,31,3901,21,0,427,1276,15,0,546,923,14,-707,44,1412,7,-5798,-10,4950,4,-8973,-2772,5,1,-8756,-8756,-8756,1,15,546,14,44,False
FP1-EXP0004-C-377-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU1-FL6000,377,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,1,6000,3901,28,3806,67,0,0,28,3901,19,0,504,1276,12,22,546,917,11,-83,587,1535,5,-10,1121,4950,3,-2772,5,4527,0,,,,0,12,546,11,587,False
FP1-EXP0004-C-378-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU1-FL30000,378,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,1,30000,3901,24,3809,68,0,0,24,3901,18,0,277,1276,12,22,483,917,10,-83,587,966,5,-10,1121,4950,3,-2772,5,4527,0,,,,0,12,483,10,587,False
FP1-EXP0004-C-379-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU1-FL93000,379,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,1,93000,3901,16,3815,70,0,0,16,3901,13,144,788,1276,10,305,546,1080,8,-518,79,929,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,10,546,8,79,False
FP1-EXP0004-C-380-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU1-FL185000,380,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,1,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-381-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU2-FL0,381,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,2,0,3901,26,3808,67,0,0,26,3901,19,0,703,1323,12,274,645,917,10,-83,587,1412,6,-1272,-10,4950,4,-8973,-2772,5,1,-8756,-8756,-8756,1,12,645,10,587,False
FP1-EXP0004-C-382-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU2-FL6000,382,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,2,6000,3901,23,3810,68,0,0,23,3901,17,1,703,1276,10,483,645,1581,8,79,826,1412,5,-10,1121,4950,3,-2772,5,4527,0,,,,0,10,645,8,826,False
FP1-EXP0004-C-383-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU2-FL30000,383,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,2,30000,3901,21,3811,69,0,0,21,3901,16,0,427,1216,10,274,546,917,8,79,587,966,5,-10,1121,4950,3,-2772,5,4527,0,,,,0,10,546,8,587,False
FP1-EXP0004-C-384-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU2-FL93000,384,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,2,93000,3901,16,3815,70,0,0,16,3901,13,144,788,1276,10,305,546,1080,8,-518,79,929,5,356,1121,3046,3,-2772,-236,2213,0,,,,0,10,546,8,79,False
FP1-EXP0004-C-385-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU2-FL185000,385,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,2,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-386-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU3-FL0,386,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,3,0,3901,21,3811,69,0,0,21,3901,18,1,267,1089,11,305,546,917,9,-518,526,1245,6,-2581,-10,4950,4,-9178,-4375,-236,0,,,,0,11,546,9,526,False
FP1-EXP0004-C-387-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU3-FL6000,387,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,3,6000,3901,18,3813,70,0,0,18,3901,16,0,427,1089,10,377,546,917,8,-518,526,1245,5,-10,356,4950,3,-4375,-236,4527,0,,,,0,10,546,8,526,False
FP1-EXP0004-C-388-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU3-FL30000,388,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,3,30000,3901,18,3813,70,0,0,18,3901,16,0,277,1089,10,305,546,917,8,-518,526,966,5,-10,356,4950,3,-4375,-236,4527,0,,,,0,10,546,8,526,False
FP1-EXP0004-C-389-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU3-FL93000,389,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,3,93000,3901,15,3816,70,0,0,15,3901,13,80,427,1216,10,305,546,1080,8,-518,79,929,5,-394,356,3046,3,-4375,-236,2213,0,,,,0,10,546,8,79,False
FP1-EXP0004-C-390-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU3-FL185000,390,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,3,185000,3901,4,3824,73,0,0,4,3901,4,-1931,-613,-326,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-391-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU4-FL0,391,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,4,0,3901,17,3812,72,0,0,17,3901,14,0,202,860,8,120,483,546,7,-321,826,1009,4,-10,356,4387,2,-236,-236,4013,0,,,,0,8,483,7,826,False
FP1-EXP0004-C-392-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU4-FL6000,392,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,4,6000,3901,16,3813,72,0,0,16,3901,14,0,202,860,8,120,483,546,7,-321,826,1009,4,-10,356,4387,2,-236,-236,4013,0,,,,0,8,483,7,826,False
FP1-EXP0004-C-393-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU4-FL30000,393,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,4,30000,3901,16,3813,72,0,0,16,3901,14,0,202,860,8,120,483,546,7,-321,826,1009,4,-10,356,4387,2,-236,-236,4013,0,,,,0,8,483,7,826,False
FP1-EXP0004-C-394-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU4-FL93000,394,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,4,93000,3901,13,3816,72,0,0,13,3901,10,80,202,1276,7,305,546,1080,6,-327,79,1808,4,-394,356,2403,2,-236,-236,1611,0,,,,0,7,546,6,79,False
FP1-EXP0004-C-395-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU4-FL185000,395,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,4,185000,3901,3,3824,74,0,0,3,3901,3,-613,-326,860,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-396-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU8-FL0,396,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,8,0,3901,8,3819,74,0,0,8,3901,6,-466,-214,809,6,-357,250,1080,5,-338,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,6,250,5,826,False
FP1-EXP0004-C-397-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU8-FL6000,397,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,8,6000,3901,8,3819,74,0,0,8,3901,6,-466,-214,809,6,-357,250,1080,5,-338,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,6,250,5,826,False
FP1-EXP0004-C-398-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU8-FL30000,398,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,8,30000,3901,7,3820,74,0,0,7,3901,6,-466,-214,809,6,-357,250,1080,5,-338,826,929,3,-77,-10,4047,1,-779,-779,-779,0,,,,0,6,250,5,826,False
FP1-EXP0004-C-399-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU8-FL93000,399,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,8,93000,3901,7,3820,74,0,0,7,3901,6,-466,-214,809,6,-357,250,1080,5,-338,-327,929,3,-394,-77,4047,1,-779,-779,-779,0,,,,0,6,250,5,-327,False
FP1-EXP0004-C-400-ROBUST_2-R2000-T3-U5-PD2500-6500-RB2300-BU8-FL185000,400,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,2300,8,185000,3901,1,3825,75,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-401-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU1-FL0,401,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,1,0,3901,13,3817,71,0,0,13,3901,9,-14,3,727,7,-1570,173,923,7,-83,526,2486,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,7,173,7,526,False
FP1-EXP0004-C-402-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU1-FL6000,402,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,1,6000,3901,13,3817,71,0,0,13,3901,9,-14,3,727,7,-1570,173,645,7,-83,526,2486,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,7,173,7,526,False
FP1-EXP0004-C-403-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU1-FL30000,403,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,1,30000,3901,10,3818,73,0,0,10,3901,7,-90,3,727,6,-1570,22,173,6,-83,-27,966,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,6,22,6,-27,False
FP1-EXP0004-C-404-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU1-FL93000,404,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,1,93000,3901,6,3822,73,0,0,6,3901,5,-90,3,788,4,-8438,173,636,3,-8072,-27,526,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,4,173,3,-27,False
FP1-EXP0004-C-405-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU1-FL185000,405,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,1,185000,3901,2,3825,74,0,0,2,3901,2,-1931,-1931,-613,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-406-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU2-FL0,406,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,2,0,3901,11,3818,72,0,0,11,3901,8,-90,1,727,6,-1570,22,645,6,-83,-27,1535,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,6,22,6,-27,False
FP1-EXP0004-C-407-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU2-FL6000,407,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,2,6000,3901,10,3819,72,0,0,10,3901,7,-90,3,810,5,-1570,173,645,5,-27,1213,1535,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,5,173,5,1213,False
FP1-EXP0004-C-408-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU2-FL30000,408,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,2,30000,3901,8,3820,73,0,0,8,3901,6,-90,3,727,5,-1570,120,173,5,-27,526,966,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,5,120,5,526,False
FP1-EXP0004-C-409-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU2-FL93000,409,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,2,93000,3901,6,3822,73,0,0,6,3901,5,-90,3,788,4,-8438,173,636,3,-8072,-27,526,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,4,173,3,-27,False
FP1-EXP0004-C-410-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU2-FL185000,410,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,2,185000,3901,2,3825,74,0,0,2,3901,2,-1931,-1931,-613,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-411-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU3-FL0,411,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,3,0,3901,10,3818,73,0,0,10,3901,7,-90,3,727,5,-1570,173,377,5,-27,526,1245,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,5,173,5,526,False
FP1-EXP0004-C-412-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU3-FL6000,412,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,3,6000,3901,8,3820,73,0,0,8,3901,6,-90,3,727,5,-1570,173,377,5,-27,526,1245,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,5,173,5,526,False
FP1-EXP0004-C-413-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU3-FL30000,413,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,3,30000,3901,8,3820,73,0,0,8,3901,6,-90,3,727,5,-1570,120,173,5,-27,526,966,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,5,120,5,526,False
FP1-EXP0004-C-414-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU3-FL93000,414,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,3,93000,3901,6,3822,73,0,0,6,3901,5,-90,3,788,4,-8438,173,636,3,-8072,-27,526,2,-2581,-2581,553,2,-4375,-4375,-193,0,,,,0,4,173,3,-27,False
FP1-EXP0004-C-415-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU3-FL185000,415,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,3,185000,3901,2,3825,74,0,0,2,3901,2,-1931,-1931,-613,2,-8438,-8438,-569,2,-8072,-8072,-622,2,-2581,-2581,-77,2,-4375,-4375,-779,0,,,,0,2,-8438,2,-8072,False
FP1-EXP0004-C-416-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU4-FL0,416,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,4,0,3901,8,3819,74,0,0,8,3901,5,-80,3,277,4,-220,120,173,3,-321,-27,966,1,553,553,553,1,-193,-193,-193,0,,,,0,4,120,3,-27,False
FP1-EXP0004-C-417-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU4-FL6000,417,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,4,6000,3901,7,3820,74,0,0,7,3901,5,-80,3,277,4,-220,120,173,3,-321,-27,966,1,553,553,553,1,-193,-193,-193,0,,,,0,4,120,3,-27,False
FP1-EXP0004-C-418-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU4-FL30000,418,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,4,30000,3901,7,3820,74,0,0,7,3901,5,-80,3,277,4,-220,120,173,3,-321,-27,966,1,553,553,553,1,-193,-193,-193,0,,,,0,4,120,3,-27,False
FP1-EXP0004-C-419-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU4-FL93000,419,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,4,93000,3901,5,3822,74,0,0,5,3901,3,-90,3,1219,2,173,173,1034,1,-27,-27,-27,1,553,553,553,1,-193,-193,-193,0,,,,0,2,173,1,-27,False
FP1-EXP0004-C-420-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU4-FL185000,420,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,4,185000,3901,1,3825,75,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-421-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU8-FL0,421,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,8,0,3901,4,3822,75,0,0,4,3901,3,-613,3,161,2,-569,-569,-7,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,2,-569,1,-622,False
FP1-EXP0004-C-422-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU8-FL6000,422,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,8,6000,3901,4,3822,75,0,0,4,3901,3,-613,3,161,2,-569,-569,-7,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,2,-569,1,-622,False
FP1-EXP0004-C-423-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU8-FL30000,423,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,8,30000,3901,3,3823,75,0,0,3,3901,3,-613,3,161,2,-569,-569,-7,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,2,-569,1,-622,False
FP1-EXP0004-C-424-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU8-FL93000,424,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,8,93000,3901,3,3823,75,0,0,3,3901,3,-613,3,161,2,-569,-569,-7,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,2,-569,1,-622,False
FP1-EXP0004-C-425-ROBUST_2-R2000-T3-U5-PD2500-6500-RB7300-BU8-FL185000,425,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,7300,8,185000,3901,1,3825,75,0,0,1,3901,1,-613,-613,-613,1,-569,-569,-569,1,-622,-622,-622,1,-77,-77,-77,1,-779,-779,-779,0,,,,0,1,-569,1,-622,False
FP1-EXP0004-C-426-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU1-FL0,426,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,1,0,3901,5,3822,74,0,0,5,3901,3,-14,1092,2010,3,22,923,3017,3,-83,1836,2519,0,,,,0,,,,0,,,,0,3,923,3,1836,True
FP1-EXP0004-C-427-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU1-FL6000,427,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,1,6000,3901,5,3822,74,0,0,5,3901,3,-14,810,2010,3,22,645,3017,3,-83,1535,2519,0,,,,0,,,,0,,,,0,3,645,3,1535,False
FP1-EXP0004-C-428-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU1-FL30000,428,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,1,30000,3901,5,3822,74,0,0,5,3901,3,-14,277,1415,3,22,120,1261,3,-83,960,966,0,,,,0,,,,0,,,,0,3,120,3,960,False
FP1-EXP0004-C-429-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU1-FL93000,429,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,1,93000,3901,1,3826,74,0,0,1,3901,1,788,788,788,1,636,636,636,1,526,526,526,0,,,,0,,,,0,,,,0,1,636,1,526,False
FP1-EXP0004-C-430-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU1-FL185000,430,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,1,185000,3901,0,3826,75,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-431-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU2-FL0,431,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,2,0,3901,4,3823,74,0,0,4,3901,3,-14,810,2225,3,22,645,1581,3,-83,1213,1535,0,,,,0,,,,0,,,,0,3,645,3,1213,False
FP1-EXP0004-C-432-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU2-FL6000,432,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,2,6000,3901,3,3824,74,0,0,3,3901,2,810,810,2225,2,645,645,1581,2,1213,1213,1535,0,,,,0,,,,0,,,,0,2,645,2,1213,False
FP1-EXP0004-C-433-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU2-FL30000,433,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,2,30000,3901,3,3824,74,0,0,3,3901,2,277,277,788,2,120,120,636,2,526,526,966,0,,,,0,,,,0,,,,0,2,120,2,526,False
FP1-EXP0004-C-434-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU2-FL93000,434,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,2,93000,3901,1,3826,74,0,0,1,3901,1,788,788,788,1,636,636,636,1,526,526,526,0,,,,0,,,,0,,,,0,1,636,1,526,False
FP1-EXP0004-C-435-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU2-FL185000,435,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,2,185000,3901,0,3826,75,0,0,0,3901,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,0,,0,,False
FP1-EXP0004-C-436-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU3-FL0,436,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,3,0,3901,4,3823,74,0,0,4,3901,2,538,538,788,2,377,377,636,2,526,526,1245,0,,,,0,,,,0,,,,0,2,377,2,526,False
FP1-EXP0004-C-437-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU3-FL6000,437,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,3,6000,3901,3,3824,74,0,0,3,3901,2,538,538,788,2,377,377,636,2,526,526,1245,0,,,,0,,,,0,,,,0,2,377,2,526,False
FP1-EXP0004-C-438-ROBUST_2-R2000-T3-U5-PD2500-6500-RB20700-BU3-FL30000,438,ROBUST_2,FP1-EXP0003-B-051-ROBUST_2-R2000-T3-U5-PD2500-6500,2000,3,5,2500,6500,20700,3,30000,3901,3,3824,74,0,0,3,3901,2,277,277,788,2,120,120,636,2,526,526,966,0,,,,0,,,,0,,,,0,2,120,2,526,False
