mint,first_tradable_observed_at_us,trade_events_5m,priced_trade_events_5m,unpriced_trade_events_5m,first_trade_priceable,any_priceable_trade_5m,price_coverage_class,return_from_t0_metric_available,short_window_price_metric_available,gap_event_count,reserve_defect_codes
9KvQaVokqD2YHLT1dtzT5jF5B7bLvVNdKnWtuP8Apump,1787071471828476,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BXofeKqWdzMtcrFt7rNRKFfiEsdX3PW4jfoW8xcTpump,1787071471825475,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6A9e85xYAuon93FSNwfWMR4TLQPtSNCR9pcb6bonpump,1787071471824478,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
D7Yamzjb2S6ujP13tAFH4C15VLYgUBt9jTD6We85pump,1787071471821483,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GFHnc3qXMchXye1FHuqhve4qTVakV8AwHsegmJfppump,1787071471815474,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
2ZJdKnQUuKBtVir6nJ8nim78Pk83niEPWjbmq1oBpump,1787071471815474,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
5vHCBdd5XTbH9ko2JQMyMtq1WxwDW1iDUHBMP4XSpump,1787071471813476,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
DL4LWQ51BdgbK46K4voDhFxZ4eXrJ5T7ApWDnR9cpump,1787071471812480,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8zmsUTVT9axYkvAVmJV7R3psRXEfUB569KztXDuVpump,1787071471811475,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
78d8wNsjVsSqFZz6N4Y3eLs9qb2kNFku4gaaAvDGpump,1787071471810475,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BBDBeTacV7yVotQbxBhD8XqRUDo5Wj6LiH4Uvquhpump,1787071471808476,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Ao2VTkk453E4vvei13zWLBbGXivaboEEPNNfJQmZpump,1787071471807475,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GDZgZchNFFhTaUteLt3PgDVb9XAiTg6hyxBEuSn4pump,1787071471805477,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3hjwopu5nYo7PoDzrN4oD37bNJtKEZseo2P2HVMjpump,1787071471803480,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BB16FxLnHbcUJvVCft2wvQSZua5krZsqraRKYecppump,1787071471802476,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6zrMfbiPEPRmnbzmAq4EspsZmzVKDkCdZTS6ScFQpump,1787071471802476,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
DDnqEBoaEJTKqvXCCfxoD6iTLNwu4f2MWRjYmGB2pump,1787071471801475,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Bx7RNf1xJm4v4SpXuaKA6h61FMYBfUwsTp1oS7R4pump,1787071471800482,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Gnx2qmY6J7ZvBELPXchqX6duQzneEcRLYZDGUCzZpump,1787071471799475,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6CmhHYzL2grKmU1Ea5tCVNHPKW8gh3gtthuzTUbxpump,1787071471783475,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3nZMXHrRBXRwiQYKjkzZxCMy7fEtTTXNS77H2b3Tpump,1787071469813387,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Bu1NyoLKCUu7RGiRrPD8PGQLTdo6UucUx1UZ6B4apump,1787071469813387,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8frk6YfiZK7TzNGFr672ZqNHpiyUbY6VaKJJ1ZRypump,1787071469812386,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
9LnTX3xyKsFL9eqrPUnab2Bazpp1gxizEpvwcFewpump,1787071469811389,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
HCjYLf3pWrwCb4i4y9nwgK4xem3AFEGj4aYE4HmApump,1787071469810386,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
78fMNvqJ9pnpceYqrE6Cf7qyWefpcXjmtTcpW4iwpump,1787071469803386,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
FjxKj672inUk8ZkBxhxUVMgWQvs3grHCqNk5gWhRpump,1787071469802388,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
9QQeuAcr6Aw3wkBtpSpgPDRd6LvVcuCqqXWR3UGfpump,1787071469800387,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
E5jGnQhacL5pK2N2sXU7mpUCm6Aa3mqi5X6bWaS1pump,1787071469799386,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
HpNUbhYNJVJtqrXhiSFnFniC6jNpp4z1oyEcCDwjpump,1787071469796387,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
5RKVXkLNnx3ZtiRToYhqQk9DeTX5LSotJb8J29g9pump,1787071469794387,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6xh7h93XbE3qYa5xhSpBjMBpBJHj98Eb9dnePsTpump,1787071469793389,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
DmTCZjpe6fgWWUpT57VX7XiLXcDXLwYAjFdZisSppump,1787071469792394,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GHp5tD78psQ5MvPV3vUkh1zsaHv8WcS1eRfqxHYopump,1787071469791392,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GGJvdihsGQ4Sr983L9RyriBcw1eCYbWeTyFhhk4gpump,1787071469789392,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
A1c7iVuiTbPdtRX3Jk64pJTwdHbnarvjRmfX7xBRpump,1787071469788388,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8iQoNcNdr9gRzhXriVgxgfbgu8G8vSJABzbN4iYNpump,1787071469787391,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GrXoSkwF5RRncT3fgTChVr1xxKmcKoQc28GArYoUpump,1787071469786391,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GPrHt4RcLreTiZKG6tAKu9xLmLhiCgNwvDSBV8B4pump,1787071469784388,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
39Ja8BcJ8ECRwYvLQ9UStGYRfu4KidwK46asWUJrpump,1787071469782387,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
FrPqGhJnSsFxg7M2QWqBuCNFmY6EL9DmsqtG41xRpump,1787071469781391,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3X68mvYKML6DesvyDdtUWLFqSzKh7P9F5FLEH16npump,1787071469780387,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
941zwwASB1h7cqkGCZGYW2F7YQ1s2Gh3rszjKrtPpump,1787071469779387,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
EdQjec1qKkTPZynbJeVih5RrYaGHyA3kt9FxHpjhpump,1787071469775387,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3fkkuwz2HGpnfmRkadpB31nxyV51YXRahYa7MnrApump,1787071469774386,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
13QJLENJbotaW1oS5WoVrMSC7r3AZiJkMWixQLKhpump,1787071467124500,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
4Zuwt38qbCSHwhnQoJmLj6RLLmxVYMwQjfD8Fv7Mpump,1787071467120500,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
CrLGZLEK8oKK3RkezD8NFzdeGN5YT24sSvxmJ4dYpump,1787071467119501,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8MJJGM7VEdNUZTKxT2xdSf5uMKRxYLLg26bhDTKEpump,1787071467118501,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3J6jq1k1BcJT3BgsVpCh836umbeakxnACToywpC1pump,1787071467117502,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
UBQjCDDtpWL5nY46aR911XQ2fRwRwCgUfw8nBncpump,1787071467116501,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
4bEy3XWdyzrER1R4aiCxeD3SRx1EoH1Gwru9wa99pump,1787071467115500,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6idpSqP5DhC2sRTSJHMhCEuPHSt1ysm4JNtLBoiTpump,1787071467111500,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
5JavAQr2RviPSDTB7TZLv7UEVNYbErQZ1WSGBZLHpump,1787071467110500,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8ogYzkMTJtt9SH27zDnY8Zyonzyof31E3zkwbjBCpump,1787071467109501,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
61nvwwogi1jpXfC6syggKfsGQ5BCkpoabdLjPRiqpump,1787071467108501,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Dn58MtkkMTTdpgM3CY5U9sroKKRzWhKeqHg1upDHpump,1787071467107500,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
5EUirFFgLMyfy4MRnsR8D9EmMuCtS7U9UzjnW7vDpump,1787071467100505,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
4q6UcPTFYKUZVtQ17xRQddQcXpQENkXeZYG5ULRgpump,1787071467099500,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
34W3pzUDJ4AKgBiHQy56jYdubiLPQHZhUtSNYgMRpump,1787071467098501,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
2965ex9UjjD6piAZaecyGo3HitPBzWPZjLRPbBwhpump,1787071467097499,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
2mgkxvysYgEy1T85ucigrTeHjqiCARNkQ8LHBs4ipump,1787071467094500,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
7iFpJEngKnUDiXgz97cKi23qo6bBhKPLG38Mw3VDpump,1787071467093502,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
99FB8hy9LvYZu5mGZMgKTBRSbYixUT83GtFq7FEppump,1787071467092500,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
66mTPRe5h3iHAa4yB8Sck3tQKr5osgAwpsBXWQb6pump,1787071467091500,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
DvA624znESSr1Yiuc7i5wLPQBZ6fE86WBYioHorApump,1787071464470989,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
PoU15NBsNm5diB4XHPt6EyKibdJmekaXbN9KaVhpump,1787071464414989,11,11,0,True,True,FULLY_PRICED_5M,True,True,0,
3qsuQgH85Y9V66vbd3zZQ5oWYqHqvLg2m9QM2u4npump,1787071461993410,4,4,0,True,True,FULLY_PRICED_5M,True,True,0,
9J2qTuBwDhDX5Q1zKxRyEgzeazTeHU4HPMwUjfFDpump,1787071461974410,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
CtDZ8NYzCXPsT6YvnsVtfrYtyuVBNdWc7BTLZv8Kpump,1787071461970410,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
D1s83xGN2PukTpJTB9UbJeEtzEKET3Z4NpCy48gipump,1787071461969409,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
5fXzt5sy4zuqK7qTUyPPyPVtdfWQUSE8Jfsi3y3opump,1787071461967409,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8QiMxSyBCBqiLK6HrzuVDY5SWqkaXA5gaWYVFbwspump,1787071461963410,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
2JcYgBQpD4T6KwNrywwzUpBka6pBeEEJsXPcYys7pump,1787071461957410,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Ew86xQ8tjmRnfYkDomJoTeWk36wasX42yhJmvdxHpump,1787071461956412,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3q29JTZEkShYJ3GpjUgUvTY6kSwP1w2o8oGRAPNppump,1787071461953410,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GXaoeYjEUUqvZUJCmfExdRzP3EUCFD2ieMXSQzmhpump,1787071461951409,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
De223q3f5QZrYBAXZWwevNpDoU9Pqahc8LpAUyTzpump,1787071461949411,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BDavrN9S8cZC9Dh1S1vmFyt6EiWWXg36dnJGEBeZpump,1787071461939412,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
JQAgU5WKpK9Z16v6XWps9BUJGprEQMnHPmUKXGmpump,1787071461935410,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
9P9kfu5wYaMAQ76SX7FmhZP6K3NGZrRNJmFoAizypump,1787071461934410,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GWLxmQpU3xGpXtAuBDCcmdePQMuunPWQhvFBfkYVpump,1787071459194634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
DgGDKSA2bn3fV5D6jrQrKvDmB7aYUymQgSosPw2cpump,1787071459192634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
2WABzMSjRid2KbiGFZULAGcWDKp4XtbsFvFmKCEvpump,1787071459191634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
G8Lhs993hT1xMWh9cu7DXj7TYCaXpoQ5QGeveZsRpump,1787071459190635,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
j9AUkZSrkC22tAgaTp3ar31h8vX1REK8rQEyWAWpump,1787071459188635,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
N1dU4szdVnpppREm6DygCsxKizBtBkiqzLniHc3pump,1787071459186635,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
HuoQJ3cYYVf6H4bnaVEDqb2wkCKGKgXAJMbNHMgjpump,1787071459182637,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Hdo7yj7uCfekRpGdvCumSVvdRQ8GhV3uDk4y36Zwpump,1787071459180634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
4r64uYwedD7TpXFyJjSDNTZP4tNiRYxDu8Dgucdxpump,1787071459179634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
FCBkyw3FrNngBmZZQ37a7wD47d4nmCqxZeM9J36rpump,1787071459177634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BV4JQqSoShyrsGphhjg9vcXV8Gs4ngy694K9Zoz5pump,1787071459175634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
JCpq8ErukEjHQHdPgGCvjd71xgqoAF4UshXZpHsHpump,1787071459171634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
ni8gRCZj3G2miTtm3gnntwtjJJVb5kq35bTbYNNpump,1787071459168639,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
96gvtdtg1D6XrxLscW4mMtqQ8R2kdzCLbJrHSt3dpump,1787071459167635,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Cw2wNq6rFJY7o6HhmfTSfz6TfVMdEWwjfU3fYCQ9pump,1787071459165635,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
toSChJ9RWXT5quB2X32woex149YwbmiK4xKpxtapump,1787071459163636,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
LqY3F2XndNXZ8XCnPo952e1w85DiW9QxH9wUZUjpump,1787071459161636,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
G7yTabGxZANTrsyEwgJDsrWHdVTDWCE8h1sRUbHqpump,1787071459160639,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
7kwErtgE3RUHLyUaUbxSQ3EW3Y3FDukG1X4Xs8Uepump,1787071459159639,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
DhPPyArxXUC9AdcGa9t92XebEhvRs82wckrChVapump,1787071459155634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
497hDzRx3HRUPp4HZcCz36mwnD5r6tFNdBNCveFYpump,1787071459153634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
CZ1p6F18BxTwmsEVPVLPRTgaMRsZjnwG3V6ug8LEpump,1787071459151636,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BSdJz3ZFx3HufJTRmY3U31sJfCGNGhWv9hg2tgjnpump,1787071459149635,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
A8ecPyQis5Rn7VibuGTd2uMXVQeKGaCQCNESUx9fpump,1787071459145635,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GV2j61njsQ32vCnuUKqfvYXzKxoSRvZ2aajucRpVpump,1787071459144636,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
WyRfswVmF1vfKiThZUtFEM6dxfi9ERT81ASJMoBpump,1787071459141634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
7kNiUgLewRoDkTraVX8tRwX5PrMiYaGCgu2rR9L4pump,1787071459140638,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3XKYn2CRE8y43zAn4MdmctyMwY3aDbFoacFCWxpvpump,1787071459138634,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Axt1wS9jQnSNPVhazug5oFCfcP2hnqeq8sZnSPE4pump,1787071459135635,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
75ScaQj8YnnGhmzZiZ3jtHxack9X6cGRr5red8bhpump,1787071459134636,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8Xy1RAeEy7n7VnoTLrJ23st8EgUTP3XSudQTNtCNpump,1787071456350071,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BJVqCGNJh7yVnfhPK3tgXMkmxPMY8ZYhgm5T7yDwpump,1787071456349072,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3R6w2FeGnDYLqGUZTzvnn34CCe9F3ZhX1nQKy1Uppump,1787071456344074,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
EVRWcPhsv6egPmYZuXK7z21PrD2W93kJzmnFeoBbpump,1787071456343072,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
B8esAhxfboHgazcUUhaXTerfXKPdsTrGFQN82D2ipump,1787071456341076,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
7R13TJMBVFhK7xW45HwP3kNvfazzWnsup5s6siFmpump,1787071456339075,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BRgmB1qDWHaWpbEP1BD5d6RfFTfwefbygDMNa9hrpump,1787071456338075,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
9H1DwjtY4uQFEWfTFArdwynt8bGFJbbtpEuuuYMzpump,1787071456329071,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3JEKKUNsWA6sTAY8aNvs2Dbom47q7w62yH1w38Yvpump,1787071456328071,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
B5dgnGxYVgYRqopqrVAfBKDJZ1pGesuk924Ri97Lpump,1787071456326071,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BEoDpK5fs8BQMJTRxuUQcK7teQxrbabnmUWPT5t6pump,1787071456325071,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
711JSDEU3zDp9CCWPWvG4BR9uXz8TqSs2SddDd2Qpump,1787071456323071,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
9aBG4wP2JSDEDjKg9mGhBaTGhcutNNSxcUincx7Hpump,1787071456321071,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
5wTr4jR5KPnTAQoZFKxAs86stE8dgyH4LmZSSrzjpump,1787071456318070,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
9tXPUBiTvMNibCTq22yUUrnQ3h7c5mYGMtQ4eigqpump,1787071456315071,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
FTnS6HSz2vZmbBRwYx95STt8aYfqFotTN72ptorQpump,1787071456313070,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
En4P3H2sdG2g9paka5vA7yKSQrM5kjLWFD2wdYaApump,1787071456312070,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6NNkC7M4hd5owD1bESdv3GsTfAop6MWuUvnxNEBrpump,1787071456311071,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
HCqNGZiuLo9B9CLbXPkpcSWfT4PPq6BSgqjjNGpBpump,1787071456307073,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
EViLj8fojAQmzmismEzs4n9FKgYRtiowmmB17Jrxpump,1787071456306075,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3taQuaot3GSgcc9K3k31pdFpo569TDeZGnpPc9W8pump,1787071456302075,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
2FYVhwF6f7tUDkTQMDMKuntqAR1dxQX6x9Hjj2eHpump,1787071453626803,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
61DRyD8TR58CfbAqHQbw2ZvR1ofq8XTMmXdSaf11pump,1787071451218226,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
5J18umGMYqD2kURZZEQjSGZVo3ZgoDTfvz8Jy2Gfpump,1787071451214226,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
B6KnRgsr2MdtF7DdQtb6QxL1Zo3wdPfNVoscn6aipump,1787071451213226,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
HrVZRsnfd2kxgjn9QfJ2yadtui4kpF55QHVbDrU1pump,1787071445758466,13,13,0,True,True,FULLY_PRICED_5M,True,True,0,
3JJ7WJrNCJ4mRKPhRabMeNFkpDEvwCgXBekWtfGfpump,1787071442975706,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
B4jSGfWcA31GD6fMaGJ9XKU7UhhMwR3RbcXGh1Jppump,1787071442949706,3,3,0,True,True,FULLY_PRICED_5M,True,True,0,
2cjqf45A6MXLs2nV567W891VX4FRrj5iKsmeKmoFpump,1787071437583522,4,4,0,True,True,FULLY_PRICED_5M,True,True,0,
DXEhtL8H6ZwN5yjJCw2VdyZYzWo2BibCe2Mu5Wyfpump,1787071437506521,3,3,0,True,True,FULLY_PRICED_5M,True,True,0,
GVw4JNZcBXqZ1jBWiL2Fytk7KNm1z3Snuj9AHZ9spump,1787071435671130,16,16,0,True,True,FULLY_PRICED_5M,True,True,0,
BgGa7UsxXF4t1CQvsuxm4w5w1vedeCw7Ps4F5VNjpump,1787071435654129,4,4,0,True,True,FULLY_PRICED_5M,True,True,0,
3typLVSW8PPb2F3sQRxfCefZAUk74xUP7pfFvVJgpump,1787071435606129,6,6,0,True,True,FULLY_PRICED_5M,True,True,0,
BqSVedE3zot4tHwWNeAp6T5Q5XwrJC3MT2mjHi1QQrD8,1787071431217334,3,3,0,True,True,FULLY_PRICED_5M,True,True,0,
BNMsy2QFbnXxaMP3omLdUdNxCr5Fr2TstoKUHigFFqRx,1787071426698832,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
H9LjZJb3z48iLQaq7ehmAdvgg5A9G7QQWSUcVTNa6YH9,1787071418572819,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8QCwhuC8rF9jLSc5khhaMTvT8rBheVuhCNtdEGhRD9oS,1787071416691245,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6wogx4ja7acVYj37e2kyDDStjWmfJFgjYwz5wtSopump,1787071416654242,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
JAdBx1rKfoJBamFcJV8AmxYLe44T8ZVtrPPVqtnNpump,1787071414134929,3,3,0,True,True,FULLY_PRICED_5M,True,True,0,
7t7ufmSnCrw3r2PohoM7FSvLEXPDsXf4mSJj366Npump,1787071414106928,14,14,0,True,True,FULLY_PRICED_5M,True,True,0,
GrRQ8wJ2LePenkmCHeUjckJz9zPbUXLgq3wBKAGapump,1787071406123374,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
DjjsEqD5LhoKDFanx1BFRkaeYXReYKmbSbPC3ptvpump,1787071403272559,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
ACfKjTyHZMAMPzjtYxzfsz66aQVgLkfN5N6R8Ndypump,1787071397872167,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
9pB8uTQQSCZtnaaUEo1Bvwymy73XSztwQrpRg5Aepump,1787071397856170,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
93AZ1fb3ZRAemFkAys8d2z3AoYgU8z4VRhz7M9M8pump,1787071392489591,7,7,0,True,True,FULLY_PRICED_5M,True,True,0,
5JwKdV18q4QTh8YBy7JJZRpu4kfHMo1Pz4WdyYQSpump,1787071392483589,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
CStuJdzp4FxEMYG8wjen2FN7GyJHw5hzNFx9ynV8pump,1787071392465587,43,43,0,True,True,FULLY_PRICED_5M,True,True,0,
5dGcUtSe2nJdaGGVM49G4Xus13r2sJucqzKYj7u2pump,1787071389948328,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
4Mmw3JdgTR98cvF4jK21n4wtY7diUjG27TfGmcuapump,1787071387580328,11,11,0,True,True,FULLY_PRICED_5M,True,True,0,
HDW9avXEHYh7dsuPGJN3mgohfKXpNmjDAFxxiyS3pump,1787071387504330,9,0,9,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
6E1cERS5JEcAfy5CzxQ4GQ7JXDppg765pGtj2Jyapump,1787071387486328,8,8,0,True,True,FULLY_PRICED_5M,True,True,0,
6Ty4TYvR4o4V5QnCJUWfQMPrqtmaTJjk6SHeviCSpump,1787071387482328,40,40,0,True,True,FULLY_PRICED_5M,True,True,0,
3hdRXc61y1hCBr8JZ7GWg8TP7geUHk3JTAXkyMx3pump,1787071370906216,9,9,0,True,True,FULLY_PRICED_5M,True,True,0,
82PekqfZC6qsBEiKBo7GH6GWQEo1w4Fu92fMqEhopump,1787071357470202,3,3,0,True,True,FULLY_PRICED_5M,True,True,0,
Bw3hp1AGgiitqao3DRyXYPryazfuKSX7NsL2n72ppump,1787071355292307,5,5,0,True,True,FULLY_PRICED_5M,True,True,0,
CmnMzq8ZSmdVLcLHgEY7swfCZjCtF9Yf1MEcDtGDpump,1787071352654438,62,62,0,True,True,FULLY_PRICED_5M,True,True,0,
9tjg4BVtSkmiHX6ZoJT6CtWfxoskrii5yn4td6EVpump,1787071344284426,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
5pgtwgmiCuLHkQ9od1uFohfQbwkg4Jp6uBvXgAqDpump,1787071344212430,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
7asnDo2FjAjRa4iMxaj4dRu7D7Bgw1J32TfPDwXMpump,1787071344138425,10,10,0,True,True,FULLY_PRICED_5M,True,True,0,
8k8fFksznUSmK56BV6QfkUb3QFcu57CHKAdjrgpxpump,1787071338574598,17,17,0,True,True,FULLY_PRICED_5M,True,True,0,
2v5WQMi9wJLDnhcT2FyoocHWEEShqrHSWxcEeGigpump,1787071338556599,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
956APa32ifmZaAh7MSFmFcSr9ibo38af43tQXwYBCN7y,1787071336099208,7,7,0,True,True,FULLY_PRICED_5M,True,True,0,
Fog1jWhUgPhJS6Df8B9PkMFRKw5Y4vPNj3XxJEndpump,1787071334049209,6,6,0,True,True,FULLY_PRICED_5M,True,True,0,
5sqwueSTCdPP66NJm6Z1MnHnL2ruCigKZN2CvF51pump,1787071333780209,82,82,0,True,True,FULLY_PRICED_5M,True,True,0,
BJjpbtgjCxGRD6UWqUA58PXorqajuVZhLoHuEAhjpump,1787071322110463,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
AZbhAj15v2d222qpdQtsx62FNAw3stokMhyy7aXypump,1787071304722410,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3yVEC7R6kjoejVQQySEKgwW3HiPwhFjUxXciSv2tpump,1787071296358594,3,3,0,True,True,FULLY_PRICED_5M,True,True,0,
