mint,first_tradable_observed_at_us,trade_events_5m,priced_trade_events_5m,unpriced_trade_events_5m,first_trade_priceable,any_priceable_trade_5m,price_coverage_class,return_from_t0_metric_available,short_window_price_metric_available,gap_event_count,reserve_defect_codes
F5x61bJ8ur7NgoRP6xiNHxR6DSGYzZT5gdKKMnaNpump,1787068237528074,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
24pUwoWNkMPyGHujVodmEyP14EWMoMqNbeNC83uGpump,1787068224845769,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
AFpx6M8NLR5ksaZyqJqZYYeizNpx2ggvkBAUwciTg5pd,1787068222792864,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6mQdqW3RiGcREnX2P9kR6nAwLwsFrYdXio2WhpS5pump,1787068222785863,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
AFymcLGhZSx3vk5Czn1tGZPSTHZkUUbCBQ4ELC1Spump,1787068222764866,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8WmF5b2oaaPLuPo4EtnzE8QJz2MPwQSKTzhBsDcmjVtw,1787068212284073,6,6,0,True,True,FULLY_PRICED_5M,True,True,0,
5J1SXgQ1HxhMBHFzeQdN8oZN8qDtit2LbY6hmF8fpump,1787068209637747,3,3,0,True,True,FULLY_PRICED_5M,True,True,0,
HVzmtidSqpyzzTo3jRy4ivc7D7YCu6U7e9i4sJBEpump,1787068202280650,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
EDUeEMK5VXFhHyEhpLvY8HCAXgJRp7wxV33GUbhXpump,1787068197340010,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
xCRd1LLkchgUwFbLNamEboHcSVGXCQcxnvozH2mpump,1787068194843098,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
FMS7mMaPegdg9RYMM9FaYYa1qKNjab2irr9ngdJQpump,1787068192146103,15,15,0,True,True,FULLY_PRICED_5M,True,True,0,
AqHus94YU2JMAdXtWVxymcv3BSShddEtwn2UpXiSpump,1787068190020359,9,9,0,True,True,FULLY_PRICED_5M,True,True,0,
HQHnrWJCxwoBXGPtRj692RwrxBmhxhbvJJhDHRGopump,1787068190005359,40,40,0,True,True,FULLY_PRICED_5M,True,True,0,
AVVHLJ2gAQx4eaD7eXQsYXAuf5Wd3cFNpFvzMfykpump,1787068185355286,1,0,1,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
7GkUAP8vMDrdeXZdoVx92v2FNy78fTEeaVdWWqXjpump,1787068170532335,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GJfYnaSPz2vQiKzMeRoXcZHMsxGqjLn1RgFEu3bmpump,1787068168218436,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8rAMB47et3mQGULVLGoYTN4Uzn5reKD4qh9qtTetpump,1787068158245276,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
CZXe4zRfyM98wdcNwXFXvzR59hMaMCPvY9YPGnJ9pump,1787068143414224,5,5,0,True,True,FULLY_PRICED_5M,True,True,0,
A7KgLHNKQHNcueqSVGDjvLavoMZmPmf2qH1a67Fupump,1787068143403223,335,335,0,True,True,FULLY_PRICED_5M,True,True,0,
AxAHCTBv4p7w257XLybFkpPxzSchPUmnkAhnUJenpump,1787068143399221,9,9,0,True,True,FULLY_PRICED_5M,True,True,0,
3j31X3XMUYoXpYmXevpQwAK1C3soeGxUD3dAZcHipump,1787068143397230,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
W2v9eUMgzg6joy3ghzc4VLg181jrhgTgPs5XrD1pump,1787068143396221,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6pbTuQBjYyNjddSLYKgpk8t7YtWivGESSeFxZfiCpump,1787068143371224,8,8,0,True,True,FULLY_PRICED_5M,True,True,0,
9BAiRoDStkd48Dhasc1X22mqnnUPL2K4rvguUTBkdi7W,1787068143349221,4,4,0,True,True,FULLY_PRICED_5M,True,True,0,
7XYpFiBiRQj6SkqfcdmrXbYEjjhf7U1cmemVx2K5pump,1787068136614707,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Bo2V4XK2tDnWiXxXL8apj5AeEoiCfPbdNAQcNhn9gbfM,1787068121411840,5,5,0,True,True,FULLY_PRICED_5M,True,True,0,
8eurA7RdwKXw8E8HAh2xufotNqNgMhDZFfPjjZ4Hpump,1787068119022442,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
7rx6SxqbjXUo4P4WHLSZodpPD5j4PBc5Hc5xxkW4pump,1787068111700242,8,8,0,True,True,FULLY_PRICED_5M,True,True,0,
9sAtx6eTh42BW98Y8if8p6bgnnZm7piupf19WiuLpump,1787068106694097,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BNgDzPDGWXfeXEWjrkioqTT77bnCgNZWSxvgRH85pump,1787068099062946,48,48,0,True,True,FULLY_PRICED_5M,True,True,0,
9CsdJuF7Fycty9yLvXWYYQuF16EV1kiyNMAWjdVJpump,1787068099034945,29,29,0,True,True,FULLY_PRICED_5M,True,True,0,
A4YoGxFx4HYaHA1fQoWAnycAXLW7ykUCjDUUWo78pump,1787068096958186,10,10,0,True,True,FULLY_PRICED_5M,True,True,0,
7ATS6jVtX2c3hX3WHmkZKqrqmXFVhK4VXyoLGpwepump,1787068096865188,23,0,23,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
BiPaTtTjX38ZUcRBdWaukrUWjDudpUcUfuae69oZpump,1787068096864185,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Hd8HTPvHerHfJ73AvqWcFKYQVL7iJtW23Z75w5ncNCwy,1787068096680185,10,10,0,True,True,FULLY_PRICED_5M,True,True,0,
BVxrD3FgDmVi4sbfbCs7JpERzWNZiUwDwBt57z7npump,1787068092405365,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
5udPz3XjS8LpMVfznG5NtWrd3ttHCAs1qEsc4rxohWFc,1787068085449084,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
AGzjJVaJWCeKmXpMhuhzoCgRda1AUwC21M6BJs6zpump,1787068085425080,4,4,0,True,True,FULLY_PRICED_5M,True,True,0,
AaFg4kbAQSMepH5YY2DPaXb8fEo8xL5uAVmpWNJ6pump,1787068085423080,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
354eB7oEoPrWQYjSpCG3yrAUnj1vrKEm1JCzZn6Yzdge,1787068080223129,5,5,0,True,True,FULLY_PRICED_5M,True,True,0,
AVywUctaezmnQmijFdp2xGPobDNN38L7akbvoZgzpump,1787068055333555,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
H7Dpc6oFjnRqq1dS73BVSYNKkqn2m1xRga5itK32pump,1787068055259554,3,3,0,True,True,FULLY_PRICED_5M,True,True,0,
5uFZPwAQAuubRVuwrPWjNywwmoL5GqtypH486Qxvpump,1787068055242555,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
F4hBmii6jj1y9BrLh6FutpTJbzC6Xd6cKZj4CjKYpump,1787068052704513,12,12,0,True,True,FULLY_PRICED_5M,True,True,0,
CBZqkbqF3sL99aT91ufEoJDQbfqyniQyGdiQrkH1pump,1787068050213934,7,7,0,True,True,FULLY_PRICED_5M,True,True,0,
2rKhEM3FcPhNnFGKRn9ofb8haxT9m4sw4ATZFSkrpump,1787068050195949,32,32,0,True,True,FULLY_PRICED_5M,True,True,0,
CSoqoWFCa2n6J5fgjfnGDsSpNWtLNS5nu7vwEqoUpump,1787068050163949,10,10,0,True,True,FULLY_PRICED_5M,True,True,0,
R1evg4uF72mNz9U7bBQBFbjitNDixdwrDv65zWNpump,1787068050161949,132,132,0,True,True,FULLY_PRICED_5M,True,True,0,
7BzqmAjcy1EzcU2mhK6mto9qsBQSgmYRdgYSXz4Ypump,1787068045981448,2,0,2,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
G6fYYYJhmiqGyuX8wBamJ9oUbt4koNpj3fHZSNVepump,1787068043750358,7,7,0,True,True,FULLY_PRICED_5M,True,True,0,
D4xtV34Ahrf14DKtN5MukWn7SsGfnW2vPC1QYQ77pump,1787068043678357,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
4Wgqw2Dp2VxnbuLcSrMjmKq4sM4j2ydiG5fbvRAupump,1787068041076931,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
zXSkGzZNBeupTuFwG1bvAjm4Zf6apAFqBSKRMbzpump,1787068026802436,6,6,0,True,True,FULLY_PRICED_5M,True,True,0,
Add3CGqzNBwby4UmTWE9owQmEN4Fq2NYo6EzBoQ2pump,1787068021585345,25,25,0,True,True,FULLY_PRICED_5M,True,True,0,
DkFR83m1Vu7DtpDwkS9u6jt8kqCnEz9T4exBSfDQpump,1787068019114164,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
FxEkEXPjD6fbRTY4C4jpdUnUqXfncnD4VPoDTQAbpump,1787068016924180,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
37n4sXw6uBoYk6zY6sFFcm46JzQYYKgcFCDVeVTzpump,1787068014374584,3,3,0,True,True,FULLY_PRICED_5M,True,True,0,
82YgNJ5YxdbuCwTk5yea6unCep12qrRzQtPu5YTPpump,1787068011822687,9,9,0,True,True,FULLY_PRICED_5M,True,True,0,
EtQLoxcLpNNmTbedEUqx3Gs1kpXhFCjCTs8fkKCiZAnD,1787068011811691,5,5,0,True,True,FULLY_PRICED_5M,True,True,0,
24qKPdpsFWdmfFWL3nQ76THGLtzXCAWQtuRuBKampump,1787068006850764,7,7,0,True,True,FULLY_PRICED_5M,True,True,0,
GcHv5rto2kjxNCeem2f2AvMcN3sGtHhXdr1zxfAtpump,1787068006817317,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
7uiXzRK6ydWNrWxjZEpzfab3Uya7TYMZZsDT7Gzrpump,1787068004294865,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
4EVZChtck9a1jSEvSnNPJdMmDkJRvxQ5cmsQMGrDpump,1787068004241865,32,32,0,True,True,FULLY_PRICED_5M,True,True,0,
H9UoZx4beVp7JNXr5HnAJ2KMeFB8cTwobhhZ62Eopump,1787068002141868,173,173,0,True,True,FULLY_PRICED_5M,True,True,0,
B5qtdQTve5BzzGTAAfNcrJeobvur6u1SPjq2CXyApump,1787068002130865,6,0,6,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
4zATr5cpTCZMrojRrBGfmtBMdHsiR8YXEgRm9ZLJec3U,1787067994485060,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
AKEptPbEfFD1CgjipRx1sVYBD2svtRxsnrXb9JeQnzSe,1787067987064415,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
3zEUbKgU5AQDkVuMQ64PohCGmnbwb2VR29yLUPVRpump,1787067982456757,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
FRk8i5ej7mouDQQ6gRaj3hVEKxnDWdd64vWiWmnapump,1787067977108559,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
4uaMcKKq68eHaCdZYt9bnZMgos1nocgN9AVTCWtxpump,1787067975046682,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
7QBzAA9gszFzWEdvt7ZqsJvkfDjaWTy5qN8bvuMmpump,1787067972451560,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
4uSmPfEerzMwMVuCEcEjxsUBtn6B8649LytUnKCXpump,1787067969660526,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
4gm1P72psZmEmfLNbnb6FsbT5UQSb6TN3e2GPqKrLLQk,1787067967351623,5,5,0,True,True,FULLY_PRICED_5M,True,True,0,
9VvK3M6rt9mWPuLztYcUhQ9HhC51xkqsTvbqYLsn8QxS,1787067964941326,15,15,0,True,True,FULLY_PRICED_5M,True,True,0,
H2TKUdy1DFyus1c7jcDEzKm9Lx8iMHCr2pUhrBPrpump,1787067964922327,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
AL2rgQ182EBubw2X7JK2EmzB7M2PnTyV68GtJvwNpump,1787067964894331,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
FhXRb39tstiKnHMokPL8V42oAZaBUSMgXPDzw8QYpump,1787067959859990,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
3Nv2cUv7nP5272jCL6Umnei2Q8UJgCWwKmKxJjUDpump,1787067957254278,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
DZ9zivk2sXf59RT38vRcNx5ojpfM9GU4zYWTQDHapump,1787067957239278,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
FXGZx1eZ572j3JEoTbavTmygxJZweUPv1fb4PBgzpump,1787067957224275,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
E5otfHu3ZhoRTrBrdw936aa3f52NW2vKadaWRS21pump,1787067954517749,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Do8CJSB7c43yEMrrJtduT5kU7EFi3NMmDccVFxX3pump,1787067954515745,7,0,7,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
5xGUPDnrHYQex67yXNJS4aXdaH4121a6Hd8AfxbBpump,1787067954490744,1,0,1,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
9Ry394wcaVd63WBXCkrwGxA614BQfEZRnwDxPgbZpump,1787067954477743,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
2KMhxpWcmvH46csq91C8UYCPqotXQqhP5umJVXuxpump,1787067953606856,40,40,0,True,True,FULLY_PRICED_5M,True,True,0,
kKH1t67CpxuFyDnvShbPeQThEfD3adWVcYkPVNSpump,1787067944676064,34,34,0,True,True,FULLY_PRICED_5M,True,True,0,
Huy3CmnHDndz6aPgTNA5NNVWtFLiu84YFCGkKR2kpump,1787067939781129,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BRabcKxuTAAJwk7rrRmqdcedADPPWQ7ZMeoPvXCJpump,1787067939753133,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BCJ9GtvjZMRBctQ33jMkYRD6PHoM4LUrknAa7tuBDgMS,1787067937318702,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
98uWrRPAToKDpYwXGScorYD7smUQwEn8hmg9j22hpump,1787067932117851,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
4DQp4r91ENBXcVyMYZjaZM3FidiDjZPbMfc3bRN5pump,1787067929256967,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
CqfVzVkpVA3PR8GettoeKUdoG2qJYumtXvqUv3s1pump,1787067926821618,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
3BdkGUuBGBEeCSP9rTUhPs5KkXV8K6aRuPPH6dy8pump,1787067921593174,89,89,0,True,True,FULLY_PRICED_5M,True,True,0,
Hoaoc78aNKte38hht3LhwkAC1BRXK3korcj6efREpump,1787067921592174,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8q73s4ZF676W6jzdRBaEgcbLS8GnUZUMbUebZybopump,1787067921551180,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
3GKsw7UQpc5AcgpfhydjkWAwNrP67hEeg5vRmfT4pump,1787067921550180,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
7V3YFc6xszq2zrRUvBS3KrmfxyTFRbT9RT5465nKpump,1787067919014108,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GBkDEFC7MaUogfk89rzCqRsUPw2GZqMg16hxXmckpump,1787067908307475,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BGu3PGvJWiJzAJm1gydRDXxWy6ZRjksDh6r1ANeibAef,1787067908279477,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
9x7rkEEGR9jQmU8ryvw6eAs4CjhGztd6aZ1oD3y8pump,1787067908277476,8,8,0,True,True,FULLY_PRICED_5M,True,True,0,
GSJKTRiwt1zyd2PEX8QNCFppGMniVgSsdCVWYgvspump,1787067908272475,11,11,0,True,True,FULLY_PRICED_5M,True,True,0,
DyQdMnRbn6CxiG1gtyLYE8VS1Dc2jHyaAUawxFHRpump,1787067908234480,22,0,22,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
Eh75Byni4TA5PNFgfwYipAgzMAzUAW5gJXKxaXbNpump,1787067905626416,6,6,0,True,True,FULLY_PRICED_5M,True,True,0,
85P67BdHzxczZ5JpfXZvb73Xuu7SK7H4QRt7Tvoipump,1787067905567421,24,24,0,True,True,FULLY_PRICED_5M,True,True,0,
BWUsLEwgy3X9pCmEzsvcXp5r5H7GubEuU7YDSxXmpump,1787067903519604,45,45,0,True,True,FULLY_PRICED_5M,True,True,0,
5SNWNQzdLTQQi69pEkRnYLtpAAZevLZozdvhr3aUpump,1787067897856150,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
CAjdhGg5v3MtUmZuQ56EbKhF9kg5jXMG2PU1u4pqpump,1787067892720251,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GH2ytPeRwst7PuD2xYWeUGsLENSCqTeQ7J3J32Zpump,1787067890033249,5,5,0,True,True,FULLY_PRICED_5M,True,True,0,
DUr14QVCekfziRypDeZtSzZz7NhCXjeLsTnXMAoTpump,1787067880083494,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
2FSpXwxfEmrruzHAZsBfMDjNcStzbXSMT7Uz1L7qpump,1787067870041277,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
CF2yK2H192nmk4AGtw6CJWBBvkCRLYWZ3b7q8hBbpump,1787067865064873,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
3VHWbS6ehWMQH5e2efFeqWroGkyJ7uQ39QX91aeEpump,1787067865040869,38,38,0,True,True,FULLY_PRICED_5M,True,True,0,
DqoatisVhJPEurhEbCRbQC5hke8mE3vEec8gtoBdWdpM,1787067865021873,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
8AVQEe8Z5VVQz7k9snRbmkrYgxpDi73sbL2wHF2Vpump,1787067862455586,14,0,14,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
J93nJaKYSUSPHumjXdGg8VA6YXNDoHrTDUH8EwiPpump,1787067862450580,91,91,0,True,True,FULLY_PRICED_5M,True,True,0,
G4UqR5d95ZV4uxwfqUCFu1TQ4Zqo8gRfooz8QsE5pump,1787067859741658,20,0,20,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
EiV4nSR5CKeXoCFwbjn6UEQ7w8PD7E7oec38DsJ2pump,1787067859738657,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
CgtV4B4gHQC1HzwNU4T6uUF9Yk9YrASk9oG5nHj5pump,1787067859717657,5,0,5,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
9y6zPAwGP3YmM4XFepLiovS4EGtm5rnSKJ9aE5aGpump,1787067859712662,8,8,0,True,True,FULLY_PRICED_5M,True,True,0,
6GWbaVdftMU8rMRCBgFKU8xuzucWLXq5qnZDa9sSpump,1787067855998021,23,23,0,True,True,FULLY_PRICED_5M,True,True,0,
Dfts9RfrBE6iRhwGnmiKC4BbfNVfxUT883Hhq7Kjpump,1787067855618017,4,4,0,True,True,FULLY_PRICED_5M,True,True,0,
9utrWQZjf65VrRcDfYRavBzp86789ta8VyCRUNFSpump,1787067850448425,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8Nt6qhbV55du9qVKc6wSWzaH7GywoimniQxdbieUpump,1787067842957201,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
CTVs3R3nDiWX5BNNnWVJ39eZ4PqkCXq9kEv37encpump,1787067838148451,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
9GGxBUcT2LYReVohxZJi6hsnd2qNkENiydozsvfDpump,1787067825472405,4,4,0,True,True,FULLY_PRICED_5M,True,True,0,
FsgtaXpAisBM4MFwjo2yz1j4G9grPuaMDt8NKbJqpump,1787067822952405,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
8z9dvZaED9DJ8vvosuu3UnzSeup5HK7DHBpXWcNq1Sq5,1787067820497237,6,6,0,True,True,FULLY_PRICED_5M,True,True,0,
Ao8wvP82mgPf5nzaR2cL2SRrDYtUZaWYCHLG2BmXpump,1787067818279238,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
4L3JjmSj8deiu3Jrd88LaWTNSujiJUffPXE9XZjLPwEN,1787067818207237,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
8DgjbmA5nRvELZkVErmYbF7C363DbmkXcRU2GpArpump,1787067815838258,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GzG1iAUDYYJQTPj84gsCMSSQTK9geLmQC69gmCCAWng2,1787067815787258,13,13,0,True,True,FULLY_PRICED_5M,True,True,0,
6W7HE5uyNSUVmzTtsGx4QE1Q2suCLxkJysqNct3bpump,1787067813258572,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Fjt9MbZQHmfgXrA6SqD7W5QE2fDxTuC9UShTFN8Ypump,1787067813224575,4,0,4,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
APYACdHbjQnj6MrV1ujXPEACEExat2btFknrzexFexDc,1787067813196571,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6z3yt4Z6maTYKY6uaKcyjXbwXPAVTdcLrfGreym7pump,1787067810741142,3,0,3,False,False,NO_PRICED_TRADES_5M,False,False,0,VIRTUAL_SOL_NONPOSITIVE
DdUjpbtP9ynQnWmbHwf1vhqvFeKWxDiPLs2RaVxspump,1787067810709141,14,14,0,True,True,FULLY_PRICED_5M,True,True,0,
4Shwd88E81NEDzSnUBqfb3Ze1PhUWMk252Xj72V4pump,1787067808131170,12,12,0,True,True,FULLY_PRICED_5M,True,True,0,
5vQZo5q5nbBc7ffDGdjCsBbh8VDsgj1XMiKsHhApump,1787067808053171,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
GiNiPsAHXGWYgiZTP2E6zQUCjE4CvoPeySgZjZV1pump,1787067808002171,31,31,0,True,True,FULLY_PRICED_5M,True,True,0,
CikNrvgGmbKLP1ZxrncDG9GjkUNJF6u4Humg5Riepump,1787067797824412,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
2X2sJp18RuuvfrGc2ELNiBLBPhbnNJ8tmHAV5Y1ipump,1787067785652911,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
EgmLdc9X9LFa4yXVnefkNUT5RwXrQWRkVbNWyZB1pump,1787067783040277,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
dsB57n747YqYoWzpTRezmEUbRkWVDJ8BAJhDXMDpump,1787067780896323,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
7S7oaJ1rKYuCYp1YWqGtz4Xj6PpZJZETmbubd3jXpump,1787067780878319,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
5GRm53dJDf82eGMufnY9jq29ffETo1WwDHngiP3Npump,1787067773604449,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
J9yKWqAjwcAB5gQbLhXT6HKKACYjBBjann9JaabNpump,1787067771071651,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
5SmxuH7PucVXd3MMByaiDkusLCE9dAwWBfXfsBTVpump,1787067771070650,7,7,0,True,True,FULLY_PRICED_5M,True,True,0,
2kcGMZMBobwiCoKzDhVkcDNc29PyTDnz6um3jvmGpump,1787067771045650,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6bwiGLq1mZZDcUpKU1FcTgWG9gwte8ZwwStpeoZHpump,1787067771019651,3,3,0,True,True,FULLY_PRICED_5M,True,True,0,
6bgvB3MPQiA5E6m18xPorvPyXV5atLKK1X99nw1Fpump,1787067771017654,4,4,0,True,True,FULLY_PRICED_5M,True,True,0,
Cyw3Aw9kRPPWP8wSX6oFeKAF8V1exx17B5mGddrpump,1787067768747941,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
E4Pr4VvyEQD3TxwY54XFmGwy15NDeqwxUNGbeeYkjWxR,1787067768665940,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
BJucG57AySFHa3X12cRJ6Spxny7wbhCwqaKR9aAovLit,1787067765917990,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
41Pxett2qtePRmrGNFp3Mvdz2mCdR1uSSx4T8bTJpump,1787067763356994,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
A9cGGvsCtwP1Z8AV3CR6bT6PvxvY3sMQRn3CBKUupump,1787067760729497,25,25,0,True,True,FULLY_PRICED_5M,True,True,0,
7pB2ygzC2jLmtNhUrtpacjZadKsMc31uAqSBPSUJpump,1787067758735497,10,10,0,True,True,FULLY_PRICED_5M,True,True,0,
GbuL4t4UuBQiFbwQJVA9fh145jt2iU7YwhLhCXAfpump,1787067751050171,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
Agei7pARZvgo8LPfdArTkD3oNYrVwix5tn4pQTK4pump,1787067748583557,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
4rGwxqhKEYmxes5XU9huLSihFfDKGRbo4a7d5zgKpump,1787067748562558,15,15,0,True,True,FULLY_PRICED_5M,True,True,0,
76RHWtajnS5FBtwtQEnBi71f1W1v9nub4JpHQjaXvgB9,1787067748517557,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8toLVgmghJrhTc6vzQdPKMfArLuFrkwZ1Q3xhQBypump,1787067746124141,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
4d4y9LACvT8nKDxnz7itmovFBuVBF7vQxVkUMM17pump,1787067743564142,4,4,0,True,True,FULLY_PRICED_5M,True,True,0,
4qURVyMjY496svYwCA2mDG3cqN8o6c3k58o6gZkspump,1787067743562141,2,2,0,True,True,FULLY_PRICED_5M,True,True,0,
A4itGqnUoDX2P2AKNpM5eLaipwJvtLBkJRgTbkBrpump,1787067741631308,5,5,0,True,True,FULLY_PRICED_5M,True,True,0,
B5La77wcHinBjMo3cFJkvEgEWkM3SjxwFzvFZ2bapump,1787067741586305,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
6xefuyAvqgSAV5bgG28p9Ud3FhMTXqqD9Bn3onw5pump,1787067739013430,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
9yf7vWM1UYiJtXFw1QQo8jgDxFcYG4TKd9HfWmh7pump,1787067736536858,10,10,0,True,True,FULLY_PRICED_5M,True,True,0,
Cgq1SovkYAdZkLw1nac9uN8ATMmjTR5zVL6e13MGpump,1787067736519859,7,7,0,True,True,FULLY_PRICED_5M,True,True,0,
JDZr1xg5Ek4bYnfF4NqpjK6tb28AEmARDT9ozwJzX6U7,1787067728820523,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
7aGdbu4MmedPASNYq2ySUeP7aaQHJaLUs8bSuNYWytS5,1787067723673344,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
8m8dxnAQWew8FFCGZXzDpgmMLytMPrcED7qNA8NPpump,1787067720721685,6,6,0,True,True,FULLY_PRICED_5M,True,True,0,
DMhj3AA1fenHBkgM1ZTEwUrB4KkjqBLVVPAASr3tpump,1787067720709683,6,6,0,True,True,FULLY_PRICED_5M,True,True,0,
ARQ6d1QAkadC7XCLvusJ9YXArTNRKYB8xhd9YDqbpump,1787067720656688,21,21,0,True,True,FULLY_PRICED_5M,True,True,0,
BhBSS1D7Mvz5RpKui98aejqjT1Zwe7zKihiD3Cy9jvr6,1787067717801858,1,1,0,True,True,FULLY_PRICED_5M,True,True,0,
