mint,events_available,states_in_entry_window,has_observation_after_entry_window,gap_event_count,first_trade_pump_timestamp_delta_ms,max_return_from_t0_bps,max_drawdown_depth_bps,max_trades_since_t0,max_unique_buyers_since_t0,max_total_volume_since_t0_lamports,max_3s_buys,max_3s_sells,max_3s_net_flow_lamports,max_3s_price_change_bps,max_10s_trades,max_10s_volume_lamports,time_segment,first_tradable_observed_at_us
24qjbbQ6Z28bVVFChRt8PfRQi36Q5w8kpRAhzDT2pump,1,1,False,0,0,0,0,1,0,35905499,0,1,-35905499,0,1,35905499,10,1787078016873189
D3CZDkRhK578EYZ4sXuGQT5SiPTcjRbWTHFtLcfLpump,8,7,False,0,870760,5392,0,7,7,8337844094,6,0,8328987646,5385,6,8328987646,10,1787077664760086
2F6EXXSJPWmFcT5WZMgMwtVwPEzyoeqELLBeGkt19yaq,1,1,False,0,845274,0,0,1,0,804828142,0,1,-804828142,0,1,804828142,10,1787077638274675
FHNAWXNnVyhCRkMaxyeVKTHrvJD9TEQkdz54uzXyH5Ui,1,1,False,0,842875,0,0,1,0,990589398,0,1,-990589398,0,1,990589398,10,1787077635875727
8tMnE8SMA86oVnwF7mfQzKgkrMb9B4fH6bYwT81bpump,1,1,False,0,811665,0,0,1,1,737989966,1,0,737989966,0,1,737989966,10,1787077603665235
ErxeYzaKJbD48uf1Hp3bN97PUh5SpsyTHpTGUujypump,4,4,False,0,805525,427,0,4,4,1634856065,3,0,1585326595,394,4,1634856065,10,1787077596525624
CQNpNCHbmEUhmTB7xsYgRmGKWpj4LB3CU1EnEs6upump,84,83,False,0,789358,37939,2052,83,60,105411118405,8,3,15812410639,6475,20,32277672176,10,1787077580358260
D7LhFQJt24gVM1QTKGS25tSrgXgsZAq57StpkZdupump,7,6,False,0,789251,1962,1089,6,3,7387260868,3,2,5403850245,1962,3,5403850245,10,1787077580251849
8SxVsvd3CS8GheiCWDQgg9oK8jPimufvy8PMjpcbpump,1,1,False,0,766067,0,0,1,1,987654320,1,0,987654320,0,1,987654320,10,1787077556067613
7TGno7LGF4mJHT1mvBMsthaEmavcKM5H8ojXCVcJpump,2,2,False,0,721428,62,0,2,1,322937668,1,1,312768273,0,1,312768273,10,1787077509428195
AxFT1YGrrf4NKb7eg99iW3vMhWQMEamk2DJLKGYnpump,1,1,False,0,697405,0,0,1,0,144044597,0,1,-144044597,0,1,144044597,10,1787077483405654
8pGvyeMVv9kwGN265xrmUiJ5bFRTbyxPDfP3ELnJpump,1,1,False,0,684771,0,0,1,0,381963734,0,1,-381963734,0,1,381963734,10,1787077469771867
68zfuMUEqq4A7mdDqoQQvTsUn6zLvYQkafw787K2FBze,22,21,False,0,677288,2398,4342,21,11,22227295946,4,2,9697283947,2210,5,9894814810,10,1787077462288248
FLp9ohj7Lye6JpoB5FLdoETAKHdHDZm5Vk7ZAxYRpump,4,3,False,0,674906,56,0,3,3,1074585096,3,0,1074585096,56,3,1074585096,10,1787077459906458
9ULnHREJdBvzYjesUhm46A6EfwmMj1yMPuoEJYVDBpkZ,12,11,False,0,673326,1817,896,11,7,5088992194,7,2,3550385361,1817,8,4567626337,10,1787077457326750
5RKCoUbp5HKPJR49svNs53emqU2ffWmvA53ceWs6pump,1,1,False,0,668669,0,0,1,0,348797865,0,1,-348797865,0,1,348797865,10,1787077452669996
6sCLdjJp1BGy5DmMLkFYCv6Aeu82Y9iqSNhNwfWKpump,8,7,False,0,663297,520,261,7,5,1195288976,5,2,790123452,520,5,790123452,10,1787077447297487
CnanqtomBVJnT1MXAhoQLE1NuAdhpFqyd9r2DyDzpump,1,1,False,0,653683,0,0,1,1,1975308641,1,0,1975308641,0,1,1975308641,10,1787077436683872
2GeLRyHhF7pWHQZVMrrB8RQJ6skNbkNxToh1ipzKpump,1,1,False,0,628132,0,0,1,0,84092795,0,1,-84092795,0,1,84092795,10,1787077410132685
B6FgnQMU4VZKrC3fxVJfQ9MbaUBBn6XCsXg4mRUFpump,1,1,False,0,621510,0,0,1,0,483680495,0,1,-483680495,0,1,483680495,10,1787077402510282
EZ1CJhJA7HVqbV3nLDsuB2pk9X5fjjLieBySe6fcSuYj,1,1,False,0,614015,0,0,1,0,1372113311,0,1,-1372113311,0,1,1372113311,10,1787077395015711
4UeoZ7ufmdLv5ZNpoYCX4Cnud9LuLpHJyyvZwRbpgGSW,9,8,False,0,566764,2704,2535,8,5,9674508344,3,1,3922745000,0,5,5947082256,10,1787077344764076
Dx1qqmSFoJ8Fko2xcUpYbQ95eYfzkKhqGxcrZVoFpump,189,184,True,0,564138,16413,4761,184,91,115119363430,17,7,12315946603,4796,27,19305754786,10,1787077342138999
4ddtVZbrQ1JivaA9rT9YxafyXwRbjYkXq7gfhPs8DQ4V,1,1,False,0,564121,0,0,1,1,25000001,1,0,25000001,0,1,25000001,10,1787077342121982
89RSsU93dKCLW2rnvexmzzVwwo8xkF41nT7VA1VWpump,8,7,False,0,528787,532,1431,7,4,5558455660,2,1,2154547543,500,3,2408915332,10,1787077304787732
65ZfvDHPXnZxUpGYxruAaMWRjus4i4eo6dGPd9Rppump,6,5,False,0,514921,54,1224,5,3,4056453169,3,1,2032560631,54,3,2032560631,10,1787077289921593
7GysKgQyT6nr4KhNM4J9cVQreTie45rLf9SKuxXSeDF7,7,6,False,0,509695,2704,2535,6,4,9654755261,4,1,4785640524,2704,5,5947082256,10,1787077283695018
B5CrrbdHp2rTxycmbwAy4tdLwxk2FeUFzsSoPer5pump,1,1,False,0,478471,0,0,1,0,103296321,0,1,-103296321,0,1,103296321,10,1787077250471105
H4oVAFf8Uor3G3rwuHMmACqaY1HMRVSeDg4zk8nzpump,1,1,False,0,454501,0,0,1,0,27346749,0,1,-27346749,0,1,27346749,10,1787077225501636
ADWtiF1roQR2LXkV7UB3pBRXuh5hCWfp6zF8tRvLStxo,7,6,False,0,452203,2704,2554,6,3,9595128306,2,1,4785640524,2704,3,5877946456,10,1787077223203697
24ciaAuJ9gYHFiBGo9umfXTLcnZv2DGZ29qW2uZWpump,22,19,True,0,448471,1988,1747,19,4,7069758903,4,3,3959467691,1988,4,3959467691,10,1787077218471561
8YBBhovjGX1EpZ6jJqKHamhqn3c6SBc2dmmGwX43pump,1,1,False,0,443884,0,0,1,0,29629628,0,1,-29629628,0,1,29629628,10,1787077212884611
4YQchgMod9WqHCVJmbduGr4vG5QrLXJqfrsTTmkapump,12,11,False,0,443810,1608,2429,11,5,9695686723,3,3,4280000000,1476,4,4477530863,10,1787077212810324
99Eqt9f1pDiBfaRQJUpxMcbLMHgyGtSLj5Nbgmj7HSzo,1,1,False,0,441054,0,0,1,0,200000000,0,1,-200000000,0,1,200000000,10,1787077210054368
3z1aun6tqmGGD75w23DLcQawy655xMgPJTgmRy2cpump,1,1,False,0,432839,0,0,1,0,740624999,0,1,-740624999,0,1,740624999,10,1787077201839475
GN8cnxehow6suzvczfM2ZzangFMRSxFQUL4Yt36gpump,2,1,False,0,427350,0,0,1,1,800125018,1,0,800125018,0,1,800125018,10,1787077195350679
J3BLJyPNMV1YHtqn81wUjTq4KsB3mFD8WKez44EJpump,2,1,False,0,425904,0,0,1,1,493827159,1,0,493827159,0,1,493827159,10,1787077192904630
FYocWZxfrGyqAXmLAatXws6zb56pbY2gZUa3KqVpQEk2,9,8,False,0,419209,2012,2104,8,5,7880283295,4,2,3825858486,2012,6,5002825143,10,1787077186209268
3NDr1uLVdeNQKpdHasDC3SpQb1A2w3QEQ9x9fwSNpump,2,1,True,0,413022,0,0,1,0,485587063,0,1,-485587063,0,1,485587063,10,1787077180022098
ETMYJeCNgm3HW63Z6fSz7Ks6U7KzVcrMWPdE1822pump,1,1,False,0,402593,0,0,1,0,89835746,0,1,-89835746,0,1,89835746,10,1787077168593967
HpQ7g272RNeDbeCfKEZrBdPJG6bTSHtBtsQddaoipump,1,1,False,0,395685,0,0,1,0,60280737,0,1,-60280737,0,1,60280737,10,1787077160685063
F1VET93pHMiaQbDQEefDfcAkGCQk3yTq7ihg5diCpump,1,1,False,0,395660,0,0,1,0,47058386,0,1,-47058386,0,1,47058386,10,1787077160660691
388MmbRP3mvHyiiNtL5mGcEN3cGrKibj8jUjvRo1yK9W,1,1,False,0,395614,0,0,1,0,885719491,0,1,-885719491,0,1,885719491,10,1787077160614547
3cRRwsW47pxYF2pbLKjGJhp1u2nBajfJLgTqeCaBpump,1,1,False,0,392248,0,0,1,0,16147257,0,1,-16147257,0,1,16147257,10,1787077156248769
4eo7RywxSifvBaorqKhr7JE5qYH4Ufc3BAX7NJEwoEuS,2,2,False,0,384238,0,190,2,0,745560518,0,1,-310606359,0,1,434954159,10,1787077148238519
kRSYfJiDDjbA5B6VtwweBG4RA8moGyTam6fGW5HvDja,9,9,False,0,377968,2026,0,9,9,4361802814,3,0,2130295948,664,3,2130295948,10,1787077140968799
oou2cQqU3kpWJ23BGMm4BuBbJ72nnEbrfHHioDzanxs,1,1,False,0,373248,0,0,1,0,85812282,0,1,-85812282,0,1,85812282,10,1787077136248613
4T1KogxQcpvNKRwr2zbsMbg6hxUp1XNCgPTZGTrBpump,1,1,False,0,371793,0,0,1,0,44754476,0,1,-44754476,0,1,44754476,10,1787077133793631
DnsP5EFLTVbFDhRpodTXXrHrW7Hz1LyQfNMgyHCFpump,2,2,False,0,369229,0,16,2,0,3001341621,0,2,-2976543179,0,2,3001341621,10,1787077131229674
Be3xxfigaYz4hVNzZ3KUyu26BhnQ6ABeGtx3YYLfrkSL,10,9,False,0,343383,2241,2161,9,5,8061098558,5,2,4147170651,2241,5,4147170651,10,1787077103383754
GyHaKaX8qYapyeXmUWYySnY3LZjuPe9B962VPbCipump,3,2,False,0,340628,1084,0,2,2,110857319,1,0,100015626,0,1,100015626,10,1787077100628018
AcRtEv1cj7HeegGqXo4AGkruMVaHgFbnTK1Ao8t6pump,56,30,True,0,340613,3921,7425,30,4,1049172724,2,2,120889442,1055,3,228902214,10,1787077100613561
468eVWi964Jy1SAFq1HJixr7erdTzTp9NKnKzKPYpump,1,1,False,0,338621,0,0,1,0,144304918,0,1,-144304918,0,1,144304918,10,1787077098621864
B9D5uDCxJmr9reRMoUdzvrS8sefwCDyQXGoTNNg3fgYw,2,2,False,0,309073,0,129,2,1,391111109,1,1,195555555,0,1,195555555,10,1787077067073986
2baicCwq8XaXZsni2jt9ofaBiNsCtFsjT5vHZUscpump,2,2,False,0,283432,0,994,2,1,240000001,1,1,120000001,0,1,120000001,10,1787077039432875
J4AUPKtYEqt5VHe8zWN72o7QzWt1wjVRyZxEbUDepump,6,5,False,0,272817,63,63,5,3,1095716200,2,2,900150647,0,2,900150647,10,1787077028817897
HNKCC9MRbADQZeud31YvyDapjjD1JENkwvEKSvvgpump,5,4,False,0,268896,472,0,4,3,956179658,2,0,493827159,129,3,706140592,10,1787077023896749
77oUtJndaiELNWWn7PD2cRtW4EMo3dsFFPmye75apump,1,1,False,0,262999,0,0,1,0,98765431,0,1,-98765431,0,1,98765431,10,1787077017999914
CEnCFYxux8H6gKUh6QMduyzAYxaPy3TQBZKy3hCVhoCQ,1,1,False,0,260566,0,0,1,0,41593564,0,1,-41593564,0,1,41593564,10,1787077015566437
61a3gXbmshsQFwBPpJZoe6SNzV4qm35ZCJxFtK4Jpump,1,1,False,0,253640,0,0,1,0,740624999,0,1,-740624999,0,1,740624999,10,1787077008640683
8aM5uquSuunJFo25zafzHr72AF4BTbWiz78rwYqpump,1,1,False,0,245663,0,0,1,1,314456620,1,0,314456620,0,1,314456620,10,1787076999663459
3S27EpFcXVMghvMxsBNKYsZ4sKug1pUsmY1fBXrBpump,1,1,False,0,244025,0,0,1,1,12813241,1,0,12813241,0,1,12813241,10,1787076997025113
FW4v33A3x7GTTDZBQxozWfPkxnJ3eowM3cye7uLNpump,1,1,False,0,241933,,0,1,0,0,0,1,0,,1,0,10,1787076994933369
Di1EMmx93SbFcWymKJAiW3h8PfSss7XbzDrH6Epgpump,1,1,False,0,241719,0,0,1,0,740624999,0,1,-740624999,0,1,740624999,10,1787076994719409
7VPDdPcjYp3h49sqMHtMtCppxqDhg8dDB1n5XLdppump,14,5,True,0,240468,1819,0,5,5,2979964672,3,0,2448504797,1159,4,2937393685,10,1787076993468615
34x9M7rcmv9ycDA8LdcX8cfmR7THWKPxX1zUxXX1pump,3,1,True,0,235336,0,0,1,0,220493920,0,1,-220493920,0,1,220493920,10,1787076988336740
7G5QwVrFkRu4QmDB3nAkqjxJFsBx9WYwm1eGBGmMpump,1,1,False,0,221566,0,0,1,1,491851851,1,0,491851851,0,1,491851851,10,1787076974566902
Au9ZAJ7nR3xtB9MXiUy57X4Z1x9RnyJGK5jkXMropump,9,6,True,0,211689,926,0,6,6,2235328764,2,0,1536918132,645,3,2025807020,10,1787076963689573
EoD9acf25KrHhJb7ime8nr3NyqDnf1stUMk3pyDZEmtS,11,9,True,0,209342,117,4896,9,5,26275879087,1,2,11851851851,1357,3,11998518517,10,1787076960342469
AssE3k56q7kSPZSSnrtxXpnDvDn4n5MuwCAhARVopump,8,7,False,0,209231,113,2692,7,4,11074593140,1,1,4938271604,499,2,4938271604,10,1787076960231170
BW7SPidghGfjYSCkVEGXTm2stHAhPLgm3sv9kVtBpump,4,3,True,0,205920,0,22,3,1,183221657,1,1,133109895,0,1,133109895,10,1787076956920968
BxaBbACnyDobzDzAGSDx6AwzoCexk4vx1SdpK6C5pump,1,1,False,0,198703,0,0,1,0,294007399,0,1,-294007399,0,1,294007399,10,1787076949703219
2wmaWULyFCsfSuBreB2z6Rvqqqqj2CfyamaVJjV6pump,1,1,False,0,193341,0,0,1,1,69701854,1,0,69701854,0,1,69701854,10,1787076943341810
7jJUtWKJziKAhF9WLmm8Sfni1Xcz82bsYiKPVEeqpump,2,1,True,0,188955,0,0,1,1,8948429,1,0,8948429,0,1,8948429,10,1787076937955256
DTv3pz8peeZkZdvoHxHvJ1JUhty6ts9SGvfC4kGzDnn8,3,3,False,0,188874,538,0,3,2,1892090002,1,0,985679011,0,2,1596415929,10,1787076937874263
FStDTDuGtYYBwVRZ18S6TYcoDiiEqVMiorrK89fqpump,1,1,False,0,170169,0,0,1,0,48888887,0,1,-48888887,0,1,48888887,10,1787076918169386
SndJGLp57MtRWUrDDhZGT2p4mxmMsV7eyDoQkgMpump,2,2,False,0,167573,0,859,2,0,2904866036,0,2,-1516587097,0,2,2904866036,10,1787076915573781
CDhGbKqXPEgh9PvwwwsVaPTJ7XwFh8Jpo7XzY6Zdpump,5,5,False,0,163184,1706,1732,5,3,6608978154,2,1,2962962961,1306,4,5588992994,10,1787076911184046
4guznapky4xswi8Qoc16HGf3k3hoFD7yEbKxEZyGpump,1,1,False,0,161754,0,0,1,0,5438561,0,1,-5438561,0,1,5438561,10,1787076908754179
HCnZgsFH45ZGR9irM6D5R2dTdFF2hcHBc9XeRXDcpump,1,1,False,0,158893,0,0,1,0,9876541,0,1,-9876541,0,1,9876541,10,1787076905893683
ByCuLLJYnaBXgDiQ7tpir9MDpNMtvDzjrQdf3JX1pump,78,33,True,0,156523,,0,33,5,0,2,2,0,,4,0,10,1787076903523423
V8pwrntDFeYXVDDSS3H5NygoudcHbToB8Q37mQFpump,2,1,True,0,146365,0,0,1,0,176446402,0,1,-176446402,0,1,176446402,10,1787076892365879
HQ9bG7FeTWVbFvKEvXonjHc5CJVjVFNXG8tveE9icyvZ,1,1,False,0,138466,0,0,1,1,147407406,1,0,147407406,0,1,147407406,10,1787076883466961
CpxmLWH1bN8Mddbj1WX583BoJrwAQTucvDFe6eBhpump,6,4,True,0,129978,180,4,4,3,2215056263,1,1,1783060921,0,2,1982989419,10,1787076873978195
5MHeqv63kDyREwMxGSbxG6w1tNR4jePekNMbP1NfNmca,1,1,False,0,127704,0,0,1,0,81846356,0,1,-81846356,0,1,81846356,10,1787076871704104
GtVFV7BQzhUtEeBW3Qr7pzw4hgw6xBhUGnKDPbWXpump,27,24,True,0,125900,215,4616,24,7,433238832,4,3,58202304,274,5,74065543,10,1787076869900846
PeBVYRsRQZAiUoSnBXXhX5E9HUgBZyDURWrerYcYgiz,12,2,True,0,117112,0,61,2,0,500044342,0,1,-150899032,0,1,349145310,10,1787076860112732
BrtFjxbryd56QRziBsN18qAcd9iRtrMuDZQF8DVH2ix4,11,10,False,0,110956,1,3753,10,4,16843156453,1,3,8000000000,499,4,8000987654,10,1787076852956403
BXrAJKpAcGJt2NACiXdt5wHwEi2KukWTAbgmjeKUpump,2,1,True,0,101123,0,0,1,0,72419657,0,1,-72419657,0,1,72419657,10,1787076843123845
EZG1FtAVKbvK7bFcUcvekGbx5MQyjzWQraEqJJeapump,8,6,True,0,81253,427,403,6,4,1926324177,3,1,646913577,228,4,1288888884,10,1787076822253485
9caYv4QJPXPNBG8ghnbLdXowyuVzfVkB8Y4a4umpump,1,1,False,0,72200,0,0,1,0,78715630,0,1,-78715630,0,1,78715630,10,1787076813200179
HYcZNR8fUdUFSAW2PmgivxuQU2avfUwX6XmeQKPepump,79,50,True,0,58197,10125,3318,50,23,70674669133,6,2,7171672062,1867,14,36520370531,10,1787076798197776
7De9qBYKGiqnJA3dU6Pv9sjZyvXecdZNfRK8dNtpump,1,1,False,0,55776,,0,1,0,0,0,1,0,,1,0,10,1787076795776241
CXt2iDWiovFYk4fTMnx5wEve98fQGfBgiqmfvVxHpump,7,4,True,0,51189,1083,0,4,4,2495937070,2,0,1410251089,49,2,1410251089,10,1787076791189570
AXF1HmVmXa2d7WJzANJpERtdTSegsw9kBHdgK3H1pump,1,1,False,0,49568,0,0,1,0,21405095,0,1,-21405095,0,1,21405095,10,1787076788568616
6pMDSx3dC9gAFgFyb19DgaBpdP2q1mv3w4Gj4sRn5n4X,7,2,True,0,46957,98,0,2,1,887291665,1,1,146666666,0,1,740624999,10,1787076785957575
4tDwumTUKbNMskmbYy31fTJ16a1Aeb9KszNWxsiNpump,25,6,True,0,41921,0,4278,6,1,29423906,1,1,8913563,0,1,8913563,10,1787076780921528
gRrXUqdki1PQ5UC7EP64v6wjUvEfftEN98VDHexpump,1,1,False,0,37706,0,0,1,1,196542,1,0,196542,0,1,196542,10,1787076776706717
43dbNPdxKfU3ZkJteR9U84dGGc4SkGcVDLjEzU3gpump,9,5,True,0,32860,0,149,5,0,292616336,0,1,-6258305,0,1,164217388,10,1787076770860729
8P3CGNvDiKnS2AeVq8UsYoKyNLRUg2Ym3RgZESpgpump,1,1,False,0,30813,0,0,1,0,100015619,0,1,-100015619,0,1,100015619,10,1787076768813863
BhK74qDZfCkrGQcCg2dDs7zzBHqfozanGWdCqaoFpump,1,1,False,0,28818,0,0,1,0,143291630,0,1,-143291630,0,1,143291630,10,1787076766818542
4abDctU61kwGd6DnTdBaoiMhqWigzKtzRnvvJSXjpump,1,1,False,0,25473,0,0,1,0,71339967,0,1,-71339967,0,1,71339967,10,1787076762473765
Vy4ubHnSteumfeo9wfTakoXgzuaARAu4JuQAuhFpump,2,2,False,0,25430,0,14,2,0,65393594,0,1,-23191720,0,1,42201874,10,1787076762430766
6GjaJ5K56DRhyv9P2x9piKPVywstfyj6wiqXTYxspump,154,98,True,0,24058,14691,1663,98,61,84850942370,7,3,11082226084,7719,12,21069257069,10,1787076761058765
3KmQM1KsU9s6GQtas4WqbpdinXnQJoviqP1zEh94pump,18,12,True,0,22113,3213,2459,12,7,14294817266,4,1,8770370368,3079,6,8968888885,10,1787076758113669
HxDaK1KV9z8thXN6qudgL9KY65X9zBsSZgekK6Hjpump,26,19,True,0,22042,,0,19,2,0,2,1,0,,2,0,10,1787076758042668
8NXGEqwWMNKxv4HuGyAB4tyuc6xDrb44TToRB2Ddpump,33,24,True,0,19603,702,1884,24,7,8700112736,3,6,990920717,367,10,4522172551,10,1787076755603301
HPympp8tJvsgGphbHy41MiB2R3eYezLgZoXRontGpump,21,6,True,0,19507,6,114,6,4,810003746,1,1,184023911,0,2,184023911,10,1787076755507302
HNsS8GcTpK77erjuHRMEXeE3aJ8zXhNywehLjfzDpump,27,25,True,0,18933,38642,8490,25,9,94384630066,9,4,47192315036,38642,11,51054464344,10,1787076753933559
2sgCEaV8PdZ4GTwYBLKPMABdmZvPrSPdpMhrdtT8pump,1,1,False,0,17814,0,0,1,0,105655948,0,1,-105655948,0,1,105655948,10,1787076752814768
6JrhJ1TqGga75G2iw8PzdXrJwqm7qunTjRAymsTipump,1,1,False,0,17733,0,0,1,0,1315695906,0,1,-1315695906,0,1,1315695906,10,1787076752733769
EzL6hy8z79dv674kGipoL8VnEokQ5931iMk6Hj2zcN15,3,2,True,0,17622,18,0,2,2,1068151663,1,0,985679011,0,1,985679011,10,1787076752622769
FX3KeFPPMcXB644Jg9rymb1Y1rs1aGD4CCGxxftqpump,1,1,False,0,17509,0,0,1,0,9376305,0,1,-9376305,0,1,9376305,10,1787076752509768
2chAqtRahMc2H4FbPsrBtjAYVNZzg9KTEfXRTeYSpump,1,1,False,0,17394,0,0,1,1,195555555,1,0,195555555,0,1,195555555,10,1787076752394767
5boMjDyxC7JFJNyJSpatdatWeFAjwHwSQfjcFT9jpump,5,5,False,0,15942,347,131,5,4,1337768931,3,1,818008003,347,4,1079130198,10,1787076750942013
Ht4jGHzj6ySM4EMvffNF4bY3iwKLvACETAyG5hwPpump,12,5,True,0,14909,266,18,5,4,502761173,2,1,371559000,0,2,371559000,10,1787076749909278
8SQ2kAo4oqmEwjgXgcLV8oib2Qo8w6KMhcLuAqhUpump,6,4,True,0,13667,0,257,4,0,966054772,0,1,-56607510,0,1,422168649,10,1787076748667756
mbsUkVJNN3n1docGZZxRAA2vT67j4b3i3Uv6g7dpump,2,2,False,0,13032,0,1,2,1,1824289,1,1,912145,0,2,1824289,10,1787076747032946
9ofSHjkKaBxkbZ6WtXPfrtTWZ739sMdtpSk3pdW4pump,2,1,True,0,11477,0,0,1,0,1051577034,0,1,-1051577034,0,1,1051577034,10,1787076745477206
J4xP2GWnTcXEPkDsumSbjU2sxaDYD7mebqxvxYicpump,13,12,False,0,11184,3987,2838,12,6,12170763650,6,3,6500130797,3987,11,10191952950,10,1787076744184625
AKgLZJ7ZKtSZJbHUTcsqGjNCeU5hdkahUbk8ZxBLpump,8,3,True,0,11135,510,502,3,1,51795718,1,1,21672747,0,1,21672747,10,1787076744135624
AmU1A4AHMXYZgo7oBWFKUNVFdD1RRL71DG44JhoApump,37,12,True,0,9908,954,5597,12,1,3864874844,1,1,524813471,0,1,649240037,10,1787076742908875
CHnFDNY7yjALt3UswGt4z7r4JaJ47v7nzXjJgrgbpump,1,1,False,0,9817,0,0,1,1,61662364,1,0,61662364,0,1,61662364,10,1787076742817880
DR5stLQ1REsfUmNxB6882NEmJuXVFLVad2Jetnw6pump,16,16,False,0,8566,,0,16,3,0,1,1,0,,3,0,10,1787076741566361
5H3yawFnDbCr9yGXtbp6SL7tQRKXQCQEBDki8XjCpump,31,24,True,0,8485,0,4002,24,1,13836464156,1,7,6587653,0,9,6648513753,10,1787076741485363
51XG8a5nVP1C6ussXiS5uhCN62qLfzQhpcxqZ1Bxpump,1,1,False,0,8426,,0,1,0,0,0,1,0,,1,0,10,1787076741426362
bqxeDEw8MtMvAra5RmfcMD7Nqz7vt18ZPzCHfxVpump,29,19,True,0,7154,1975,1748,19,7,10002986883,4,3,3959334443,1975,9,3959334443,10,1787076740154423
K5fvUGDgUJTCivcLbKyy7L7Msmd8x7rDYQkwUQfpump,7,2,True,0,7038,1,0,2,1,115010654,1,1,2000001,0,1,113010653,10,1787076740038422
5faGDXwbiBq5miEMyuv79tXd8oFMgpAFMXGA7Xexpump,22,12,True,0,6821,761,464,12,8,12587149110,2,1,3255023681,443,4,7872386954,10,1787076739821676
2UdWPq4SvnFrUJtcmdiHt54JbYTMkavd446LZdHDpump,8,3,True,0,6559,1656,3036,3,1,79517588,1,1,20214455,0,1,43196943,10,1787076738559451
FHhPcCkRZRbyaKQn6uN1Uf5jYadvnFzohGxjWmSHpump,25,13,True,0,6467,266,657,13,8,8139276431,2,3,987555556,139,4,4666081440,10,1787076738467446
6L23brf3xkaSsD5mpG49rkdYWpUF7Pb2pujhqJcLpump,18,2,True,0,5243,0,268,2,1,797185076,1,1,255533889,0,1,541651187,10,1787076737243715
4MSpPMLsCDGjo161D1BpnxDEtr1wTHNMiHSrev9upump,1,1,False,0,5035,0,0,1,0,28452538,0,1,-28452538,0,1,28452538,10,1787076737035198
Dipy9KTCX53GEjRpPxh3dn6Y6tcN7mrf3vL3To6Qpump,2,2,False,0,3823,0,1,2,1,2224451,1,1,1112226,0,2,2224451,10,1787076735823607
DQxaq3uzLZifBuKwyN33zZFqEgVe5A13Rtzm1SAFpump,8,3,True,0,4615,0,3544,3,1,130236457,1,1,35967115,0,1,54840631,10,1787076735615608
2VLVnUfyU4UNvbZCZUfVRLGJKQRJS9UQ5mRSswwgpump,30,12,True,0,4559,971,564,12,8,5045730608,1,1,1975308641,0,2,1975308641,10,1787076735559613
6VQxvirCSMXkidzYPaH8hheoujCx3qAwidbNe685pump,7,7,False,0,4541,7251,2616,7,1,397521081,1,1,48594226,0,2,193138314,10,1787076735541611
ukWSz1Bx9ZPeQCU5UcFmP1nuVuDw1YRXNkxEphRmHj4,1,1,False,0,4521,0,0,1,0,671604937,0,1,-671604937,0,1,671604937,10,1787076735521612
J9F3kEV4o3MNMDZ941k1pMv6dizd1LisSVj9uRGPpump,81,50,True,0,4480,811,2525,50,23,18595917444,4,6,3387333456,1158,11,4518043009,10,1787076735480607
DrkPf7FREMSJT3BubbLWzgr6eYZozXeQpdEKugBHpump,24,2,True,0,3205,0,2,2,1,31841235,1,1,20702970,0,1,20702970,10,1787076734205874
GDFGRFA98nsJYD9SYyWuk4YDXV73ffP211JKFRVZpump,39,17,True,0,3153,603,855,17,9,4310571111,2,2,987654320,143,4,987654320,10,1787076734153361
EVvmWSviacYbdi2HmywGMcsL72b3dps5JjXiduR3pump,81,46,True,0,2912,2174,7058,46,5,405338709,2,3,16317951,4137,6,67099561,10,1787076733912823
7qsyyPBvvVGayoNibVcaqNu5ePpg9ftxQUUxCpRKpump,39,16,True,0,2893,0,8045,16,2,709835216,1,1,79012344,0,3,191111260,10,1787076733893819
A1qj4xebzHwjM4gz9LqLGYWLkXyRJdZX6kEQqCCbpump,2,2,False,0,1797,127,0,2,1,205557290,1,1,196543209,0,2,205557290,10,1787076732797823
KjzjkuZ8r6BBkQBPNsgSGsmxppwFmPbrgWcnGpnpump,58,32,True,0,1649,12031,9023,32,9,1644248182,2,2,128317116,2039,4,488125161,10,1787076732649822
Fusiy3cT5ZTVkmFZyTQ1kLFDZ8otdcB8C4R1S8pC1S7L,19,18,True,0,1484,7759,6199,18,3,3384243310,2,3,537525421,2709,6,2220808719,10,1787076732484044
6nZgBu1Un7t9VcLkKN5PNMXSxEhYFLDsAwL6JeF1pump,1,1,False,0,2446,0,0,1,0,1044127,0,1,-1044127,0,1,1044127,10,1787076732446047
49bo69QPveB1wCWWgUQYfkMr299VZmTtctGfimuVTuUY,46,23,True,0,2365,132,3446,23,12,13304776935,4,5,2946050516,1661,5,7543557849,10,1787076732365043
5w2zL6fRKxxfBNu2nYC7EUFyeKreAYH9sWcJY1Bxpump,71,31,True,0,2356,,0,31,2,0,2,3,0,,5,0,10,1787076732356042
24qYt9vrVyp6T2EueAURGymF9MrpnDH6ceedMi9dpump,147,37,True,0,2349,21005,5743,37,6,2161555759,2,2,321596686,2712,6,437407101,10,1787076732349042
8Ra4Rbqfn3dDSzvVBWV9Qbxh95AzCNvJ3QPxLAAYF5yf,19,12,True,0,2291,305,993,12,3,2912293965,1,2,493827159,0,3,1698407017,10,1787076732291048
99vYtpjVMtRN2P6fKykci6ehtWnKM61ZcBLmbbV1pump,1,1,False,0,1230,0,0,1,0,14512845,0,1,-14512845,0,1,14512845,10,1787076731230011
