mint,parameter_set_id,time_segment,first_tradable_observed_at_us,first_tradable_event_at_us,gap_event_count,market_events_available,market_events_processed,transition_count,response_failed_new_low_count,furthest_setup_stage,final_classification,last_reason,clock_expired,impulse_age_ms,impulse_return_bps,impulse_trade_count,impulse_unique_buyers,impulse_3s_buys,impulse_3s_net_flow_lamports,impulse_peak_age_ms,impulse_peak_return_bps,pullback_active_age_ms,impulse_to_pullback_ms,pullback_depth_at_activation_bps,deepest_pullback_depth_bps,pullback_low_age_ms,pullback_low_depth_at_response_bps,response_age_ms,pullback_to_response_ms,response_rebound_bps,response_window_buys,response_window_sells,response_window_net_flow_lamports,response_window_price_change_bps,response_10s_buys,response_10s_sells,response_10s_net_flow_lamports,candidate_age_ms,response_to_candidate_ms,candidate_return_from_t0_bps,candidate_drawdown_from_high_bps,reclaim_extension_bps,runaway_reject_age_ms
24qjbbQ6Z28bVVFChRt8PfRQi36Q5w8kpRAhzDT2pump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787078016873189,1787078017000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D3CZDkRhK578EYZ4sXuGQT5SiPTcjRbWTHFtLcfLpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077664760086,1787076794000000,0,8,8,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,13,513,2,2,2,1683851849,23494,5392,,,,,,,,,,,,,,,,,,,,,,
2F6EXXSJPWmFcT5WZMgMwtVwPEzyoeqELLBeGkt19yaq,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077638274675,1787076793000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FHNAWXNnVyhCRkMaxyeVKTHrvJD9TEQkdz54uzXyH5Ui,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077635875727,1787076793000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8tMnE8SMA86oVnwF7mfQzKgkrMb9B4fH6bYwT81bpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077603665235,1787076792000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ErxeYzaKJbD48uf1Hp3bN97PUh5SpsyTHpTGUujypump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077596525624,1787076791000000,0,4,4,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CQNpNCHbmEUhmTB7xsYgRmGKWpj4LB3CU1EnEs6upump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077580358260,1787076791000000,0,84,14,7,0,CANDIDATE_SIGNAL,CANDIDATE_SIGNAL,RECLAIM_CONFIRMED,False,8,721,2,2,2,6240000000,9015,4433,27870,27862,1003,1003,27870,1003,30380,2510,1621,2,1,2339035352,1621,2,1,2339035352,30381,1,6255,0,772,
D7LhFQJt24gVM1QTKGS25tSrgXgsZAq57StpkZdupump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077580251849,1787076791000000,0,7,7,5,0,PULLBACK_ACTIVE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,6,1650,2,2,2,4938271603,58,1962,51036,51030,1089,1089,51036,,,,,,,,,,,,,,,,,
8SxVsvd3CS8GheiCWDQgg9oK8jPimufvy8PMjpcbpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077556067613,1787076790000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7TGno7LGF4mJHT1mvBMsthaEmavcKM5H8ojXCVcJpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077509428195,1787076788000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AxFT1YGrrf4NKb7eg99iW3vMhWQMEamk2DJLKGYnpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077483405654,1787076786000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8pGvyeMVv9kwGN265xrmUiJ5bFRTbyxPDfP3ELnJpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077469771867,1787076785000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68zfuMUEqq4A7mdDqoQQvTsUn6zLvYQkafw787K2FBze,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077462288248,1787076785000000,0,22,22,7,0,WAITING_FOR_RECLAIM,EXPIRED,ENTRY_WINDOW_EXPIRED,True,8,1014,2,2,2,7703703702,21085,2398,25404,25396,1015,4342,96287,4342,103375,77971,1454,1,0,69135801,0,3,2,-387893165,,,,,,
FLp9ohj7Lye6JpoB5FLdoETAKHdHDZm5Vk7ZAxYRpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077459906458,1787076785000000,0,4,4,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ULnHREJdBvzYjesUhm46A6EfwmMj1yMPuoEJYVDBpkZ,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077457326750,1787076784000000,0,12,12,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,109,1759,5,5,5,3466740832,2572,1817,,,,,,,,,,,,,,,,,,,,,,
5RKCoUbp5HKPJR49svNs53emqU2ffWmvA53ceWs6pump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077452669996,1787076784000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6sCLdjJp1BGy5DmMLkFYCv6Aeu82Y9iqSNhNwfWKpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077447297487,1787076784000000,0,8,8,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,2409,520,5,5,5,790123452,2409,520,,,,,,,,,,,,,,,,,,,,,,
CnanqtomBVJnT1MXAhoQLE1NuAdhpFqyd9r2DyDzpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077436683872,1787076783000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2GeLRyHhF7pWHQZVMrrB8RQJ6skNbkNxToh1ipzKpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077410132685,1787076782000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B6FgnQMU4VZKrC3fxVJfQ9MbaUBBn6XCsXg4mRUFpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077402510282,1787076781000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EZ1CJhJA7HVqbV3nLDsuB2pk9X5fjjLieBySe6fcSuYj,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077395015711,1787076781000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4UeoZ7ufmdLv5ZNpoYCX4Cnud9LuLpHJyyvZwRbpgGSW,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077344764076,1787076778000000,0,9,9,6,0,WAITING_FOR_RESPONSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,4428,2704,2,2,1,3922745000,4428,2704,70095,65667,2535,2535,70095,,,,,,,,,,,,,,,,,
Dx1qqmSFoJ8Fko2xcUpYbQ95eYfzkKhqGxcrZVoFpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077342138999,1787076778000000,0,189,21,9,1,CANDIDATE_SIGNAL,CANDIDATE_SIGNAL,RECLAIM_CONFIRMED,False,3,1023,3,3,3,6747000000,2512,4617,9804,9801,2016,2044,17281,2016,14512,4708,1349,1,0,1481481480,0,3,2,-2035269757,22057,7545,2613,-1371,234,
4ddtVZbrQ1JivaA9rT9YxafyXwRbjYkXq7gfhPs8DQ4V,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077342121982,1787076778000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89RSsU93dKCLW2rnvexmzzVwwo8xkF41nT7VA1VWpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077304787732,1787076776000000,0,8,8,6,0,WAITING_FOR_RESPONSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,8170,532,3,3,1,254367789,8170,532,160308,152138,1431,1431,160308,,,,,,,,,,,,,,,,,
65ZfvDHPXnZxUpGYxruAaMWRjus4i4eo6dGPd9Rppump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077289921593,1787076775000000,0,6,6,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7GysKgQyT6nr4KhNM4J9cVQreTie45rLf9SKuxXSeDF7,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077283695018,1787076774000000,0,7,7,5,0,PULLBACK_ACTIVE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,62,2704,2,2,2,4785640524,62,2704,35394,35332,2535,2535,35394,,,,,,,,,,,,,,,,,
B5CrrbdHp2rTxycmbwAy4tdLwxk2FeUFzsSoPer5pump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077250471105,1787076772000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H4oVAFf8Uor3G3rwuHMmACqaY1HMRVSeDg4zk8nzpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077225501636,1787076771000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADWtiF1roQR2LXkV7UB3pBRXuh5hCWfp6zF8tRvLStxo,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077223203697,1787076771000000,0,7,7,6,0,WAITING_FOR_RESPONSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,2291,2704,2,2,2,4785640524,2291,2704,31867,29576,1665,2554,241841,,,,,,,,,,,,,,,,,
24ciaAuJ9gYHFiBGo9umfXTLcnZv2DGZ29qW2uZWpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077218471561,1787076770000000,0,22,19,6,0,WAITING_FOR_RESPONSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,3,642,2,2,2,1996376184,2237,1988,128345,128342,1071,1747,174040,,,,,,,,,,,,,,,,,
8YBBhovjGX1EpZ6jJqKHamhqn3c6SBc2dmmGwX43pump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077212884611,1787076769000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4YQchgMod9WqHCVJmbduGr4vG5QrLXJqfrsTTmkapump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077212810324,1787076769000000,0,12,12,6,0,WAITING_FOR_RESPONSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,11,719,2,2,2,3130000000,5622,1608,256924,256913,1252,2429,256950,,,,,,,,,,,,,,,,,
99Eqt9f1pDiBfaRQJUpxMcbLMHgyGtSLj5Nbgmj7HSzo,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077210054368,1787076769000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3z1aun6tqmGGD75w23DLcQawy655xMgPJTgmRy2cpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077201839475,1787076769000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GN8cnxehow6suzvczfM2ZzangFMRSxFQUL4Yt36gpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077195350679,1787076768000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J3BLJyPNMV1YHtqn81wUjTq4KsB3mFD8WKez44EJpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077192904630,1787076767000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FYocWZxfrGyqAXmLAatXws6zb56pbY2gZUa3KqVpQEk2,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077186209268,1787076767000000,0,9,9,5,0,PULLBACK_ACTIVE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,98,2012,2,2,2,3825858486,98,2012,32238,32140,2104,2104,32238,,,,,,,,,,,,,,,,,
3NDr1uLVdeNQKpdHasDC3SpQb1A2w3QEQ9x9fwSNpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077180022098,1787076767000000,0,2,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ETMYJeCNgm3HW63Z6fSz7Ks6U7KzVcrMWPdE1822pump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077168593967,1787076766000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HpQ7g272RNeDbeCfKEZrBdPJG6bTSHtBtsQddaoipump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077160685063,1787076765000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F1VET93pHMiaQbDQEefDfcAkGCQk3yTq7ihg5diCpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077160660691,1787076765000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388MmbRP3mvHyiiNtL5mGcEN3cGrKibj8jUjvRo1yK9W,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077160614547,1787076765000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cRRwsW47pxYF2pbLKjGJhp1u2nBajfJLgTqeCaBpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077156248769,1787076764000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4eo7RywxSifvBaorqKhr7JE5qYH4Ufc3BAX7NJEwoEuS,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077148238519,1787076764000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kRSYfJiDDjbA5B6VtwweBG4RA8moGyTam6fGW5HvDja,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077140968799,1787076763000000,0,9,9,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,105,576,2,2,2,1981178800,127894,2026,,,,,,,,,,,,,,,,,,,,,,
oou2cQqU3kpWJ23BGMm4BuBbJ72nnEbrfHHioDzanxs,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077136248613,1787076763000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4T1KogxQcpvNKRwr2zbsMbg6hxUp1XNCgPTZGTrBpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077133793631,1787076762000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DnsP5EFLTVbFDhRpodTXXrHrW7Hz1LyQfNMgyHCFpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077131229674,1787076762000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Be3xxfigaYz4hVNzZ3KUyu26BhnQ6ABeGtx3YYLfrkSL,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077103383754,1787076760000000,0,10,10,5,0,PULLBACK_ACTIVE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,187,2188,4,4,4,4073096578,2533,2241,47269,47082,2161,2161,47269,,,,,,,,,,,,,,,,,
GyHaKaX8qYapyeXmUWYySnY3LZjuPe9B962VPbCipump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077100628018,1787076760000000,0,3,3,3,0,IMPULSE_CONFIRMED,EXPIRED,ENTRY_WINDOW_EXPIRED,True,81849,1084,2,2,1,10841693,81849,1084,,,,,,,,,,,,,,,,,,,,,,
AcRtEv1cj7HeegGqXo4AGkruMVaHgFbnTK1Ao8t6pump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077100613561,1787076760000000,0,56,15,9,1,CANDIDATE_SIGNAL,CANDIDATE_SIGNAL,RECLAIM_CONFIRMED,False,10259,1148,2,2,1,6889076,20931,3578,28002,17743,1344,6284,117887,2437,65289,37287,3557,1,0,21918988,0,1,1,9962459,154445,89156,-3134,-5068,3111,
468eVWi964Jy1SAFq1HJixr7erdTzTp9NKnKzKPYpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077098621864,1787076760000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B9D5uDCxJmr9reRMoUdzvrS8sefwCDyQXGoTNNg3fgYw,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077067073986,1787076758000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2baicCwq8XaXZsni2jt9ofaBiNsCtFsjT5vHZUscpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077039432875,1787076756000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J4AUPKtYEqt5VHe8zWN72o7QzWt1wjVRyZxEbUDepump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077028817897,1787076756000000,0,6,6,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HNKCC9MRbADQZeud31YvyDapjjD1JENkwvEKSvvgpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077023896749,1787076755000000,0,5,5,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77oUtJndaiELNWWn7PD2cRtW4EMo3dsFFPmye75apump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077017999914,1787076755000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CEnCFYxux8H6gKUh6QMduyzAYxaPy3TQBZKy3hCVhoCQ,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077015566437,1787076755000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61a3gXbmshsQFwBPpJZoe6SNzV4qm35ZCJxFtK4Jpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787077008640683,1787076755000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8aM5uquSuunJFo25zafzHr72AF4BTbWiz78rwYqpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076999663459,1787076754000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3S27EpFcXVMghvMxsBNKYsZ4sKug1pUsmY1fBXrBpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076997025113,1787076753000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FW4v33A3x7GTTDZBQxozWfPkxnJ3eowM3cye7uLNpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076994933369,1787076753000000,0,1,1,1,0,DISCOVERED,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Di1EMmx93SbFcWymKJAiW3h8PfSss7XbzDrH6Epgpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076994719409,1787076753000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7VPDdPcjYp3h49sqMHtMtCppxqDhg8dDB1n5XLdppump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076993468615,1787076753000000,0,14,5,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,296483,592,3,3,2,982716048,299200,1819,,,,,,,,,,,,,,,,,,,,,,
34x9M7rcmv9ycDA8LdcX8cfmR7THWKPxX1zUxXX1pump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076988336740,1787076753000000,0,3,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7G5QwVrFkRu4QmDB3nAkqjxJFsBx9WYwm1eGBGmMpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076974566902,1787076753000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Au9ZAJ7nR3xtB9MXiUy57X4Z1x9RnyJGK5jkXMropump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076963689573,1787076752000000,0,9,6,4,0,WAITING_FOR_PULLBACK,EXPIRED,ENTRY_WINDOW_EXPIRED,True,5933,812,3,3,2,1536918132,31099,926,,,,,,,,,,,,,,,,,,,,,,
EoD9acf25KrHhJb7ime8nr3NyqDnf1stUMk3pyDZEmtS,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076960342469,1787076751000000,0,11,10,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AssE3k56q7kSPZSSnrtxXpnDvDn4n5MuwCAhARVopump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076960231170,1787076751000000,0,8,8,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BW7SPidghGfjYSCkVEGXTm2stHAhPLgm3sv9kVtBpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076956920968,1787076751000000,0,4,3,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BxaBbACnyDobzDzAGSDx6AwzoCexk4vx1SdpK6C5pump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076949703219,1787076751000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2wmaWULyFCsfSuBreB2z6Rvqqqqj2CfyamaVJjV6pump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076943341810,1787076750000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7jJUtWKJziKAhF9WLmm8Sfni1Xcz82bsYiKPVEeqpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076937955256,1787076749000000,0,2,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DTv3pz8peeZkZdvoHxHvJ1JUhty6ts9SGvfC4kGzDnn8,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076937874263,1787076749000000,0,3,3,3,0,IMPULSE_CONFIRMED,EXPIRED,ENTRY_WINDOW_EXPIRED,True,183382,538,3,2,1,295674073,183382,538,,,,,,,,,,,,,,,,,,,,,,
FStDTDuGtYYBwVRZ18S6TYcoDiiEqVMiorrK89fqpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076918169386,1787076748000000,0,1,1,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SndJGLp57MtRWUrDDhZGT2p4mxmMsV7eyDoQkgMpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076915573781,1787076748000000,0,2,2,2,0,WAITING_FOR_IMPULSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDhGbKqXPEgh9PvwwwsVaPTJ7XwFh8Jpo7XzY6Zdpump,FP1-RESEARCH-PROBE-LOOSE-0001,10,1787076911184046,1787076748000000,0,5,5,6,0,WAITING_FOR_RESPONSE,EXPIRED,ENTRY_WINDOW_EXPIRED,True,2014,1306,2,2,2,2962962961,4365,1706,7075,5061,1173,1732,29806,,,,,,,,,,,,,,,,,
