policy_id,policy_fingerprint,family,timeout_origin,timeout_ms,timeout_seconds,tp_bps,sl_bps,trailing_activation_bps,trailing_giveback_bps
TP25_SL15_T15S,7ec8caa09070c304a1e33d444454488e701d042c84898289a7f53ff5c4e33ea4,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,2500,1500,,
TP25_SL15_T30S,186a589e3835583a7a8269ba68f45a154ef4536f1222c6d02516b5d046a66b79,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,2500,1500,,
TP25_SL15_T60S,e8bcbae66674caada5c58ea976399bd0df2eea319bca0aebd63f4aa78f104d17,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,2500,1500,,
TP25_SL15_T120S,7456c70237c96b4eeaa87cc893a2052a9de2a4a13f98dcad62d18b66db8e895b,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,2500,1500,,
TP25_SL20_T15S,5fb592fe0d294250abb0f1147c9b468232689aac000ea43215d2c44da3eaaeda,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,2500,2000,,
TP25_SL20_T30S,7d2ed81d41aef9925112446864690cd371eec484346bfbb18b37b8fc0bb8aa94,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,2500,2000,,
TP25_SL20_T60S,fccd4fa31cab45515d1fc89a6002d59417b23a492f1f6d5771d4bbfca66377d6,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,2500,2000,,
TP25_SL20_T120S,02326822a112d10e4da33e030770611bef5ad2f1702b0a43fc855e9a94026f4e,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,2500,2000,,
TP25_SL25_T15S,5a9e1c1c1815e4a14bc2aadf54193971e5e8f7aad4ed7697150659a0edfc2112,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,2500,2500,,
TP25_SL25_T30S,73e1ec6bb4678f1db90bd7dbe1f0719f0fd9ade0f538151298e6f9ccd2e3852e,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,2500,2500,,
TP25_SL25_T60S,6eaec2bca96d075197c31a5632878b79a82a3283b3a7fd743efbac7e31065321,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,2500,2500,,
TP25_SL25_T120S,c3f23a334530a8be3b66fe7a82bfe740869753f7e69a94900db8e5f3021bfe8d,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,2500,2500,,
TP25_SL30_T15S,a8ce8a2fb1142728fff6d598e88c02d9183ba47b59c594a458d1416e93813fb8,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,2500,3000,,
TP25_SL30_T30S,bfc23b55c6f353918fc2c0f257a11b5b79e67014b14deaac9533fbbaff047afa,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,2500,3000,,
TP25_SL30_T60S,03cd741db51e66b6d60e2faeee81b89e07f6c3113dbed58ad561a5f234999896,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,2500,3000,,
TP25_SL30_T120S,42ec30467e65c31f5e2f8ce44b20757aa481cb6c6b73a8d79778438aa5c376a1,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,2500,3000,,
TP25_SL40_T15S,3242cd6d360f003c3cbf389585a14b3aa044aa1a68043516191c238f11ef911d,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,2500,4000,,
TP25_SL40_T30S,c25bbdf33d388c8e247200de8aed232e4130e2631f346c2e85eb424a9edb8139,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,2500,4000,,
TP25_SL40_T60S,456e7244272c8d6eea4bc15fec23d5e8bc7bd2f0edc4a9caacb421af88c8a08a,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,2500,4000,,
TP25_SL40_T120S,b7c6f962c73e574f76c78318553d36969bf9ff5d8f6e501fbcfb7b15cc573c83,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,2500,4000,,
TP30_SL10_T15S,da6bbf96999cf2268f224029ae235b5814211ae37c4227aa8646c4a4190a0e90,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,3000,1000,,
TP30_SL10_T30S,6a3ecbc0af04d7db2a453eb827ab817d49b707361f4ad99f09d6f02cdf5835b1,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,3000,1000,,
TP30_SL10_T60S,50561eb8c2b6d7724dc532c488934ca2297d0a67dcb661796f8908c24e4069cf,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,3000,1000,,
TP30_SL10_T120S,87a5125e859ffed35e7c377c1e41189d3aa3adc002ceac9a20d8f7fcf7c665e5,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,3000,1000,,
TP30_SL15_T15S,e2e835692e57f78c6c15fea1912e25bcf00ca615aa7f3b950184037fb0171979,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,3000,1500,,
TP30_SL15_T30S,ffc5f0073daaee27c1301be34ff1c4a350376d377911c7b4309e512f0150a45d,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,3000,1500,,
TP30_SL15_T60S,0f587e4bc0136f7681b9ecdd2ed019692adc559bcb27c6d67176eb740b2bf96f,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,3000,1500,,
TP30_SL15_T120S,25863a176b32d6e66e6a4e366c6d5ce978a52874d85aa2c73dcf9a58f9ad1509,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,3000,1500,,
TP30_SL20_T15S,ef255325f52112f42816b30801b87a4b0b5b00392254defa81bf5aefbe733957,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,3000,2000,,
TP30_SL20_T30S,6ee26dade3f06cd152329b7829c9a1f966f24d4951f220fc63c61fc726004a51,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,3000,2000,,
TP30_SL20_T60S,d892b2bf9afcbe0815411e40242dcbe67803f7a87db503c1516cc810343c3ef5,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,3000,2000,,
TP30_SL20_T120S,97b9152149a1f8016facd69dd1a0d813c0b60d715b9d8b607fb55aeb22b71556,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,3000,2000,,
TP30_SL25_T15S,86f51cf1f7bab87f1a5f1ae85d8904d8df9d962364084877211d7f8e9edb39fb,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,3000,2500,,
TP30_SL25_T30S,f04193bd60f0df5660528b4a11a92559c7b56cd4f5d4bfeae9352cf10232f64b,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,3000,2500,,
TP30_SL25_T60S,70be69349e9cf1aa5b391ac868334db9461a4cdd85f3ef0dc2b4020ae13f0a31,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,3000,2500,,
TP30_SL25_T120S,043e8d8fc476a2ceb692617b9425e894e039c050f787c78e5e50705abb35d45b,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,3000,2500,,
TP30_SL30_T15S,4fb316e4b3232600ceed16d42d51280f6a39bc60235809814e7c72775bf77bf6,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,3000,3000,,
TP30_SL30_T30S,e7db78d3d27043045542f111ed91278d11abaaca3716e00836120265d279e20b,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,3000,3000,,
TP30_SL30_T60S,ba79a16ab00009e5b7392dd6d6688f9e4702f151b5ac0c911d7a596ab0993164,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,3000,3000,,
TP30_SL30_T120S,c42f52d6985a10082cc1de1b5a1d642d8d5239a43259d7d0fe97e7a805705f2f,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,3000,3000,,
TP30_SL40_T15S,53a86b194561b74cf3542d26f1bb4f4a605f145f3c0235eae7d0673a92d5c0fd,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,3000,4000,,
TP30_SL40_T30S,781970fb944a6ff5bef8c6a0475754b81f013da5f114c3935757a9c2b9bc59f6,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,3000,4000,,
TP30_SL40_T60S,45c0711bb279c6cde1e0b544af9d300f97eac7ffe888e63a84ebfa018c7a1dda,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,3000,4000,,
TP30_SL40_T120S,e839820762d1e3002e1f66ed65295f8af9498d929178b13cd792267a88909ca1,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,3000,4000,,
TP40_SL10_T15S,527573652954633b137df87e9204266cd080c3d79e311b408a7b3b45cf8176b4,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,4000,1000,,
TP40_SL10_T30S,7689929660250d6a55a07c11512e28f0ff0709df78e4f6e595274b48569cf306,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,4000,1000,,
TP40_SL10_T60S,c1c84a959e80aa27d13d96a32fc5a970017ba01aba2751756d483cff8b7e6c97,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,4000,1000,,
TP40_SL10_T120S,037ac85d5cbaf882dbfc5135cd423b082c0eb87727214dd941d146c9f36971fa,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,4000,1000,,
TP40_SL15_T15S,c196b18b0d9c8b5e0949771be563f9f57f91b67a9a27dda87ec9d7c21496e4f4,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,4000,1500,,
TP40_SL15_T30S,6082607f340bb49f9db00709450ea4c067acbbff38b2202d75ba0ea487f35659,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,4000,1500,,
TP40_SL15_T60S,7fd873c826de92e965559f04dc7f923e22cc80e4d2cbe9f1042e57342114a16d,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,4000,1500,,
TP40_SL15_T120S,700ca56c9900c504809a7cc93228567d68a9280c9da03064cd8a2cb76d88ec6f,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,4000,1500,,
TP40_SL20_T15S,77c91b0b51a824025ce8ab6117de411e978e45db406bb3f325c0771e63c29903,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,4000,2000,,
TP40_SL20_T30S,9fadc77f4bbf65b390fabecc4d1f998ab48f053dcf0e7e8b73b23efc2ab229f4,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,4000,2000,,
TP40_SL20_T60S,7b001646fb729a491e015126f0f81f4aa857d52d6b1003f7d0b68f5d85767c2a,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,4000,2000,,
TP40_SL20_T120S,604b46b0beca4bf8528c76251ab5d61c9d10209cdb0243da829728a4f3458180,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,4000,2000,,
TP40_SL25_T15S,7a83afbe456dbf4b190b7894c76cf51a3e1dd5a0f69fba059257e42cc56a67e6,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,4000,2500,,
TP40_SL25_T30S,1e223acfe2132fc7355f86c06f2a06b3b5a5f58f2de27a838f86f746450332ad,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,4000,2500,,
TP40_SL25_T60S,21d9df0d4a508d6a399097a06e729092d258d0a34b0a7386c58aa0334a89c09b,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,4000,2500,,
TP40_SL25_T120S,3d234744d99c59acd2d0e84dfae779298e08e85fcb800ae2e91ec17402dd1ea7,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,4000,2500,,
TP40_SL30_T15S,4ff7da05c9e75bbf04e20309dcac818750473f7c37c74c3ec3f8bbe2314efb6f,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,4000,3000,,
TP40_SL30_T30S,47a69940e8e5018236bc1e4928367998831b3bbf3befa6d155c3636c72ba7acf,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,4000,3000,,
TP40_SL30_T60S,175d2acebb0c400a7943f665bbb7eb9cecdfede7312f0474256f4b4f46b427b9,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,4000,3000,,
TP40_SL30_T120S,64a2baac2ef21b9e93e4056a3b4bb792c2a605b6380138cfdc1df71b799ee7b3,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,4000,3000,,
TP40_SL40_T15S,061fc625bff747b64e3a2d4a57774f6512266acb96a17e90f1834720cb544181,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,4000,4000,,
TP40_SL40_T30S,f688fb1d8bb2073a366c4e43a00de87915202a3da49c17f7a7ca6a6b80563b80,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,4000,4000,,
TP40_SL40_T60S,ad6435df29f771792b26f391e5a02bfeb4a9332ba11f53c66c33f515f8dc7d7a,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,4000,4000,,
TP40_SL40_T120S,6c133408ccb2b0cd112210eedc737a01ddb345434906c460a81cc481a20c97e3,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,4000,4000,,
TP50_SL10_T15S,632cfee2c5d2586d41f82792973f5f119c4a626244993fe23a2922e72d2a4645,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,5000,1000,,
TP50_SL10_T30S,ef5743924af091890dd41461ee5d68999bc90b9939a1bc27ca6ce4eb58f448e7,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,5000,1000,,
TP50_SL10_T60S,33f477c7841a4aedda33ce76308f8fd83f87c1f941cc33ffe25cef71bd814146,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,5000,1000,,
TP50_SL10_T120S,4b046fbcae8c6e9802a7cf1ea0a012183b7e79d6bbc952815d9c0562a3a942c7,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,5000,1000,,
TP50_SL15_T15S,b8ac135d52217043fea7d935b1ac64107d8bc010e53b0ae920bc5117da75bfb4,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,5000,1500,,
TP50_SL15_T30S,77d6dbd639faf05df444c7be8724ee7112fb07f41aa7ba8b8f9960b8d695e5a6,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,5000,1500,,
TP50_SL15_T60S,808910d9859cc16d53c2adbe81bc0901cbc4d21eca20eda5065b57df9ab7c11a,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,5000,1500,,
TP50_SL15_T120S,003374e20d81f382ff21aa3668b2748bbb52a03d6cddc2725d05da8bb1540672,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,5000,1500,,
TP50_SL20_T15S,197623a41c58e40a7c150c5e058b249323330e51058abb6bfde0a3e8488c40f5,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,5000,2000,,
TP50_SL20_T30S,afce4ab0a17430013744e590999071795ed6ff4a9ebdd03c02973191996bb67e,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,5000,2000,,
TP50_SL20_T60S,527d681910c0bd2051a8aa1cfb919770d7d9adbee8ddf320281f54ef8a382db9,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,5000,2000,,
TP50_SL20_T120S,81159c3fd5698e561fd580a785b59f5a9cbeea1b152e2c12173c3e9b4d78f183,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,5000,2000,,
TP50_SL25_T15S,f93505edd8a487bc967a768481e546792a522c624f6790da929f414a6ce6fb32,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,5000,2500,,
TP50_SL25_T30S,c495e2c9eb3af52abbd4671c4e9a9acf3ac16a3e7aac25c8dc9ffb8d8d5225ac,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,5000,2500,,
TP50_SL25_T60S,60c7d2c06ebaf620c799531867b7719a64287d0205e3ba22d5ba44540a41b311,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,5000,2500,,
TP50_SL25_T120S,cb46eef78907cfb24600a37e5df5a582d230f5e99005b2609d11253dc21a6934,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,5000,2500,,
TP50_SL30_T15S,1d89b3bbded3c071788319c11979f5aaa32dd607e63521910fbb04e5e0346394,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,5000,3000,,
TP50_SL30_T30S,7b0bd59edbd0fa767af87300c7cac5c6b92f94a3240f760691c1072fadf9e6b9,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,5000,3000,,
TP50_SL30_T60S,107e1ba43cc9b775fd1a7b852a77d37b87a8f4ad7cc0a73f7312bc5d746414ec,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,5000,3000,,
TP50_SL30_T120S,b5b3166c2c82bc89058e77e27ac1f26b713df4a18c1c4f99594b7d14944643ab,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,5000,3000,,
TP50_SL40_T15S,8599abc1b80503231695fcd0fb936cf582ce1d32d36d9bce40c32d288a9804b8,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,5000,4000,,
TP50_SL40_T30S,1f7e4929ec5b9dfe3ca3db1c4e07108e79e1ab31c29f1f1cdb943d3f47c78cb9,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,5000,4000,,
TP50_SL40_T60S,4c562ffa3ad6e8a3b146ae9677385434b4c62147e741d3a1175b79509d64d62c,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,5000,4000,,
TP50_SL40_T120S,2cf3838705f8e39ce720dfe925a38365486d368e06aa40e45c5a3245eb62bf7f,TP_SL_TIMEOUT,ENTRY_FILL_CLOCK,120000,120,5000,4000,,
TRAIL_A10_G3_T15S,cd96aeb33adfb59d7a95c1dcff91b2e3804d07fea38ee448d6ed3da282e1162d,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,1000,300
TRAIL_A10_G3_T30S,7f74a52c5215334bb0097e6543ac19138dda1b17b03f91dedf34d4dbac2ba7f3,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,1000,300
TRAIL_A10_G3_T60S,ef6f7584dd31f20701c005850384b67cec94545420907d72bbf71f5673d37a1e,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,1000,300
TRAIL_A10_G5_T15S,baca76755b82f7bd49fb58356cc4cfecc27396929d5d5fb90e009b907d562915,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,1000,500
TRAIL_A10_G5_T30S,1ab9098a3f7bd49f389f009535355d6e2bc21812671da5afb9bbe1089053ebf8,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,1000,500
TRAIL_A10_G5_T60S,d2b2af8b53857c576aa77841701f630c3048f90f93b8e11e8de6677a96276dbd,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,1000,500
TRAIL_A10_G7_T15S,5b658fd87be37196d9b4652b0074e50833b463bc55beb0fc16b5bbda4e3671e4,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,1000,700
TRAIL_A10_G7_T30S,5e68c24a591da417d38fd3fb0b7d4875058ae8794e092b220948798edb56e403,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,1000,700
TRAIL_A10_G7_T60S,f1c93f329f74a6294dcc21c9d27afa2256c6612f8e9e5f75fb40fb10c57a60bc,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,1000,700
TRAIL_A10_G10_T15S,a881bca0d23c76c586134c9dbd5b7f560647c375d286fa7e3220be897884f22c,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,1000,1000
TRAIL_A10_G10_T30S,73bec5cce609a8031f9df0494d1525a45464e2570168fd706b81575f98e01713,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,1000,1000
TRAIL_A10_G10_T60S,3cec3ba3565369159b85999dc72289c9bc0bbb6d76ce5d3793be9244f791eae9,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,1000,1000
TRAIL_A15_G3_T15S,d319c46a646bdc85a6f9da0c14ae872332879e390d868132fcbf64c6a1c02859,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,1500,300
TRAIL_A15_G3_T30S,fb9227540deaf68fe6407b6b583365c0526e8e9a02c3f54f4fc5eb4fcee336d9,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,1500,300
TRAIL_A15_G3_T60S,efecff38f3c72c172c470fa2598f2aa03c5bca0107b2e9d0851a3277abebb561,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,1500,300
TRAIL_A15_G5_T15S,0981743217e75c50ffcdc5ae9523123e74939cffbbef0b916133a2c07d584f55,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,1500,500
TRAIL_A15_G5_T30S,4a73d2ad3ea1cc80f14f966ed10810a733e9528522b86d0a1b47d8bffeebdd6e,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,1500,500
TRAIL_A15_G5_T60S,04cd9f7e468faab92f246ec3f608a1fd580c787c5beeaf8a21b8180b0d626e27,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,1500,500
TRAIL_A15_G7_T15S,4f6e57a56211c2adf175453d1aa8090471c7fe98b4c0e12d9987a9452698701c,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,1500,700
TRAIL_A15_G7_T30S,240fe41774d39b0ebabefc3d73453a26969aa4eac85ba0602fbb171b125072f8,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,1500,700
TRAIL_A15_G7_T60S,71b5af48c62e7b505b377344a6a62e3d7790f6a14359fc6ce31712e7ea972497,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,1500,700
TRAIL_A15_G10_T15S,de4facad47048f43b403169b54d9adef6f26a74cc0e120dd0028e9044986968b,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,1500,1000
TRAIL_A15_G10_T30S,306472ecdec4a0f6112fb0448409d32bf0cdd5f1647e8a075eea219091bba07f,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,1500,1000
TRAIL_A15_G10_T60S,226eb24c099ecd039613696d54674f6e33c6959ee9ef0178a3f4d09f3fe178bb,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,1500,1000
TRAIL_A20_G3_T15S,7d9d4ca0ad46a855d627a5d4ca42e00f9b23435c7a8c59babc5c9eefcb48cd71,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,2000,300
TRAIL_A20_G3_T30S,19583962cb3fc8b0df51cedaa55755310eea72b55e600638079df048d6607622,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,2000,300
TRAIL_A20_G3_T60S,15644a5dde08b92a1ddf47d9b36f1811432d6695e96d7bc15f8f38a9c9b35ed1,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,2000,300
TRAIL_A20_G5_T15S,ded9e52601b834c48a4cfb57e8da9a28e0585e9827dd227d3753bc90d5a48928,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,2000,500
TRAIL_A20_G5_T30S,6d75430d4b60dafec413ae1a684e2e7c13c0cc6c201b94162704271f60b2388c,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,2000,500
TRAIL_A20_G5_T60S,68824de53c7a1fd3bfb6ff8b668d9c4ac3d3f50d480b80a8f14a2dfa3c704fc9,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,2000,500
TRAIL_A20_G7_T15S,ef456512193833f0899898dad87f35f971e3adae391161023b6e68c7cb1b9336,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,2000,700
TRAIL_A20_G7_T30S,92247dd36ee383ae90ebd2c2d133360bb5ed85a343c35408247a70ec9946670c,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,2000,700
TRAIL_A20_G7_T60S,10ffd14f055489656c1a15fc441b4c3cad9bddc72affccbac3ee0c452a1c8ef6,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,2000,700
TRAIL_A20_G10_T15S,d3a7a97f700764610381f3bbe0b776d1fb4a491dfeca7d51c63b54cdd161458c,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,2000,1000
TRAIL_A20_G10_T30S,6b315c32ead7c497b0d640b704654e1951238e1117397dde39ef6bed53c659d4,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,2000,1000
TRAIL_A20_G10_T60S,ded8c70b32aa35c11b451d7614a3b4d2ba3b21ca32246b5aff1cea5aaf17b007,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,2000,1000
TRAIL_A25_G3_T15S,6634ae37c0bbb2d7480115737e8095db39d51f5fae4653a823817732bdb6c093,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,2500,300
TRAIL_A25_G3_T30S,c1e51aaeae527f1663d3f8e2f9398809ebe866ad7fa809c1cc72badfad03b2e0,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,2500,300
TRAIL_A25_G3_T60S,5c56ba0b848ed80b1ad217aa2751ec0a28eab82c7fcc076bd06835338265bdf7,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,2500,300
TRAIL_A25_G5_T15S,f1c49650d3ea3868d66183a9266933d4c83d3210b6a04e693a285b2fb20e6aa3,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,2500,500
TRAIL_A25_G5_T30S,0f11f10b278fad3d2f9e19d7c2c7740b3593b37dcdcd988596f51708b6f91ced,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,2500,500
TRAIL_A25_G5_T60S,784c7c81ba4937a8ff6a27a5e99a858130521856576818ad7d0e75f81f63df3e,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,2500,500
TRAIL_A25_G7_T15S,8ab34ac0fc83302695f3509e6f05bf51ca64aaf41750df2d44a89049ac62529b,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,2500,700
TRAIL_A25_G7_T30S,b13f97e15b76bbf9809f41e3bd37cfe0e79eee3c390012e9a8ec5e0e35971a42,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,2500,700
TRAIL_A25_G7_T60S,6aef459679b2b5a3a0fcdc287bd77ac6b25e2092309c0ed5acd8e39f561f2d76,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,2500,700
TRAIL_A25_G10_T15S,bb4383b614d0ca669e4f9c4e944c09d051f27b6af4b9038724045e63d97357c0,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,15000,15,,,2500,1000
TRAIL_A25_G10_T30S,dd0226d839498853f094362c3809773618fb362578f71b64ca25fa0e9c918f4a,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,30000,30,,,2500,1000
TRAIL_A25_G10_T60S,aaabde585f22174811d7c9d877e79ffa58a1984d36b7b7ed12a6d755ab89ae75,TRAILING_TIMEOUT,ENTRY_FILL_CLOCK,60000,60,,,2500,1000
