track_id,actual_reason,window_seconds,threshold_bps,eligible_n,reached_n,reached_rate,median_time_to_threshold_ms,small_cell,eligibility_definition
SENS-C,TAKE_PROFIT,10,2500,23,4,0.173913043478,4083.696,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,10,3000,23,4,0.173913043478,4129.820,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,10,4000,23,4,0.173913043478,4140.700,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,10,5000,23,2,0.086956521739,4766.709,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,15,1000,23,11,0.478260869565,503.999,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,15,1500,23,10,0.434782608696,720.997,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,15,2000,23,6,0.260869565217,3617.886,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,15,2500,23,5,0.217391304348,4129.820,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,15,3000,23,4,0.173913043478,4129.820,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,15,4000,23,4,0.173913043478,4140.700,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,15,5000,23,3,0.130434782609,4862.328,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,30,1000,24,15,0.625000000000,7046.288,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,30,1500,24,14,0.583333333333,9048.790,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,30,2000,24,11,0.458333333333,12913.658,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,30,2500,24,9,0.375000000000,12913.658,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,30,3000,24,7,0.291666666667,9958.813,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,30,4000,24,7,0.291666666667,9995.945,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,30,5000,24,5,0.208333333333,10048.556,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,45,1000,24,16,0.666666666667,7046.288,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,45,1500,24,15,0.625000000000,10499.766,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,45,2000,24,14,0.583333333333,15585.480,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,45,2500,24,10,0.416666666667,12913.658,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,45,3000,24,8,0.333333333333,9958.813,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,45,4000,24,8,0.333333333333,9995.945,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,45,5000,24,6,0.250000000000,10048.556,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,60,1000,24,16,0.666666666667,7046.288,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,60,1500,24,15,0.625000000000,10499.766,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,60,2000,24,14,0.583333333333,15585.480,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,60,2500,24,11,0.458333333333,15609.481,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,60,3000,24,9,0.375000000000,23469.148,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,60,4000,24,9,0.375000000000,23469.148,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
SENS-C,TAKE_PROFIT,60,5000,24,6,0.250000000000,10048.556,True,AT_LEAST_ONE_FRESH_CAUSAL_MARK_IN_WINDOW
