policy_id,policy_fingerprint,family,positions,fills,unresolved,fill_rate,unresolved_rate,rejected_slippage_count,rejected_slippage_rate,no_causal_fill_count,no_causal_fill_rate,take_profit_count,stop_loss_count,trail_count,fallback_count,filled_take_profit_count,filled_stop_loss_count,filled_trail_count,filled_fallback_count,gross_execution_pnl_lamports,entry_explicit_cost_lamports,exit_explicit_cost_lamports,total_explicit_cost_lamports,net_pnl_lamports,expectancy_lamports_per_filled_trade,expectancy_denominator,wins,losses,breakevens,win_rate,average_winner_lamports,average_loser_lamports,profit_factor,mean_holding_time_us,median_holding_time_us,p90_holding_time_us,equity_label,final_realized_closed_pnl_lamports,peak_realized_closed_pnl_lamports,max_realized_closed_equity_drawdown_lamports,timeout_origin,timeout_ms,tp_bps,sl_bps,trailing_activation_bps,trailing_giveback_bps
SL10_T120S,729db7ea90114b8a22fa2bfaed4b9996287b220e37c6e5a26ff5387531b4b9ab,SL_TIMEOUT,635,586,49,0.922834645669,0.077165354331,20,0.031496062992,29,0.045669291339,0,432,0,203,0,414,0,172,287099639,1380030000,1383619036,2763649036,-2476549397,-4226193.510239,FILLED,144,442,0,0.245733788396,47478921.548611,-21071298.868778,0.734090766341,158598352.213311,38646929,138084817,REALIZED_CLOSED_EQUITY,-2476549397,0,2476549397,ENTRY_FILL_CLOCK,120000,,1000,,
SL15_T15S,7ab624f2633c106b6106e61fcfa6d72e664c9bbc2a7071211349eb0c51aa7b84,SL_TIMEOUT,635,601,34,0.946456692913,0.053543307087,23,0.036220472441,11,0.017322834646,0,192,0,443,0,181,0,420,1037012615,1415355000,1428317950,2843672950,-1806660335,-3006090.407654,FILLED,179,422,0,0.297836938436,25225691.938547,-14981182.919431,0.714229133241,24981094.680532,18145231,37473009,REALIZED_CLOSED_EQUITY,-1806660335,0,1894208880,ENTRY_FILL_CLOCK,15000,,1500,,
SL15_T30S,64075b3456b365183205ffe28782d886010ae8d18c07b2605d679382030843b2,SL_TIMEOUT,635,599,36,0.943307086614,0.056692913386,18,0.028346456693,18,0.028346456693,0,261,0,374,0,249,0,350,205736344,1410645000,1413217000,2823862000,-2618125656,-4370827.472454,FILLED,173,426,0,0.288814691152,29474083.942197,-18115357.225352,0.660738963257,35611293.841402,32000738,52277254,REALIZED_CLOSED_EQUITY,-2618125656,44389467,2662515123,ENTRY_FILL_CLOCK,30000,,1500,,
SL15_T60S,bd8ac3249df709cf0ba36ccc766481e4e7e38d55c50b0820e22fd68158413d05,SL_TIMEOUT,635,594,41,0.935433070866,0.064566929134,16,0.025196850394,25,0.039370078740,0,321,0,314,0,306,0,288,735185506,1398870000,1408060105,2806930105,-2071744599,-3487785.520202,FILLED,164,430,0,0.276094276094,42055724.073171,-20857868.248837,0.769007520909,138443302.434343,60878858,81673482,REALIZED_CLOSED_EQUITY,-2071744599,418288006,2490032605,ENTRY_FILL_CLOCK,60000,,1500,,
SL15_T120S,cb0b9da01ef7a8257a2feb6ef973174d2f37eaf26d4ec2c8c428a5d07a769e79,SL_TIMEOUT,635,574,61,0.903937007874,0.096062992126,22,0.034645669291,39,0.061417322835,0,382,0,253,0,361,0,213,610720013,1351770000,1359404283,2711174283,-2100454270,-3659327.996516,FILLED,146,428,0,0.254355400697,53438263.493151,-23136543.785047,0.787885196675,172121735.165505,62876789,147215067,REALIZED_CLOSED_EQUITY,-2100454270,139904453,2240358723,ENTRY_FILL_CLOCK,120000,,1500,,
SL20_T15S,8aef21acba57c56b0560301c34a45de46a340b863c137c8281423b187ba328b8,SL_TIMEOUT,635,602,33,0.948031496063,0.051968503937,22,0.034645669291,11,0.017322834646,0,164,0,471,0,155,0,447,932148522,1417710000,1429362151,2847072151,-1914923629,-3180936.260797,FILLED,181,421,0,0.300664451827,25565981.607735,-15540062.470309,0.707304124962,26063074.310631,18364809,37584017,REALIZED_CLOSED_EQUITY,-1914923629,0,1998736122,ENTRY_FILL_CLOCK,15000,,2000,,
SL20_T30S,775c3ee1e19df173c224f808cd04fac60f3d1f01236bb19f238e9fcd33ca3ec4,SL_TIMEOUT,635,600,35,0.944881889764,0.055118110236,17,0.026771653543,18,0.028346456693,0,229,0,406,0,220,0,380,174559706,1413000000,1415182291,2828182291,-2653622585,-4422704.308333,FILLED,177,423,0,0.295000000000,29805943.079096,-18745329.810875,0.665338539906,36641125.080000,32302771,52818874,REALIZED_CLOSED_EQUITY,-2653622585,73536083,2727158668,ENTRY_FILL_CLOCK,30000,,2000,,
SL20_T60S,40c3fbcde793511ff04345debdc7292d17c8541d4d3edf1a1cc702335b79b260,SL_TIMEOUT,635,593,42,0.933858267717,0.066141732283,15,0.023622047244,27,0.042519685039,0,283,0,352,0,269,0,324,598004745,1396515000,1403990345,2800505345,-2202500600,-3714166.273187,FILLED,170,423,0,0.286677908938,41291994.705882,-21801748.699764,0.761172496660,141261047.229342,61452439,82547118,REALIZED_CLOSED_EQUITY,-2202500600,371436046,2573936646,ENTRY_FILL_CLOCK,60000,,2000,,
SL20_T120S,9554ea4b41a016f6ee06390b89bc0ed30bc479838abba85a69462d4912a872a2,SL_TIMEOUT,635,573,62,0.902362204724,0.097637795276,19,0.029921259843,43,0.067716535433,0,344,0,291,0,325,0,248,649870568,1349415000,1357538660,2706953660,-2057083092,-3590022.848168,FILLED,155,418,0,0.270506108202,53539180.232258,-24774296.717703,0.801356564332,184085448.504363,90156823,155187764,REALIZED_CLOSED_EQUITY,-2057083092,126309528,2183392620,ENTRY_FILL_CLOCK,120000,,2000,,
SL25_T15S,dfeb2fc75266d56c8237211e08d0fac8cd1c248b96955de7e297627855e2b7ce,SL_TIMEOUT,635,603,32,0.949606299213,0.050393700787,21,0.033070866142,11,0.017322834646,0,138,0,497,0,130,0,473,646975737,1420065000,1428152487,2848217487,-2201241750,-3650483.830846,FILLED,181,422,0,0.300165837479,25575261.939227,-16185697.063981,0.677727029172,26152033.630182,18381585,37473009,REALIZED_CLOSED_EQUITY,-2201241750,0,2283974534,ENTRY_FILL_CLOCK,15000,,2500,,
SL25_T30S,e3875eb3c91c2171fedf37b9b8de2f4e932b17b7a764cc3daf3f73efbd3a8a16,SL_TIMEOUT,635,601,34,0.946456692913,0.053543307087,16,0.025196850394,18,0.028346456693,0,185,0,450,0,177,0,424,88071590,1415355000,1416456180,2831811180,-2743739590,-4565290.499168,FILLED,179,422,0,0.297836938436,30660355.083799,-19506974.289100,0.666695998745,38040238.389351,32684280,53955587,REALIZED_CLOSED_EQUITY,-2743739590,31548337,2775287927,ENTRY_FILL_CLOCK,30000,,2500,,
SL25_T60S,417cf5543a39a13dfd1a33f3410265f0780a38a6eb9cc8582c32ea8d966a3b7a,SL_TIMEOUT,635,589,46,0.927559055118,0.072440944882,16,0.025196850394,30,0.047244094488,0,242,0,393,0,229,0,360,846736638,1387095000,1397679483,2784774483,-1938037845,-3290386.833616,FILLED,177,412,0,0.300509337861,42597316.655367,-23004278.866505,0.795517373996,145016697.332767,62200387,84526623,REALIZED_CLOSED_EQUITY,-1938037845,350957030,2304843759,ENTRY_FILL_CLOCK,60000,,2500,,
SL25_T120S,fc2786b1ce781ea77307fd57e4e46fceb0f6308261ebda968f941c902fc931b4,SL_TIMEOUT,635,565,70,0.889763779528,0.110236220472,20,0.031496062992,50,0.078740157480,0,300,0,335,0,281,0,284,973106056,1330575000,1342739095,2673314095,-1700208039,-3009217.768142,FILLED,159,406,0,0.281415929204,57001982.949686,-26511141.201970,0.842039824025,192620897.663717,120973294,158951929,REALIZED_CLOSED_EQUITY,-1700208039,344928901,2054614566,ENTRY_FILL_CLOCK,120000,,2500,,
SL30_T15S,68897a3f2c348c0a834edc31317bf8e3b686088a5d79e94d673cb00ae33bf9b8,SL_TIMEOUT,635,605,30,0.952755905512,0.047244094488,19,0.029921259843,11,0.017322834646,0,113,0,522,0,108,0,497,684787841,1424775000,1433335140,2858110140,-2173322299,-3592268.262810,FILLED,187,418,0,0.309090909091,25545204.486631,-16627453.440191,0.687304152603,26672164.646281,18501687,37670425,REALIZED_CLOSED_EQUITY,-2173322299,0,2256055083,ENTRY_FILL_CLOCK,15000,,3000,,
SL30_T30S,36001f7b4db15769568d40884a2cab8986bed7353ab637af97e1773586792910,SL_TIMEOUT,635,603,32,0.949606299213,0.050393700787,14,0.022047244094,18,0.028346456693,0,155,0,480,0,149,0,454,321595239,1420065000,1424085233,2844150233,-2522554994,-4183341.615257,FILLED,187,416,0,0.310116086235,31441905.160428,-20197575.141827,0.699774152213,38972942.383085,32925894,53033575,REALIZED_CLOSED_EQUITY,-2522554994,31548337,2554103331,ENTRY_FILL_CLOCK,30000,,3000,,
SL30_T60S,1ad5e1ac4ff0f920f8a36ee7850da24c7d024a543f43287f1aeb9c06d7668eb4,SL_TIMEOUT,635,586,49,0.922834645669,0.077165354331,16,0.025196850394,33,0.051968503937,0,204,0,431,0,192,0,394,939254434,1380030000,1391770958,2771800958,-1832546524,-3127212.498294,FILLED,187,399,0,0.319112627986,42324356.401070,-24429075.616541,0.811992541054,149136480.025597,62897669,86532668,REALIZED_CLOSED_EQUITY,-1832546524,441505040,2329642393,ENTRY_FILL_CLOCK,60000,,3000,,
SL30_T120S,8bc0ae9ee0db30382b0e32f6e9e986ac0e1e460743e81a0dd39ff7ef6d357737,SL_TIMEOUT,635,564,71,0.888188976378,0.111811023622,17,0.026771653543,54,0.085039370079,0,265,0,370,0,249,0,315,1423005878,1328220000,1346007844,2674227844,-1251221966,-2218478.663121,FILLED,167,397,0,0.296099290780,60345278.802395,-28536230.544081,0.889554697678,199693822.109929,121573765,163649929,REALIZED_CLOSED_EQUITY,-1251221966,709850261,2011503740,ENTRY_FILL_CLOCK,120000,,3000,,
SL40_T15S,4fe68f9e9b5bf5e64ca1dda7a2e3d270a35792c66150db961325674f6b38ab78,SL_TIMEOUT,635,604,31,0.951181102362,0.048818897638,20,0.031496062992,11,0.017322834646,0,88,0,547,0,83,0,521,331179528,1422420000,1426560040,2848980040,-2517800512,-4168543.894040,FILLED,187,417,0,0.309602649007,25326336.572193,-17395264.870504,0.652900317356,27050165.061258,18644533,38104065,REALIZED_CLOSED_EQUITY,-2517800512,0,2600533296,ENTRY_FILL_CLOCK,15000,,4000,,
SL40_T30S,d2a5f83b5b03b756abca3b8d64950e0b33f4e87d6c41affdaf71722fa58533ba,SL_TIMEOUT,635,597,38,0.940157480315,0.059842519685,19,0.029921259843,19,0.029921259843,0,112,0,523,0,105,0,492,192691280,1405935000,1408343934,2814278934,-2621587654,-4391269.102178,FILLED,187,410,0,0.313232830821,31784267.946524,-20890843.317073,0.693927328245,40204193.648241,33206328,54752734,REALIZED_CLOSED_EQUITY,-2621587654,7197686,2628785340,ENTRY_FILL_CLOCK,30000,,4000,,
SL40_T60S,694f50c0d4a067cda7355be579bb78eeb8b779012f244790e4afd236d35a7df9,SL_TIMEOUT,635,583,52,0.918110236220,0.081889763780,16,0.025196850394,36,0.056692913386,0,160,0,475,0,150,0,433,770066073,1372965000,1382591101,2755556101,-1985490028,-3405643.272727,FILLED,194,389,0,0.332761578045,43215985.829897,-26656532.850900,0.808523955305,153319091.804460,63271175,88323580,REALIZED_CLOSED_EQUITY,-1985490028,318016119,2398332895,ENTRY_FILL_CLOCK,60000,,4000,,
SL40_T120S,6a62b7dc38ac185a745c1428275b34397f0ecb2adb1b9625431614e4b6c1086a,SL_TIMEOUT,635,554,81,0.872440944882,0.127559055118,18,0.028346456693,63,0.099212598425,0,212,0,423,0,199,0,355,785633613,1304670000,1314490688,2619160688,-1833527075,-3309615.658845,FILLED,166,388,0,0.299638989170,61453920.271084,-31017726.391753,0.847648883572,211698877.198556,122388526,169246151,REALIZED_CLOSED_EQUITY,-1833527075,140916485,2079573722,ENTRY_FILL_CLOCK,120000,,4000,,
TP10_SL10_T15S,597250bad50afd21864a1a1a6537f782901e869dd20af08688cf95a10fe465fa,TP_SL_TIMEOUT,635,604,31,0.951181102362,0.048818897638,20,0.031496062992,11,0.017322834646,197,222,0,216,191,212,0,201,1225034676,1422420000,1437733234,2860153234,-1635118558,-2707149.930464,FILLED,201,403,0,0.332781456954,19002411.825871,-13534995.868486,0.700231445336,19299883.367550,15055010,32941907,REALIZED_CLOSED_EQUITY,-1635118558,0,1668701083,ENTRY_FILL_CLOCK,15000,1000,1000,,
TP10_SL10_T30S,69001371a4162819c18bbd87591827d487413647ab1cf05d300e2a8595379056,TP_SL_TIMEOUT,635,603,32,0.949606299213,0.050393700787,18,0.028346456693,14,0.022047244094,233,262,0,140,227,251,0,125,1244869187,1420065000,1435626170,2855691170,-1610821983,-2671346.572139,FILLED,218,385,0,0.361525704809,19476963.403670,-15212467.545455,0.724965513314,23606447.585406,15055010,44684543,REALIZED_CLOSED_EQUITY,-1610821983,0,1644404508,ENTRY_FILL_CLOCK,30000,1000,1000,,
TP10_SL10_T60S,78b33cd630ea4335d6aaa1bbafdb6c2157f3c68f91f5b57d0ae6de0e6a8eb63d,TP_SL_TIMEOUT,635,604,31,0.951181102362,0.048818897638,16,0.025196850394,15,0.023622047244,261,296,0,78,255,285,0,64,1149127560,1422420000,1436784391,2859204391,-1710076831,-2831253.031457,FILLED,234,370,0,0.387417218543,19431454.816239,-16910911.508108,0.726695437395,113107372.629139,15055010,67195638,REALIZED_CLOSED_EQUITY,-1710076831,0,1751357839,ENTRY_FILL_CLOCK,60000,1000,1000,,
TP10_SL10_T120S,caafa715e6c90c15d229ffc4b0975b088f77a85b4cd5b350a392bf6e3d417065,TP_SL_TIMEOUT,635,602,33,0.948031496063,0.051968503937,16,0.025196850394,17,0.026771653543,272,309,0,54,266,297,0,39,1147320157,1417710000,1432051804,2849761804,-1702441647,-2827976.157807,FILLED,242,360,0,0.401993355482,19260293.917355,-17676202.152778,0.732464896355,122810875.742525,14981075,86904642,REALIZED_CLOSED_EQUITY,-1702441647,0,1737052046,ENTRY_FILL_CLOCK,120000,1000,1000,,
TP10_SL15_T15S,efbe30a87d163132bd4777b1a8e28d99cf50240ba73f1203b775b440b6cfbc7e,TP_SL_TIMEOUT,635,603,32,0.949606299213,0.050393700787,21,0.033070866142,11,0.017322834646,208,168,0,259,202,157,0,244,1357702157,1420065000,1437036580,2857101580,-1499399423,-2486566.207297,FILLED,208,395,0,0.344941956882,19090614.850962,-13848727.372152,0.725899152729,20102933.144279,16279036,33577254,REALIZED_CLOSED_EQUITY,-1499399423,0,1534401351,ENTRY_FILL_CLOCK,15000,1000,1500,,
TP10_SL15_T30S,a1b989e221e9911c27e3ec633194fcec31a47c36dd32eb39b175d2ab632554e9,TP_SL_TIMEOUT,635,600,35,0.944881889764,0.055118110236,19,0.029921259843,16,0.025196850394,252,210,0,173,246,198,0,156,1441449443,1413000000,1431018422,2844018422,-1402568979,-2337614.965000,FILLED,231,369,0,0.385000000000,19639687.645022,-16095763.753388,0.763850911251,25550088.350000,17764533,48595792,REALIZED_CLOSED_EQUITY,-1402568979,0,1443772817,ENTRY_FILL_CLOCK,30000,1000,1500,,
TP10_SL15_T60S,b1717d043a734060a1998c9197ae99561cbaa183bc823ad599ef3e981bff2da1,TP_SL_TIMEOUT,635,600,35,0.944881889764,0.055118110236,17,0.026771653543,18,0.028346456693,285,241,0,109,279,229,0,92,1217682587,1413000000,1428221328,2841221328,-1623538741,-2705897.901667,FILLED,249,351,0,0.415000000000,19469008.947791,-18436814.726496,0.749117916126,117180241.840000,17764533,71831925,REALIZED_CLOSED_EQUITY,-1623538741,0,1689337876,ENTRY_FILL_CLOCK,60000,1000,1500,,
TP10_SL15_T120S,ac656621e20560ca7d82fe3b1cf53cb1b42d524e219b542c088c1c08306bd7e8,TP_SL_TIMEOUT,635,596,39,0.938582677165,0.061417322835,16,0.025196850394,23,0.036220472441,298,265,0,72,291,253,0,52,1109494101,1403580000,1417448977,2821028977,-1711534876,-2871702.812081,FILLED,258,338,0,0.432885906040,19321325.984496,-19811943.727811,0.744411112789,129243048.587248,17380689,122897426,REALIZED_CLOSED_EQUITY,-1711534876,0,1770663402,ENTRY_FILL_CLOCK,120000,1000,1500,,
TP10_SL20_T15S,1f2e6db16291e893ddc8f6c62bff5ba2ad14581261b632030ea5710453994bda,TP_SL_TIMEOUT,635,604,31,0.951181102362,0.048818897638,20,0.031496062992,11,0.017322834646,214,141,0,280,208,132,0,264,1355910462,1422420000,1439369185,2861789185,-1505878723,-2493176.693709,FILLED,211,393,0,0.349337748344,19401491.104265,-14248329.124682,0.731073556605,21130003.986755,16547463,33742714,REALIZED_CLOSED_EQUITY,-1505878723,0,1537144599,ENTRY_FILL_CLOCK,15000,1000,2000,,
TP10_SL20_T30S,103bde8ce86beb4c6e07984fcd43012eb0669aa80570b950381332ed17c70b7a,TP_SL_TIMEOUT,635,601,34,0.946456692913,0.053543307087,18,0.028346456693,16,0.025196850394,259,182,0,194,253,173,0,175,1432792887,1415355000,1433265214,2848620214,-1415827327,-2355785.901830,FILLED,236,365,0,0.392678868552,19735864.173729,-16639702.115068,0.766884109387,26941332.820300,19834652,49600148,REALIZED_CLOSED_EQUITY,-1415827327,0,1443748686,ENTRY_FILL_CLOCK,30000,1000,2000,,
TP10_SL20_T60S,79401f9d06318075550526d85faf2dd432f5f86451575418bbb655c096e11834,TP_SL_TIMEOUT,635,599,36,0.943307086614,0.056692913386,17,0.026771653543,19,0.029921259843,295,208,0,132,289,197,0,113,1207275451,1410645000,1425736236,2836381236,-1629105785,-2719709.156928,FILLED,256,343,0,0.427378964942,19432285.789063,-19252976.521866,0.753306739729,119583113.343907,19810650,74961111,REALIZED_CLOSED_EQUITY,-1629105785,0,1681622441,ENTRY_FILL_CLOCK,60000,1000,2000,,
TP10_SL20_T120S,7db7231dc493c627e69a5895b90309ea8a84dc2b779d2d99c76e279ce0382cf8,TP_SL_TIMEOUT,635,595,40,0.937007874016,0.062992125984,15,0.023622047244,25,0.039370078740,313,234,0,88,306,223,0,66,1108306852,1401225000,1415079132,2816304132,-1707997280,-2870583.663866,FILLED,267,328,0,0.448739495798,19490690.696629,-21073206.390244,0.752894330172,134569912.996639,19710592,129867629,REALIZED_CLOSED_EQUITY,-1707997280,0,1753843327,ENTRY_FILL_CLOCK,120000,1000,2000,,
TP10_SL25_T15S,2c39a38a4e68734b5046231c3ef15c7f4c19cd17adbd82171bb34481feb04a85,TP_SL_TIMEOUT,635,605,30,0.952755905512,0.047244094488,19,0.029921259843,11,0.017322834646,215,120,0,300,209,112,0,284,1038123211,1424775000,1437751840,2862526840,-1824403629,-3015543.188430,FILLED,210,395,0,0.347107438017,19463394.057143,-14966370.584810,0.691391888342,21210122.819835,16753751,33577254,REALIZED_CLOSED_EQUITY,-1824403629,0,1854589796,ENTRY_FILL_CLOCK,15000,1000,2500,,
TP10_SL25_T30S,95aca0bf7cbd53f6793b7f917535f8fa8ae8ab443ba737e3cacf5e23d09cdf68,TP_SL_TIMEOUT,635,602,33,0.948031496063,0.051968503937,17,0.026771653543,16,0.025196850394,265,149,0,221,259,141,0,202,1286752052,1417710000,1433794697,2851504697,-1564752645,-2599256.885382,FILLED,239,363,0,0.397009966777,20155544.564854,-17581068.308540,0.754815050402,28125542.461794,21525184,50703189,REALIZED_CLOSED_EQUITY,-1564752645,0,1584412316,ENTRY_FILL_CLOCK,30000,1000,2500,,
TP10_SL25_T60S,46195ea9fa45317011c6cfef3df7dbab2f2379f6137efef11654d4ecd002a759,TP_SL_TIMEOUT,635,598,37,0.941732283465,0.058267716535,17,0.026771653543,20,0.031496062992,304,181,0,150,298,171,0,129,1025053737,1408290000,1421103458,2829393458,-1804339721,-3017290.503344,FILLED,261,337,0,0.436454849498,19809272.176245,-20696023.023739,0.741296973093,121409753.249164,21253338,76899743,REALIZED_CLOSED_EQUITY,-1804339721,0,1878578157,ENTRY_FILL_CLOCK,60000,1000,2500,,
TP10_SL25_T120S,6c9eab64e4c15c00919ce9820b300b89097eaab45c9dc15fa7bdee68f57b8b3a,TP_SL_TIMEOUT,635,592,43,0.932283464567,0.067716535433,16,0.025196850394,27,0.042519685039,324,207,0,104,317,196,0,79,925121961,1394160000,1405724316,2799884316,-1874762355,-3166828.302365,FILLED,273,319,0,0.461148648649,19919280.750916,-22923905.956113,0.743630165413,138014345.641892,21133402,133705844,REALIZED_CLOSED_EQUITY,-1874762355,0,1942330182,ENTRY_FILL_CLOCK,120000,1000,2500,,
TP10_SL30_T15S,88dca44cc28fbb632cbc0dc6abbd6af8439b7366493a6ae88ab8e3f170588ae6,TP_SL_TIMEOUT,635,607,28,0.955905511811,0.044094488189,17,0.026771653543,11,0.017322834646,217,100,0,318,211,95,0,301,1089242439,1429485000,1443100832,2872585832,-1783343393,-2937962.756178,FILLED,215,392,0,0.354200988468,19650090.888372,-15326818.709184,0.703177451458,21451003.056013,16998324,34073576,REALIZED_CLOSED_EQUITY,-1783343393,0,1813529560,ENTRY_FILL_CLOCK,15000,1000,3000,,
TP10_SL30_T30S,5523156c042a9a15d63a8c91315e26efbcea8760bb676b7ddc3314ae40c37bd9,TP_SL_TIMEOUT,635,605,30,0.952755905512,0.047244094488,14,0.022047244094,16,0.025196850394,272,125,0,238,266,120,0,219,1453409744,1424775000,1442942924,2867717924,-1414308180,-2337699.471074,FILLED,246,359,0,0.406611570248,20589096.894309,-18047983.331476,0.781716492602,28676674.396694,23810838,50439705,REALIZED_CLOSED_EQUITY,-1414308180,0,1433967851,ENTRY_FILL_CLOCK,30000,1000,3000,,
TP10_SL30_T60S,1d4b9b9e1478270d04c8e2777affe6576ab1c1d090d3a355b3662a1931d2d21d,TP_SL_TIMEOUT,635,600,35,0.944881889764,0.055118110236,14,0.022047244094,21,0.033070866142,314,150,0,171,308,144,0,148,1241990253,1413000000,1428525170,2841525170,-1599534917,-2665891.528333,FILLED,271,329,0,0.451666666667,20338680.667897,-21614946.437690,0.775071926624,123599834.508333,23539380,78069845,REALIZED_CLOSED_EQUITY,-1599534917,0,1673773353,ENTRY_FILL_CLOCK,60000,1000,3000,,
TP10_SL30_T120S,b4c225805b7bcfdc97a2886f31ce187e92df85e1d9411d321c30fbdc7b56e15a,TP_SL_TIMEOUT,635,595,40,0.937007874016,0.062992125984,12,0.018897637795,28,0.044094488189,337,177,0,121,330,170,0,95,1137577034,1401225000,1415445007,2816670007,-1679092973,-2822004.996639,FILLED,284,311,0,0.477310924370,20446722.619718,-24070617.996785,0.775701115125,141584900.949580,23006976,137971214,REALIZED_CLOSED_EQUITY,-1679092973,0,1746660800,ENTRY_FILL_CLOCK,120000,1000,3000,,
TP10_SL40_T15S,ee6c6c00ed9338ea44256af8e1710daa293c094dfde13f217c12609ebbff3078,TP_SL_TIMEOUT,635,606,29,0.954330708661,0.045669291339,18,0.028346456693,11,0.017322834646,217,79,0,339,211,74,0,321,782139191,1427130000,1436907047,2864037047,-2081897856,-3435475.009901,FILLED,215,391,0,0.354785478548,19463302.148837,-16026874.214834,0.667773835689,22067186.217822,17245913,34516776,REALIZED_CLOSED_EQUITY,-2081897856,0,2112084023,ENTRY_FILL_CLOCK,15000,1000,4000,,
TP10_SL40_T30S,ce9c6b631f43347f3e309e9ea4e19d4d43d3c654687ed6a0ccd8ba485f8c0c92,TP_SL_TIMEOUT,635,599,36,0.943307086614,0.056692913386,19,0.029921259843,17,0.026771653543,273,95,0,267,267,88,0,244,1227779878,1410645000,1425992551,2836637551,-1608857673,-2685905.964942,FILLED,244,355,0,0.407345575960,20706753.336066,-18764240.808451,0.758477121919,29846855.499165,26184866,51293849,REALIZED_CLOSED_EQUITY,-1608857673,0,1628517344,ENTRY_FILL_CLOCK,30000,1000,4000,,
TP10_SL40_T60S,5aa930e09a084e9693f6badfee19d49aeac067a57f789bc41cdd39ed514758dd,TP_SL_TIMEOUT,635,596,39,0.938582677165,0.061417322835,16,0.025196850394,23,0.036220472441,322,122,0,191,316,114,0,166,1133060089,1403580000,1417743543,2821323543,-1688263454,-2832656.802013,FILLED,276,320,0,0.463087248322,20935904.235507,-23333040.696875,0.773890451644,126903102.078859,25769721,79574021,REALIZED_CLOSED_EQUITY,-1688263454,0,1811452912,ENTRY_FILL_CLOCK,60000,1000,4000,,
TP10_SL40_T120S,e531c2ee4768f4f2f80b3b2fec723b5a9763efff7bbda6a1b5cb64c4afe83fee,TP_SL_TIMEOUT,635,589,46,0.927559055118,0.072440944882,14,0.022047244094,32,0.050393700787,348,141,0,146,341,133,0,115,1191655355,1387095000,1401990985,2789085985,-1597430630,-2712106.332767,FILLED,290,299,0,0.492359932088,20923993.748276,-25636751.896321,0.791604748547,148784679.747029,25349747,143895151,REALIZED_CLOSED_EQUITY,-1597430630,0,1713949479,ENTRY_FILL_CLOCK,120000,1000,4000,,
TP15_SL10_T15S,684f52dd74557005c4abd5bb6c68718b7b592f9133bfa0e5b9643b040cf3b883,TP_SL_TIMEOUT,635,602,33,0.948031496063,0.051968503937,22,0.034645669291,11,0.017322834646,146,228,0,261,139,218,0,245,1057589595,1417710000,1430930169,2848640169,-1791050574,-2975167.066445,FILLED,199,403,0,0.330564784053,19389191.110553,-14018609.441687,0.682971820652,20497239.705980,16326764,34516776,REALIZED_CLOSED_EQUITY,-1791050574,0,1840277343,ENTRY_FILL_CLOCK,15000,1500,1000,,
TP15_SL10_T30S,e9c30648408d339301d83583cba69f9f1f58be322464247365a180f13d81916f,TP_SL_TIMEOUT,635,600,35,0.944881889764,0.055118110236,21,0.033070866142,14,0.022047244094,189,276,0,170,182,264,0,154,844627039,1413000000,1423558140,2836558140,-1991931101,-3319885.168333,FILLED,212,388,0,0.353333333333,20273101.707547,-16210898.615979,0.683309163457,25929978.486667,17901901,48217309,REALIZED_CLOSED_EQUITY,-1991931101,0,2041157870,ENTRY_FILL_CLOCK,30000,1500,1000,,
TP15_SL10_T60S,cc79ec1d8d735b60cf38dd7bc704080a7d20ab3d1ff225d9a090255963d453a5,TP_SL_TIMEOUT,635,599,36,0.943307086614,0.056692913386,21,0.033070866142,15,0.023622047244,215,318,0,102,207,305,0,87,687486902,1410645000,1419238880,2829883880,-2142396978,-3576622.667780,FILLED,223,376,0,0.372287145242,20816039.744395,-18043547.449468,0.684215960351,117921332.829716,17901901,70466037,REALIZED_CLOSED_EQUITY,-2142396978,0,2189898874,ENTRY_FILL_CLOCK,60000,1500,1000,,
TP15_SL10_T120S,366bbd90be9ce5fff6c11c0834dd8087ac9910899eb5db383a6c608788279e09,TP_SL_TIMEOUT,635,593,42,0.933858267717,0.066141732283,23,0.036220472441,19,0.029921259843,226,339,0,70,216,325,0,52,514633626,1396515000,1402948214,2799463214,-2284829588,-3853000.991568,FILLED,228,365,0,0.384485666105,20809932.122807,-19258887.978082,0.674965288882,129392046.138280,17685399,121177619,REALIZED_CLOSED_EQUITY,-2284829588,0,2311134586,ENTRY_FILL_CLOCK,120000,1500,1000,,
TP15_SL15_T15S,3a86cbd50109803537a8529ca8e87127eaf81966ed7856f1c9ae9a60ef954fca,TP_SL_TIMEOUT,635,601,34,0.946456692913,0.053543307087,23,0.036220472441,11,0.017322834646,155,173,0,307,148,162,0,291,1202623099,1415355000,1430388090,2845743090,-1643119991,-2733976.690516,FILLED,205,396,0,0.341098169717,19636326.629268,-14314563.005051,0.710134853219,21331176.023295,16893005,34601952,REALIZED_CLOSED_EQUITY,-1643119991,0,1693766163,ENTRY_FILL_CLOCK,15000,1500,1500,,
TP15_SL15_T30S,3043c713d0c966689793bf14b1da6403f981ec1994df4b92e61b91d1feb724b7,TP_SL_TIMEOUT,635,597,38,0.940157480315,0.059842519685,22,0.034645669291,16,0.025196850394,206,222,0,207,199,210,0,188,1017416662,1405935000,1418653009,2824588009,-1807171347,-3027087.683417,FILLED,221,376,0,0.370184254606,20777254.411765,-17018469.606383,0.717582903451,28054901.723618,22857134,50439705,REALIZED_CLOSED_EQUITY,-1807171347,0,1864019429,ENTRY_FILL_CLOCK,30000,1500,1500,,
