actor_id,actor_kind,dimension,segment,n,small_cell,fills,unresolved,fill_rate,net_pnl_lamports,expectancy_lamports_per_filled_trade,wins,losses,win_rate,equity_label
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_UTC_TIME,06:00-11:59,206,False,190,16,0.922330097087,-1304678929,-6866731.205263,64,126,0.336842105263,REALIZED_CLOSED_EQUITY
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_UTC_TIME,12:00-17:59,93,False,89,4,0.956989247312,-101436435,-1139735.224719,33,56,0.370786516854,REALIZED_CLOSED_EQUITY
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_UTC_TIME,18:00-23:59,129,False,122,7,0.945736434109,-199410286,-1634510.540984,42,80,0.344262295082,REALIZED_CLOSED_EQUITY
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_PRICE_IMPACT_BPS_QUARTILE,Q1,190,False,175,15,0.921052631579,-302461659,-1728352.337143,74,101,0.422857142857,REALIZED_CLOSED_EQUITY
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_PRICE_IMPACT_BPS_QUARTILE,Q2,132,False,128,4,0.969696969697,21241546,165949.578125,48,80,0.375000000000,REALIZED_CLOSED_EQUITY
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_PRICE_IMPACT_BPS_QUARTILE,Q3,158,False,149,9,0.943037974684,-204858376,-1374888.429530,47,102,0.315436241611,REALIZED_CLOSED_EQUITY
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_PRICE_IMPACT_BPS_QUARTILE,Q4,155,False,145,10,0.935483870968,-721125838,-4973281.641379,51,94,0.351724137931,REALIZED_CLOSED_EQUITY
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_ADVERSE_SLIPPAGE_BPS_QUARTILE,Q1,249,False,230,19,0.923694779116,-46914547,-203976.291304,85,145,0.369565217391,REALIZED_CLOSED_EQUITY
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_ADVERSE_SLIPPAGE_BPS_QUARTILE,Q2,69,False,62,7,0.898550724638,-89816889,-1448659.500000,21,41,0.338709677419,REALIZED_CLOSED_EQUITY
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_ADVERSE_SLIPPAGE_BPS_QUARTILE,Q3,159,False,154,5,0.968553459119,-1194259486,-7754931.727273,48,106,0.311688311688,REALIZED_CLOSED_EQUITY
TRAIL_A10_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_ADVERSE_SLIPPAGE_BPS_QUARTILE,Q4,158,False,151,7,0.955696202532,123786595,819778.774834,66,85,0.437086092715,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_UTC_TIME,00:00-05:59,207,False,196,11,0.946859903382,408543273,2084404.454082,81,115,0.413265306122,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_UTC_TIME,06:00-11:59,206,False,189,17,0.917475728155,-1239811993,-6559851.814815,65,124,0.343915343915,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_UTC_TIME,12:00-17:59,93,False,88,5,0.946236559140,-121850236,-1384661.772727,32,56,0.363636363636,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_UTC_TIME,18:00-23:59,129,False,122,7,0.945736434109,-224991034,-1844188.803279,42,80,0.344262295082,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_PRICE_IMPACT_BPS_QUARTILE,Q1,190,False,174,16,0.915789473684,-285420576,-1640348.137931,73,101,0.419540229885,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_PRICE_IMPACT_BPS_QUARTILE,Q2,132,False,128,4,0.969696969697,18424577,143942.007813,49,79,0.382812500000,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_PRICE_IMPACT_BPS_QUARTILE,Q3,158,False,149,9,0.943037974684,-216899254,-1455699.691275,47,102,0.315436241611,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_PRICE_IMPACT_BPS_QUARTILE,Q4,155,False,144,11,0.929032258065,-694214737,-4820935.673611,51,93,0.354166666667,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_ADVERSE_SLIPPAGE_BPS_QUARTILE,Q1,249,False,229,20,0.919678714859,-91624841,-400108.475983,85,144,0.371179039301,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_ADVERSE_SLIPPAGE_BPS_QUARTILE,Q2,69,False,62,7,0.898550724638,-43718144,-705131.354839,21,41,0.338709677419,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_ADVERSE_SLIPPAGE_BPS_QUARTILE,Q3,159,False,154,5,0.968553459119,-1229267761,-7982258.188312,47,107,0.305194805195,REALIZED_CLOSED_EQUITY
TRAIL_A15_G3_T30S,IN_SAMPLE_CANDIDATE,ENTRY_ADVERSE_SLIPPAGE_BPS_QUARTILE,Q4,158,False,150,8,0.949367088608,186500756,1243338.373333,67,83,0.446666666667,REALIZED_CLOSED_EQUITY
