mint,price_identity,max_return_bps,max_trades_since_t0,max_unique_buyers_since_t0,max_drawdown_depth_bps,max_3s_buys,max_3s_net_flow_reserve_ppm,broad_impulse_reached,broad_impulse_age_ms,broad_impulse_return_bps,broad_impulse_trades,broad_impulse_unique_buyers,broad_pullback_reached,broad_pullback_age_ms,broad_pullback_depth_at_activation_bps,max_pullback_depth_after_broad_impulse_bps,broad_proto_response_reached,broad_proto_response_age_ms,max_rebound_after_pullback_bps,max_3s_buys_after_pullback,max_3s_net_flow_reserve_ppm_after_pullback,max_reclaim_extension_after_proto_response_bps,data_valid_states,data_invalid_states
6NiqoukKXSDXpP7XPCns6ChhFbNCeuthAeAv1nEdpump,SOL_NATIVE,0,1,0,0,0,-1382,False,,,,,False,,,,False,,,,,,1,0
6NrqtoD8XSCKag5MQUqu6onEBLAiddVw4E1GjA4Kpump,SOL_NATIVE,0,2,1,7,1,333,False,,,,,False,,,,False,,,,,,2,0
6NutQrNcVe8TUxvYpWZzAomTPeHa3Y1G7wSTSeyApump,SOL_NATIVE,0,1,0,0,0,-706,False,,,,,False,,,,False,,,,,,1,0
6QHpHEY3bDriTp3wS2jZ1kgCRAw2gxr5917cwKKXpump,SOL_NATIVE,118,2,1,0,1,5850,False,,,,,False,,,,False,,,,,,2,0
6QnH5vD1ZXezYEjUCcrTk8eDSfLxuwEPV3kQ97dspump,SOL_NATIVE,127781,22,9,9270,2,27694,True,35315,81790,5,1,False,,,9270,False,,,,,,22,0
6QqpS5uaDJE6TD63pb4T8fwiSKWKFR8yjnh5Mgn2pump,SOL_NATIVE,0,1,0,0,0,-32044,False,,,,,False,,,,False,,,,,,1,0
6RUcauPdNQcJvuYLqhR4bTQPiiEyqZaobRQeLCy8pump,SOL_NATIVE,456,4,2,41,1,22016,False,,,,,False,,,,False,,,,,,4,0
6RZNdhUBrMzLHQn4sRwak5Rqkvthmt6JSCS3PxAopump,SOL_NATIVE,26754,123,46,5985,8,98092,True,2629,910,3,2,True,46674,1017,5985,True,278000,13020,8,98092,12784,123,0
6SjNgtGU1Yz8Eyhrg21xZrScnEWtb8pgEbMfryHGXjto,SOL_NATIVE,0,1,1,0,1,1664,False,,,,,False,,,,False,,,,,,1,0
6TBoYifkeUFiv3g8rFqHKJwGVtDkd99iuuzGLF9Xpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6TF1zu2MoEusj39JHJYjh9T5Grg5xdTH3XyfM9Wppump,SOL_NATIVE,91238,34,4,9028,2,7749,True,74864,18898,5,3,True,114328,3864,9028,True,286940,47093,2,7749,1239,34,0
6TYSnMcN1DX7c5d3RinZtCAhqczNQfMaStwrz2pRpump,SOL_NATIVE,0,22,7,5852,2,21372,False,,,,,False,,,,False,,,,,,22,0
6Ty4TYvR4o4V5QnCJUWfQMPrqtmaTJjk6SHeviCSpump,SOL_NATIVE,3164,40,20,1815,7,123143,True,15822,852,24,10,True,125054,1815,1815,False,,,,,,40,0
6U2Sebj6bVmVJemAZQmmUEGPtsa4wD877AzhbUuupump,SOL_NATIVE,0,2,0,861,0,-46071,False,,,,,False,,,,False,,,,,,2,0
6U84z6ukyyoEc3hCj28HVzk12JtSAXpVcPqL1kuypump,SOL_NATIVE,6366,13,10,293,1,42715,True,60687,520,4,4,False,,,293,False,,,,,,13,0
6U9dZDScmJKof73vWypkmSN2VwrbtzKQBxynJBFnpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6Ud9TEE51rtCna4CcWtiXpaBoL5sNGQ6st5UP5D5pump,SOL_NATIVE,2314,3,1,1,1,611,True,83935,2314,2,1,False,,,1,False,,,,,,3,0
6UvtDJwxLzamiXzcgmsdehRRLoXi6uPjYgJqoCSjpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6VQxvirCSMXkidzYPaH8hheoujCx3qAwidbNe685pump,SOL_NATIVE,7251,7,1,2616,1,761,True,11377,1065,2,1,True,41201,2616,2616,True,65029,2300,1,623,0,7,0
6VYWuGzXZHtb7Kerfz3EzJNiScJY5d1Np6i9pS23pump,SOL_NATIVE,0,32,10,9923,6,94776,False,,,,,False,,,,False,,,,,,32,0
6W2cLNvTYcKw7eVUmJNn2DBy8A3P7LPg1svCv4gYDL8A,SOL_NATIVE,0,1,0,0,0,-65841,False,,,,,False,,,,False,,,,,,1,0
6W7HE5uyNSUVmzTtsGx4QE1Q2suCLxkJysqNct3bpump,SOL_NATIVE,0,1,0,0,0,-2459,False,,,,,False,,,,False,,,,,,1,0
6WsjJzhPEDSQE3wVJwiaKzebjUWGvbMysAZ7gLXMpump,SOL_NATIVE,0,1,1,0,1,0,False,,,,,False,,,,False,,,,,,1,0
6X4XETRPAQ8nzCu8Sd7n3qsZW7PE1B4dTKt7TSw6pump,SOL_NATIVE,3236,11,7,3306,4,244157,True,2056,697,2,2,True,65138,1673,3306,True,99652,134,1,6642,,11,0
6XAwvXQmZn2NmEFYRnrCUiPWx8gm4TykZGhX7VR9pump,SOL_NATIVE,6634,19,2,5052,2,45323,True,5008,938,3,1,True,35576,4883,5052,True,176880,10178,2,31711,9109,19,0
6Xgu7RzzDuWKN6Jzp3H2STaAScaTmc66YP3FK934meb4,SOL_NATIVE,0,1,0,0,0,-1667,False,,,,,False,,,,False,,,,,,1,0
6Y4cPpuWk6h51sctgqVm6GA5AejmVphQBehyyecnpump,SOL_NATIVE,0,1,0,0,0,-9809,False,,,,,False,,,,False,,,,,,1,0
6Y6vKm53BegChJPqQ9D2i9bjZFvptSXzXFWYzXoa3Y3n,SOL_NATIVE,0,1,0,0,0,-173,False,,,,,False,,,,False,,,,,,1,0
6YaQdjat66iLNmy1EC6iLASVYV8spofzCa9NCejBpump,SOL_NATIVE,0,1,0,0,0,-1269,False,,,,,False,,,,False,,,,,,1,0
6YhBkxJx6DGBas5TUUxdt1vWz3Ab7MuBkEcaDtGEpump,SOL_NATIVE,0,2,1,2,1,87,False,,,,,False,,,,False,,,,,,2,0
6YjTEBFsapaJBBjS6ziXfQqfzdfa2EFsvee4FU54pump,SOL_NATIVE,2301,6,2,534,1,2747,True,4656,1313,2,1,False,,,534,False,,,,,,6,0
6Ywgrn4tpunQ25YAoQyuZkjGpSL2TzDKoyQYYgrcpump,SOL_NATIVE,679,6,5,232,4,33962,True,2465,679,4,4,False,,,232,False,,,,,,6,0
6ZPsuLeJqaJmFvZoF2YJK9GdEnkrw1Cg5nvnJmgSpump,SOL_NATIVE,13693,81,61,819,9,38790,True,24162,934,27,24,False,,,108,False,,,,,,81,0
6ZYKMixAwki3hC19397ycQUnrk4BtZ2YSeNKq19mpump,SOL_NATIVE,0,1,0,0,0,-48637,False,,,,,False,,,,False,,,,,,1,0
6Zx8x6VnkPTnzu4omumc9ff9J9SpjAXmfEoXuaZhpump,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,13158,7,1,1775,1,5659,True,4908,1802,2,1,True,16957,1775,1775,True,24154,11247,1,5659,9681,7,0
6a3uWxEtgvC5n3DuH8TZVDQvBkQAHZDbuSSM34Sc2U1P,SOL_NATIVE,0,1,0,0,0,-1693,False,,,,,False,,,,False,,,,,,1,0
6aNcAXbqLxzRtsSzYqbAVFhnhV1pq9BpRwhfxCZwpump,SOL_NATIVE,95233,29,2,4315,2,3352,True,8970,4898,2,1,True,15578,2133,4315,True,40430,85113,2,3352,20029,29,0
6aWJqwHzNdhLECdtTAUZ9AaBgGtkkSovjw5vhQBFpump,SOL_NATIVE,0,1,0,0,0,-9,False,,,,,False,,,,False,,,,,,1,0
6atxTFG7fZbiQ15DLxRqURSZP5kqSruBvrhhzPHqpump,SOL_NATIVE,0,11,1,9791,1,59872,False,,,,,False,,,,False,,,,,,11,0
6bHgrcBqj4RWjqeEJgxWnmgLC9T71h4Dteg5Mik5pump,SOL_NATIVE,0,1,1,0,1,16194,False,,,,,False,,,,False,,,,,,1,0
6bgvB3MPQiA5E6m18xPorvPyXV5atLKK1X99nw1Fpump,SOL_NATIVE,0,4,0,1914,0,-17414,False,,,,,False,,,,False,,,,,,4,0
6bh47LV9yxutwdNpsUxvJXgMLxWDCFeua5T8q4Wypump,SOL_NATIVE,0,1,1,0,1,321,False,,,,,False,,,,False,,,,,,1,0
6bwiGLq1mZZDcUpKU1FcTgWG9gwte8ZwwStpeoZHpump,SOL_NATIVE,69,3,2,8218,1,428,False,,,,,False,,,,False,,,,,,3,0
6c9KvGttoB9GyurFLqYw45cEpjeSHWuzSrwmTs2Gpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6cCBF9gtyp3c6VmyxUWzETk3yFmxhjvPm15cxicfpump,SOL_NATIVE,0,2,1,1,1,32,False,,,,,False,,,,False,,,,,,2,0
6cMF6PppSFRfnc9zCT1M2wxxk3aA4Xkd3AwVGb3fpump,SOL_NATIVE,3354,8,7,86,7,179259,True,2,1381,2,2,False,,,86,False,,,,,,8,0
6crppbS8d8xQHeA6wbe1FwHL2TRcchPztfEWE6jkpump,SOL_NATIVE,4729,45,6,8123,3,52888,True,4876,2216,2,2,True,14654,2019,8123,True,67890,6860,3,52888,3813,45,0
6crzsf9H2e49AzGz1vsjwptZjQLsyVK1ZUZPL365nM14,SOL_NATIVE,1419,12,4,1246,3,98109,True,1,639,2,2,True,23763,1066,1246,False,,0,1,-31616,,12,0
6d7Xcfkqinfcyx15j8YMZQ2h5jF9KS5tvsP7YKftpump,SOL_NATIVE,0,2,0,166,0,-10183,False,,,,,False,,,,False,,,,,,2,0
6d82jE3VCP4uiKCqLeZptjKbjwBaNvVHNn4wT2sKpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6dQHm1D4S8FEeNMVtNBPqQyyyTksMVh2j8tJg3d7pump,SOL_NATIVE,3257,9,9,0,8,168251,True,1,582,2,2,False,,,0,False,,,,,,9,0
6dRSbtMsAAkyEJwFunPqrzEakGfCghmppgQwp7Vmpump,SOL_NATIVE,954,11,4,291,4,59701,True,36908,557,10,3,False,,,0,False,,,,,,11,0
6dsibqAMYvqBJfx5etwKECzNALZ2CKu9a3TrHPu1pump,SOL_NATIVE,0,1,1,0,1,2511,False,,,,,False,,,,False,,,,,,1,0
6dv1pDCxbVbniHNPwidN32QWjVpitWmDrdQgHSTkpump,SOL_NATIVE,1499,13,2,7213,1,3281,True,5584,1499,2,2,True,8323,3086,7213,True,51071,2933,1,1973,0,13,0
6ecNkh5eYppMQJxKdo16sAJQQmwCWLGpChiUGt9bpump,SOL_NATIVE,0,1,1,0,1,15655,False,,,,,False,,,,False,,,,,,1,0
6eqKKzyYRbWKbWrvQhNyKdCtq28NGYeSVtMZ2LfSpump,SOL_NATIVE,0,1,0,0,0,-1,False,,,,,False,,,,False,,,,,,1,0
6fXyEHtV5DDVN5WQdefuVDtmXQvYAc58LaLBtZCTpump,SOL_NATIVE,0,1,0,0,0,-491,False,,,,,False,,,,False,,,,,,1,0
6gCteDkvNjTsw2dL36Eek7EjiJURz1gsXbrEFjpSpump,SOL_NATIVE,2806,7,2,4974,2,1971,True,3932,1026,2,2,True,12674,1704,4974,False,,0,0,-1269,,7,0
6gW8JNETpeWTDyJtozsVDJjQ7zk69sfTVbQjPCrYpump,SOL_NATIVE,0,1,1,0,1,37892,False,,,,,False,,,,False,,,,,,1,0
6hFzZsZFchximX5HAr7ocE6uciR1cLMx3APKxTqppump,SOL_NATIVE,0,1,0,0,0,-1713,False,,,,,False,,,,False,,,,,,1,0
6hXkwpXUsaKZuk4YEc4gNEpspV3Xq8kGBTn34FWNENgB,SOL_NATIVE,0,1,0,0,0,-297,False,,,,,False,,,,False,,,,,,1,0
6hYj99fVZMgSYFRyVpEGx1KJrNLE95RqMDvwwRjxfXe6,SOL_NATIVE,0,1,0,0,0,-2471,False,,,,,False,,,,False,,,,,,1,0
6i2Sqq7cvpWwxAAWeEEMz3URyJUmhbRHqYta4X9Ppump,SOL_NATIVE,1517,5,4,207,4,102236,True,1,619,2,2,False,,,207,False,,,,,,5,0
6iZtuduxpVjC16gFgNgLHuvqy5AdaVMWBcq3uRMEpump,SOL_NATIVE,842,19,14,159,3,13444,True,37070,570,16,11,False,,,0,False,,,,,,19,0
6idpSqP5DhC2sRTSJHMhCEuPHSt1ysm4JNtLBoiTpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6inCHFLrQ55VwjyJpeDuBPtELYJcTEryygdpfukxpump,SOL_NATIVE,0,1,0,0,0,-512,False,,,,,False,,,,False,,,,,,1,0
6jQDGqBr6A88aKdkq9Mpv6CJMbD3V8zg1FYsbTu4pump,SOL_NATIVE,0,3,2,241,1,2033,False,,,,,False,,,,False,,,,,,3,0
6jRTP7MWb8ihnXLJc3R58i5ExrMvAxV9CybXPvYepump,SOL_NATIVE,0,1,1,0,1,4263,False,,,,,False,,,,False,,,,,,1,0
6jfwyCmuXQpcqtQrGiyYafMPtpK4WvYc9qnbmMXTpump,SOL_NATIVE,0,1,0,0,0,-55,False,,,,,False,,,,False,,,,,,1,0
6juVPMLPFzX4nx2eWmMjQw1MZvG1rdgW35da3R7hpump,SOL_NATIVE,0,2,0,37,0,-1070,False,,,,,False,,,,False,,,,,,2,0
6k4vbc5hB5Dzpyty2qzck1GvpCuqWDUqU2bmifQhpump,SOL_NATIVE,0,2,0,0,0,-40633,False,,,,,False,,,,False,,,,,,2,0
6kBT9Y4LFhdYAHC7mJtouEsTxrvuKcVSmkJdkDrmpump,SOL_NATIVE,0,1,0,0,0,-1,False,,,,,False,,,,False,,,,,,1,0
6kMgsfZPDc7SoXrxER3GmRmVesBm1Dh36VKqYPcspump,SOL_NATIVE,0,1,0,0,0,-36579,False,,,,,False,,,,False,,,,,,1,0
6kcHwu3LEUPcgwadnYtzXcpE1W2pBtKayuPVUdcjpump,SOL_NATIVE,21,9,2,2199,3,798,False,,,,,False,,,,False,,,,,,9,0
6mQdqW3RiGcREnX2P9kR6nAwLwsFrYdXio2WhpS5pump,SOL_NATIVE,0,1,0,0,0,-32922,False,,,,,False,,,,False,,,,,,1,0
6mbv7s97kmEELAtujNUCXh4pFUcduUSeHutrmuRkpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6mwhWJh9i6KQbpLNYemX15Nz8ohKd5nxJibYNpjqpump,SOL_NATIVE,0,1,1,0,1,325,False,,,,,False,,,,False,,,,,,1,0
6nPwaUCaZTbFwR3r6Jkq3juaXxUa6T4dQ1xhi7uspump,SOL_NATIVE,0,1,1,0,1,2655,False,,,,,False,,,,False,,,,,,1,0
6nZgBu1Un7t9VcLkKN5PNMXSxEhYFLDsAwL6JeF1pump,SOL_NATIVE,0,1,0,0,0,-35,False,,,,,False,,,,False,,,,,,1,0
6obNnzoANuFwz6sLe1r1SZ61Q6x1xZpnCjGxbUC7pump,SOL_NATIVE,0,1,0,0,0,-33,False,,,,,False,,,,False,,,,,,1,0
6onx45WsG44ZEPejY8TqoK8ik6Mb7qq1nk6v3VURpump,SOL_NATIVE,0,1,0,0,0,-19335,False,,,,,False,,,,False,,,,,,1,0
6pMDSx3dC9gAFgFyb19DgaBpdP2q1mv3w4Gj4sRn5n4X,SOL_NATIVE,98,2,1,0,1,4865,False,,,,,False,,,,False,,,,,,2,0
6pbTuQBjYyNjddSLYKgpk8t7YtWivGESSeFxZfiCpump,SOL_NATIVE,39,8,2,5445,2,7926,False,,,,,False,,,,False,,,,,,8,0
6pgdEji9E14w4CUvMu5kuKc1wPY1JgNFBt4Pv4A6pump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6q4aYKL8HTqdcVzUtupcBiTSBYFPa6wzRaH57VU3pump,SOL_NATIVE,0,2,0,545,0,-37141,False,,,,,False,,,,False,,,,,,2,0
6qFcpEmZ9ggd5Hqn5GRL8umUrRh9ateNMKDKPhs7pump,SOL_NATIVE,3232,50,6,9153,4,25583,True,7291,1295,2,2,True,17198,2687,9153,True,39078,22650,4,25583,18889,50,0
6qFhtdggYQbxyzx4iZU5XoxuSwQWiii5MJwt21F9pump,SOL_NATIVE,9,11,4,3912,2,618,False,,,,,False,,,,False,,,,,,11,0
6qJ3ygeR2DMe5ZV25V1ZEZMBRStPEDAgXwYghfo2pump,SOL_NATIVE,0,1,0,0,0,-43457,False,,,,,False,,,,False,,,,,,1,0
6qykUGwgHVPPaF9pFaj7ps9QDu6uUbNmDbmwcMispump,SOL_NATIVE,0,9,2,2332,2,43006,False,,,,,False,,,,False,,,,,,9,0
6r4esz647vHSpoeRT6bmP8q735wau1qSXe1sDC4Wpump,SOL_NATIVE,0,1,1,0,1,42954,False,,,,,False,,,,False,,,,,,1,0
6rNXwBJoJkkvjgNKYRLWEJp8k2mkzVTXM8S8vo7hpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6rkDRxSnVKMgqqd499MLZmYTpK9n79rvnd9XKKwTpump,SOL_NATIVE,0,1,0,0,0,-1,False,,,,,False,,,,False,,,,,,1,0
6ru7J1nED2JceVoGUSssBD3yXrLg5BX8UHE5wbFjpump,SOL_NATIVE,0,1,1,0,1,10270,False,,,,,False,,,,False,,,,,,1,0
6rvzt94uNcyK37EzcuMXoa8L7kBng8zp1XbbMnFTpump,SOL_NATIVE,0,1,0,0,0,-176,False,,,,,False,,,,False,,,,,,1,0
6s2QkSPa8MgYonu1Twt3pX19HApCvwg5VTqDrCpQpump,SOL_NATIVE,0,11,4,9849,1,276266,False,,,,,False,,,,False,,,,,,11,0
6sCLdjJp1BGy5DmMLkFYCv6Aeu82Y9iqSNhNwfWKpump,SOL_NATIVE,520,7,5,261,5,25858,True,2409,520,5,5,False,,,261,False,,,,,,7,0
6sNszQahQmQDMSYHSSgToffSYWKGiCyYdqhGdLbpump,SOL_NATIVE,23964,44,14,9711,7,73693,True,122,1960,2,2,True,33122,2707,9711,True,146036,9041,5,71674,8738,44,0
6sgpaiVijqLsiVQMHoaNZh8mAFDqXsEGS7z3Ffk3HChZ,SOL_NATIVE,0,4,1,585,1,-7554,False,,,,,False,,,,False,,,,,,4,0
6sio7F8T2ZdmMqJNDnAE7Z9uEfa5NSz6d5EQ2PVHpump,SOL_NATIVE,3608,27,6,9841,2,5517,True,8334,2283,4,2,True,13977,1309,9841,True,113660,10102,2,5517,2163,27,0
6tGqPXCfwFeHxSVdEVpmj9yBHaxzXVQt7FvKwXzbpump,SOL_NATIVE,548,4,1,1889,1,-10814,True,2364,548,2,1,True,17960,1018,1889,False,,0,0,-52285,,4,0
6tZgFcGBJTDLeWCnsfDLzicESsi5T4D1aECt8m3Lpump,SOL_NATIVE,0,1,0,0,0,-10,False,,,,,False,,,,False,,,,,,1,0
6uG9PyELk3byLUdGLUDD1AwNCSEfQDqi5h5YXkQHdCe5,SOL_NATIVE,0,1,0,0,0,-11252,False,,,,,False,,,,False,,,,,,1,0
6uR2tcwXZsXwdHh7K9SzMKiFeuHqBfmeyuG3xjqYpump,SOL_NATIVE,12361,10,10,0,5,426423,True,2,2706,2,2,False,,,0,False,,,,,,10,0
6unCTMujA6BPgstNQ6TRb5M1tuYihXi3m5MBmreYpump,SOL_NATIVE,0,1,0,0,0,-2596,False,,,,,False,,,,False,,,,,,1,0
6uoZ8Gi5t5m3AdvZcZ7MNAzCPsh7RMnKFjCiNBe8pump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6vQWVa9Digp98Deqdd91yyXxiiypzk3oHWjtY5eSpump,SOL_NATIVE,0,1,0,0,0,-17,False,,,,,False,,,,False,,,,,,1,0
6vmcnkcF12CrFgnztEE18Hr5p8Sb4zL2S13mDM4mpump,SOL_NATIVE,0,1,0,0,0,-32,False,,,,,False,,,,False,,,,,,1,0
6wBC7wdj9momvYSNGUByQbqbLgfpry1AX42XR2Cmpump,SOL_NATIVE,0,1,0,0,0,-2,False,,,,,False,,,,False,,,,,,1,0
6wPXe8q56DQxnwFGUAwiJ6Wb7U5yW1ZT6MbQfFoZpump,SOL_NATIVE,666,4,1,2783,1,224,True,7122,666,2,1,True,15829,1913,2783,False,,0,0,-238,,4,0
6wngz2Kvd6pxdW9eTp8mHoDyYv1LcDk4D5fxKNmE2uHi,SOL_NATIVE,0,3,0,933,0,-28483,False,,,,,False,,,,False,,,,,,3,0
6wogx4ja7acVYj37e2kyDDStjWmfJFgjYwz5wtSopump,SOL_NATIVE,0,1,0,0,0,-22962,False,,,,,False,,,,False,,,,,,1,0
6wv3hgxADW8Nx9tQRLgMrTKy3d67hxZhxrgB9CnEpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6xEhaS9Shut97UW2LzmgUTf9UwjYSeFDGjcK62Eupump,SOL_NATIVE,0,27,18,2453,14,21372,False,,,,,False,,,,False,,,,,,27,0
6xefuyAvqgSAV5bgG28p9Ud3FhMTXqqD9Bn3onw5pump,SOL_NATIVE,0,1,1,0,1,2910,False,,,,,False,,,,False,,,,,,1,0
6xh7h93XbE3qYa5xhSpBjMBpBJHj98Eb9dnePsTpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
6xrTCZ1nAWeKGHM1AyWxxXsGwRjwc1vba7BAHyZVpump,SOL_NATIVE,0,1,0,0,0,-1182,False,,,,,False,,,,False,,,,,,1,0
6y11mzyUfRZGXvtM3kezzixFMLsQe3YxtYVT534zpump,SOL_NATIVE,0,3,0,263,0,-7999,False,,,,,False,,,,False,,,,,,3,0
6yRrxfmbna8VPoe6fRsmft85zPWEhuyB2XKqPgoEpump,SOL_NATIVE,0,1,1,0,1,6015,False,,,,,False,,,,False,,,,,,1,0
6z3yt4Z6maTYKY6uaKcyjXbwXPAVTdcLrfGreym7pump,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,3,1,4317,1,853,False,,,,,False,,,,False,,,,,,3,0
6zrMfbiPEPRmnbzmAq4EspsZmzVKDkCdZTS6ScFQpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
711JSDEU3zDp9CCWPWvG4BR9uXz8TqSs2SddDd2Qpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
71QaCoPdxETJY6wkLYteF9HH2y7nBo3vyMkDdPt2usts,SOL_NATIVE,0,1,1,0,1,283186,False,,,,,False,,,,False,,,,,,1,0
71QuXR9YKmLYYffNVTaHpk4BSgi4kjfn16jtQi3upump,SOL_NATIVE,5721,5,5,0,5,336584,True,2,1399,2,2,False,,,0,False,,,,,,5,0
71TPZoZJXA4ns3twKQbN8GEzxxSbyGfMybyBGS9opump,SOL_NATIVE,11509,83,6,9596,4,120824,True,70,2900,2,1,True,2573,3032,9596,True,173836,13928,4,120824,12628,83,0
71q9TvSuhDwuxcC2LK3Mi5XxPwgHwhkAvbrt3Pbxpump,SOL_NATIVE,1797,62,26,6439,6,144461,True,21549,1147,21,7,True,56850,3361,6439,True,174578,1398,4,17683,59,62,0
71yArK62EudjmDev8qm1u9pZqxr7BVGmPvRKWLqZpump,SOL_NATIVE,0,3,1,4,1,46,False,,,,,False,,,,False,,,,,,3,0
72ZEKPtHWbgUDSL1tafo6fgabFZrVjqiuQMprnW3pump,SOL_NATIVE,0,1,1,0,1,141343,False,,,,,False,,,,False,,,,,,1,0
72ghv9CEhahxx2eZU2wQnquQPJETquSiEG6S4fwZpump,SOL_NATIVE,0,1,0,0,0,-353,False,,,,,False,,,,False,,,,,,1,0
72hxKmcdYuMLS8WhDMiRPKAYvy1BFZvgcHS4MxiNXEmj,SOL_NATIVE,651,2,2,0,1,31028,True,35853,651,2,2,False,,,,False,,,,,,2,0
734UtxFNNSPA9QrMMSR4ceJkDE3jnUgiPV8ZLD9Cpump,SOL_NATIVE,3507,19,6,7195,2,205040,True,16341,922,6,3,True,20977,1418,7195,True,41324,4410,2,83054,3318,19,0
73EiZ5NeUMWrw7xEUTuSjZb6wzG6K1mvPTZMviwr6sbB,SOL_NATIVE,2199,4,4,0,3,258796,True,2,1014,2,2,False,,,0,False,,,,,,4,0
73XVzayrPDQDrpfqYcBkAHfWFRhZeKvMZ6o5fEWBegP8,SOL_NATIVE,2062,5,4,247,4,131034,True,0,815,2,2,False,,,247,False,,,,,,5,0
73tUWuqQQprj2cTJZF4b15eRnuAdZdLzzCqumBwMpump,SOL_NATIVE,286,94,43,5207,10,65465,False,,,,,False,,,,False,,,,,,94,0
74DbWwKbjAXgD98F52UmdCgRtaU1StmVMofTdk5tpump,SOL_NATIVE,0,2,1,2695,1,6948,False,,,,,False,,,,False,,,,,,2,0
74Vdp4DHNJbpHw8MF1QkDQaWZ8mqWhANj9n6N3XDpump,SOL_NATIVE,0,4,0,2546,0,-73091,False,,,,,False,,,,False,,,,,,4,0
74s8J583H29zEnxDF9yQiGCY2YZ6h4GK7645tHKgpump,SOL_NATIVE,3738,9,4,9265,3,197511,True,2517,3738,3,3,True,16058,2838,9265,True,181078,4158,1,7363,,9,0
752a2kRmw277NriZRemhnMffmLX91WckDgFLZhCsM9hC,SOL_NATIVE,0,2,0,752,0,-5622,False,,,,,False,,,,False,,,,,,2,0
752y1QBLEaug9K1XFsn4zLkM9JioFV3dCXH5diUpump,SOL_NATIVE,0,1,1,0,1,164,False,,,,,False,,,,False,,,,,,1,0
754NmFdRmxEXuUPLBy5raM5QW48ie1qV6fUYCcRSpump,SOL_NATIVE,19821,236,49,7952,3,12550,True,29230,621,12,11,True,279226,7421,7952,False,,54,1,2668,,236,0
75ScaQj8YnnGhmzZiZ3jtHxack9X6cGRr5red8bhpump,SOL_NATIVE,0,1,0,0,0,-20,False,,,,,False,,,,False,,,,,,1,0
75f9bRL7zHvNPCgmF3rpamVLxLhq65hdqJsQjuvhAcvV,SOL_NATIVE,4178,7,3,3815,1,28827,True,11340,3812,2,1,True,70554,3815,3815,True,127168,333,1,2729,,7,0
76FoevbY49irugigP6wyT3ksVcxVp6kqryfZzNPXpump,SOL_NATIVE,0,1,1,0,1,21,False,,,,,False,,,,False,,,,,,1,0
76LSALDFZLvMLwS1F1UjL8pYgX2vKqJgETsJ8pj6pump,SOL_NATIVE,0,1,0,0,0,-1384,False,,,,,False,,,,False,,,,,,1,0
76RHWtajnS5FBtwtQEnBi71f1W1v9nub4JpHQjaXvgB9,SOL_NATIVE,0,1,0,0,0,-73225,False,,,,,False,,,,False,,,,,,1,0
76bCW4Sf3M1vk36AK3PuUk4uHQrCPiWS8M1gbzDcpump,SOL_NATIVE,0,2,1,118,1,6513,False,,,,,False,,,,False,,,,,,2,0
76h6KVURfVTzhM65CKgyHYgdmATQ6u7KqfDfGpUZpump,SOL_NATIVE,0,1,0,0,0,-566,False,,,,,False,,,,False,,,,,,1,0
77KC7TMEmAtjoMPnep2RHQdLXvjMHA1NdGkh1JwWpump,SOL_NATIVE,0,1,0,0,0,-326,False,,,,,False,,,,False,,,,,,1,0
77QEm9TjeEKuQPJsnqsKDbdswShJuG3YivwM8X1Kpump,SOL_NATIVE,5971,134,65,2145,7,40598,True,48009,1347,44,21,True,80475,2145,2145,True,80477,7791,7,40598,7586,134,0
77XeKnSBH6acxoUiAcc1jeg6Cz2s6QwBZCKoVENipump,SOL_NATIVE,0,4,0,3275,0,-9,False,,,,,False,,,,False,,,,,,4,0
77nVXyBFpodeqNznEAFL6e7hM2Z4aVQX7EiUHVDVpump,SOL_NATIVE,630,14,4,4226,3,47408,True,21,542,2,2,True,9818,1091,4226,True,12351,463,1,-7267,0,14,0
