mint,price_identity,max_return_bps,max_trades_since_t0,max_unique_buyers_since_t0,max_drawdown_depth_bps,max_3s_buys,max_3s_net_flow_reserve_ppm,broad_impulse_reached,broad_impulse_age_ms,broad_impulse_return_bps,broad_impulse_trades,broad_impulse_unique_buyers,broad_pullback_reached,broad_pullback_age_ms,broad_pullback_depth_at_activation_bps,max_pullback_depth_after_broad_impulse_bps,broad_proto_response_reached,broad_proto_response_age_ms,max_rebound_after_pullback_bps,max_3s_buys_after_pullback,max_3s_net_flow_reserve_ppm_after_pullback,max_reclaim_extension_after_proto_response_bps,data_valid_states,data_invalid_states
Aw9DHBx8R5hJpqtL9opMEbwEKrq6JduKuz78t1ampump,SOL_NATIVE,4657,24,17,2214,8,251808,True,1,1072,2,2,True,17374,2214,2214,True,17375,3110,4,35936,2253,24,0
AwKgLNg2FG4ztEELSHhzi1j3nHcGoqwuWFWjouo1pump,SOL_NATIVE,0,1,0,0,0,-273,False,,,,,False,,,,False,,,,,,1,0
AwMfZ7Zw4RG6CtXcUzfBW3rLpyMy696skBJ8Bjzvpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
AwZNrUSNtqryPDS34GakzmxotYhrPRdKr99jK56Lpump,SOL_NATIVE,0,2,0,1910,0,-21,False,,,,,False,,,,False,,,,,,2,0
AwgKTAZyha9nZMrutB6RBNNS9VABGyETb6pubeW3oqzk,SOL_NATIVE,0,2,0,667,0,-39526,False,,,,,False,,,,False,,,,,,2,0
Awxq2eHxwvwNquvpTDQCu8tpQrN83TGnMZruZNbRpump,SOL_NATIVE,0,2,1,2263,1,29827,False,,,,,False,,,,False,,,,,,2,0
Ax9ifweZmA6PnP7PxN6pt44gcoGzLq4kQpbXKGdqpump,SOL_NATIVE,0,2,0,13,0,0,False,,,,,False,,,,False,,,,,,2,0
AxAHCTBv4p7w257XLybFkpPxzSchPUmnkAhnUJenpump,SOL_NATIVE,34,9,4,1182,2,1678,False,,,,,False,,,,False,,,,,,9,0
AxB9HVBRfBvd32Diiee6b5hNVd2YrFDHKQ3LxNaopump,SOL_NATIVE,0,1,0,0,0,-26337,False,,,,,False,,,,False,,,,,,1,0
AxFT1YGrrf4NKb7eg99iW3vMhWQMEamk2DJLKGYnpump,SOL_NATIVE,0,1,0,0,0,-4799,False,,,,,False,,,,False,,,,,,1,0
AxRSag2D4tEWN6UiK8aqoL6LSb7vfVkBBzd7Yawzpump,SOL_NATIVE,0,1,0,0,0,-1372,False,,,,,False,,,,False,,,,,,1,0
AxpFP4eFRYdyhwvnq741KSejU1XCmwNWDnYPo8d3pump,SOL_NATIVE,6,2,2,0,1,302,False,,,,,False,,,,False,,,,,,2,0
Axt1wS9jQnSNPVhazug5oFCfcP2hnqeq8sZnSPE4pump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
AyPDUKiXCiJUhRuKhknsKP2U8UgwnyYVSoa5zbSRpump,SOL_NATIVE,175,13,5,5750,1,345013,False,,,,,False,,,,False,,,,,,13,0
AyRNqbak1GGzRtWtwXEBcBHws8pW7yKWELeUJLAvpump,SOL_NATIVE,0,1,0,0,0,-685,False,,,,,False,,,,False,,,,,,1,0
AyS36fPw5c1N1AoXoVrQ3Kb4XWv3ZV7QeNjx7izzpump,SOL_NATIVE,573,4,4,0,4,59542,True,2504,552,3,3,False,,,0,False,,,,,,4,0
AySszwe1ZTRTWj1Y2Svu76LGmRYKWk4WdmGdHFXKpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
AyaUSQj8pw4j8keAaiPGBrzV75Ut5W5459vZv6vfpump,SOL_NATIVE,0,1,1,0,1,862,False,,,,,False,,,,False,,,,,,1,0
AzCVmuWQkxLeSqwXYV86kXJRCwS4Rg8kFbGGoZhapump,SOL_NATIVE,0,1,0,0,0,-19997,False,,,,,False,,,,False,,,,,,1,0
AzMrfHapYFAQpbwZjZpfpkQFyUnSYfKJnwGk5eBwpump,SOL_NATIVE,0,1,1,0,1,18006,False,,,,,False,,,,False,,,,,,1,0
AzsAnEYfUVALdvmgfnUUt2ge2oNAAa2HPakZjU23pump,SOL_NATIVE,0,1,0,0,0,-183,False,,,,,False,,,,False,,,,,,1,0
B16Qywdi8kByHeZnbjzyazANuEXGMaVVRtz9Cbd9pump,SOL_NATIVE,0,1,0,0,0,-9,False,,,,,False,,,,False,,,,,,1,0
B19zXV5MqKfwxUw3jVAp4KTiqfYpyyDATwN5u6Kqpump,SOL_NATIVE,0,2,0,122,0,-23666,False,,,,,False,,,,False,,,,,,2,0
B1JnhwRpjY9WNYcVJX7JaUHDHZ8Nvi3b6pFUbJnQpump,SOL_NATIVE,0,9,0,1184,0,-3362,False,,,,,False,,,,False,,,,,,9,0
B1cU1vpFp9TEjyh5eKvQmxpetyvjZrtxXZQ4hDWBpump,SOL_NATIVE,0,15,1,1405,1,-3324,False,,,,,False,,,,False,,,,,,15,0
B1joCxDHGxtzX5aRSnF5uGZWPzxNMVvxdkcHBPaRpump,SOL_NATIVE,0,3,0,405,0,-1895,False,,,,,False,,,,False,,,,,,3,0
B1nheRjFDnGCRD7v24XJ2TpPAHWL83RK7aDNbfjMpump,SOL_NATIVE,0,1,1,0,1,28,False,,,,,False,,,,False,,,,,,1,0
B1yxyoP9yG754KqXW2bUbCVT2Dp2yCwY2aWuR51Gpump,SOL_NATIVE,14084,29,15,6315,17,426423,True,1,2706,2,2,True,17782,3655,6315,False,,0,1,-385846,,29,0
B29SR2tU5nR6v6UbBBThEygC9323A24NPF2cdvrwpump,SOL_NATIVE,10383,17,5,6136,5,272667,True,0,2243,2,2,True,15560,2531,6136,True,23638,4310,3,173920,2607,17,0
B2VntjQtCLcfek7bZiB8SFR8rbnAmddctRc1KsYVpump,SOL_NATIVE,1346,20,4,836,6,73997,True,13487,518,12,3,False,,,836,False,,,,,,20,0
B35manTCnrU2ky9XUbKyxcQkE3SCarzJ6Uji5zEdKpLk,SOL_NATIVE,659,14,7,3128,3,34753,True,2622,659,3,3,True,14908,2706,3128,True,23805,625,2,9762,63,14,0
B36yvmToe5inYF1DDdC6MiyRtzaaHDgVt35xFMWzpump,SOL_NATIVE,13,122,4,4934,1,21155,False,,,,,False,,,,False,,,,,,122,0
B3smasfGqTbq8NTnX9xNiVf2YWPyvAfRtJy19o81pump,SOL_NATIVE,0,1,0,0,0,-619,False,,,,,False,,,,False,,,,,,1,0
B4H3RAN8xYwnA8Qf9FAku7dqsTGQckDq285qEdU7pump,SOL_NATIVE,449,2,2,0,2,49584,False,,,,,False,,,,False,,,,,,2,0
B4UrMjg6xT27DH65f2p9YZzGMaaJaqvr1uLeLa4apump,SOL_NATIVE,1597,21,12,8225,5,72980,True,75943,510,14,9,True,98589,8222,8225,False,,0,0,0,,21,0
B4jSGfWcA31GD6fMaGJ9XKU7UhhMwR3RbcXGh1Jppump,SOL_NATIVE,2571,3,3,0,3,202106,True,2,1249,2,2,False,,,0,False,,,,,,3,0
B5CrrbdHp2rTxycmbwAy4tdLwxk2FeUFzsSoPer5pump,SOL_NATIVE,0,1,0,0,0,-3440,False,,,,,False,,,,False,,,,,,1,0
B5HEUj7Qjo6QKsh262tzKVPYiBZnvwuVbvPfLYKypump,SOL_NATIVE,0,1,1,0,1,230,False,,,,,False,,,,False,,,,,,1,0
B5La77wcHinBjMo3cFJkvEgEWkM3SjxwFzvFZ2bapump,SOL_NATIVE,0,1,0,0,0,-9071,False,,,,,False,,,,False,,,,,,1,0
B5Nj2fpMz6ondbu2TD172tQLyLmzrtgQ4jJqPw3tpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
B5a8vA7ShmdmcugMNMpa4Axc5Jo3HvNZUEAqydkQpump,SOL_NATIVE,0,2,0,96,0,-4697,False,,,,,False,,,,False,,,,,,2,0
B5b9RdYxMK4sX7m58CVvYQt5VQsvevU36fE7CCz3pump,SOL_NATIVE,0,3,2,132,1,6623,False,,,,,False,,,,False,,,,,,3,0
B5dgnGxYVgYRqopqrVAfBKDJZ1pGesuk924Ri97Lpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
B5dxWPLe3iVgWBWhwoWvvN9NhCyWao7G4ZPeWoAWpump,SOL_NATIVE,0,5,0,2748,0,-20039,False,,,,,False,,,,False,,,,,,5,0
B5kt2TpevFWePavTni5xWeCJ38sB8QgVVBZs6Rtkpump,SOL_NATIVE,0,1,0,0,0,-120000,False,,,,,False,,,,False,,,,,,1,0
B5qtdQTve5BzzGTAAfNcrJeobvur6u1SPjq2CXyApump,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,4737,6,1,2939,1,46677,True,14809,2124,3,1,True,38941,2939,2939,False,,,,,,6,0
B66jaibTCKg17XZ4y4AHZFYgTRSG99GdjA9Fjh4Vpump,SOL_NATIVE,0,1,0,0,0,-166,False,,,,,False,,,,False,,,,,,1,0
B6FgnQMU4VZKrC3fxVJfQ9MbaUBBn6XCsXg4mRUFpump,SOL_NATIVE,0,1,0,0,0,-15670,False,,,,,False,,,,False,,,,,,1,0
B6HQV3wsCqA37k3Vp94WrKMvzdnVGkjGTu3tXmUtpump,SOL_NATIVE,0,58,13,7081,9,46673,False,,,,,False,,,,False,,,,,,58,0
B6KnRgsr2MdtF7DdQtb6QxL1Zo3wdPfNVoscn6aipump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
B6dF5TSofX9AT2xFy8D6CuMWtiT3iTPPJWBaNa2Ypump,SOL_NATIVE,2331,2,2,0,1,13600,True,155772,2331,2,2,False,,,,False,,,,,,2,0
B6zNpCq82H1PqrMWFf9kLkyGzDhu2NMkqiz5SVXVzV2r,SOL_NATIVE,9063,48,27,7104,12,172800,True,2849,536,5,4,True,65097,1632,7104,True,247419,220,1,8934,,48,0
B74C6sghBbSJgcpZxfaoryU5NzcvZXqp4UjJZ9Dppump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
B7LsPdY86bbxGvtV44Dz1BUTeaAcVxshPNvqgVdZpump,SOL_NATIVE,0,21,4,9672,1,58577,False,,,,,False,,,,False,,,,,,21,0
B7PKCAUcUEfMBXfAe1LdkT3c9rMDKqRvZDoZKM2Tpump,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,1,1,0,1,581,False,,,,,False,,,,False,,,,,,1,0
B7WueYMFiBHyxe7h74tABqYYVdouZpdH5UU2pRV2pump,SOL_NATIVE,0,1,1,0,1,2171,False,,,,,False,,,,False,,,,,,1,0
B8FpNxdyjeGEDvMqsTYfwa6qfDZYSi3UMg5Q8UQ8pump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
B8esAhxfboHgazcUUhaXTerfXKPdsTrGFQN82D2ipump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
B8qUT5opU1cbDd545qejxGqrTj5Mr7aCiwhTBnkeFzgp,SOL_NATIVE,0,1,0,0,0,-1667,False,,,,,False,,,,False,,,,,,1,0
B91Z5VjtSSWdUUQFk4B77xgL6mbdsP5LsvDYyQnypump,SOL_NATIVE,1577,6,6,0,5,143135,True,2,816,3,3,False,,,0,False,,,,,,6,0
B98mcHr8GJ8ySR5JyQo3VkzJVLj7e6TUzFHNztcKpump,SOL_NATIVE,0,2,0,5,0,-8053,False,,,,,False,,,,False,,,,,,2,0
B9D5uDCxJmr9reRMoUdzvrS8sefwCDyQXGoTNNg3fgYw,SOL_NATIVE,0,2,1,129,1,6476,False,,,,,False,,,,False,,,,,,2,0
B9X7e2TqUA2f4dWgtwj3fHiaqNEe3FaBig3PvUULpump,SOL_NATIVE,0,1,0,0,0,-39443,False,,,,,False,,,,False,,,,,,1,0
B9cvX9jEHSSafCj4v2keapUAE1MPXJSj5VCbsi68pump,SOL_NATIVE,3290,21,14,5378,6,92899,True,2243,728,4,2,True,59948,1173,5378,True,59960,2477,5,29694,2302,21,0
B9p4TwbVq4EQ7pjiGpYg58kLG8yRetyzBAsfxkUapump,SOL_NATIVE,0,1,0,0,0,-7128,False,,,,,False,,,,False,,,,,,1,0
BB16FxLnHbcUJvVCft2wvQSZua5krZsqraRKYecppump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BBDBeTacV7yVotQbxBhD8XqRUDo5Wj6LiH4Uvquhpump,SOL_NATIVE,0,1,0,0,0,-3,False,,,,,False,,,,False,,,,,,1,0
BBLv9kgY4uAeQfwfXJxiiiaPVEuvAFtUiKuUtZCoPDmd,SOL_NATIVE,2066,6,4,970,4,129322,True,9,1514,2,2,False,,,970,False,,,,,,6,0
BBoXjPBQqYZ8VPM7MWVszN6oPVYbhNPdPfzxz4nbpump,SOL_NATIVE,1245,124,70,6993,8,74098,True,26375,587,46,26,True,50887,5882,6993,True,68563,7677,5,74098,7177,124,0
BCJ9GtvjZMRBctQ33jMkYRD6PHoM4LUrknAa7tuBDgMS,SOL_NATIVE,0,2,0,152,0,-31304,False,,,,,False,,,,False,,,,,,2,0
BCY6bxkvQWygjJ5Y6u6ccWkkvwMRk9LMNhaKXc82pump,SOL_NATIVE,12229,3,1,1694,1,5158,True,46135,12229,3,1,False,,,,False,,,,,,3,0
BCatLoG4P9xr6F7CA7dDY9heA5RABbXQzEfb48Ecpump,SOL_NATIVE,0,2,1,1,1,51,False,,,,,False,,,,False,,,,,,2,0
BCbHgZPkfU1GrjJKQni3z3Wn1dvyhg52uRxMqf71pump,SOL_NATIVE,0,5,0,41,0,-582,False,,,,,False,,,,False,,,,,,5,0
BCmiskQhRUzMJYCbpp8pCG53HekhxfiUz14MVQm4pump,SOL_NATIVE,0,3,0,117,0,-1900,False,,,,,False,,,,False,,,,,,3,0
BDTYTE5w7YUtu7W7accm5skhXXnipE1ses8fTzZopump,SOL_NATIVE,0,16,2,9174,2,5456,False,,,,,False,,,,False,,,,,,16,0
BDavrN9S8cZC9Dh1S1vmFyt6EiWWXg36dnJGEBeZpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BEEg3A5f1imRXFw4LFQ3Q1pwwiTRU1CcTtJPhuGTpump,SOL_NATIVE,0,1,1,0,1,2286,False,,,,,False,,,,False,,,,,,1,0
BEgW652buwqSwbDMff3GeubGUMawSzqd8zzXMgWBpump,SOL_NATIVE,5924,22,11,4108,9,256841,True,0,1305,2,2,True,14726,1405,4108,False,,519,2,-2,,22,0
BEoDpK5fs8BQMJTRxuUQcK7teQxrbabnmUWPT5t6pump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BEzxsHEdfs5joU9SWpNo8qL7p4UHb8ZtJBbs57Jppump,SOL_NATIVE,13709,29,22,1769,7,158441,True,1927,1009,3,3,True,168690,1362,1769,True,291992,763,3,54418,402,29,0
BFynFytWZwSsCjiX5ek9Qmo3FpBUM2d7jCQWqRXHpump,SOL_NATIVE,5,2,2,0,1,2694,False,,,,,False,,,,False,,,,,,2,0
BG35wpr7E5h3wgoVfHYpCbRmzUR2gLFmdZvx31FTTqer,SOL_NATIVE,0,2,1,507,1,418,False,,,,,False,,,,False,,,,,,2,0
BG8jQaEW16LGtsuoN4QfSYSrCEm5Ckej7VsN8xMUpump,SOL_NATIVE,0,2,1,87,1,710,False,,,,,False,,,,False,,,,,,2,0
BGBJha3DrwEGNmw4kyZCwCGGKhQ9xNS4MLFokBfKpump,SOL_NATIVE,0,25,0,4893,0,-2682,False,,,,,False,,,,False,,,,,,25,0
BGTphq6bojTHwhfLcJBqxoYgVpgCY8YWwndDp9QCpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BGTxUQBNkQ8BnS4werjjoeRJFcSaG5RHZ3CAXc3ppump,SOL_NATIVE,0,1,0,0,0,-252,False,,,,,False,,,,False,,,,,,1,0
BGu3PGvJWiJzAJm1gydRDXxWy6ZRjksDh6r1ANeibAef,SOL_NATIVE,1356,2,1,0,1,42704,True,5,1356,2,1,False,,,,False,,,,,,2,0
BGzgre2yekLUJpgHu9g1T5Paf7si9NMxFpbvcgDDpump,SOL_NATIVE,0,1,0,0,0,-430,False,,,,,False,,,,False,,,,,,1,0
BHD7zgQKsFYfPBQGoB88cPokdxfzAuZNekM3nooDpump,SOL_NATIVE,0,1,0,0,0,-54321,False,,,,,False,,,,False,,,,,,1,0
BHehuqfeeWh9ztVBy1FQrn9kGK9WHTuoymhpTSjipump,SOL_NATIVE,0,1,0,0,0,-31271,False,,,,,False,,,,False,,,,,,1,0
BHoACkdfozrkeVPkCqdS9SRdgdS1SfdCQdTajdt7GJ7b,SOL_NATIVE,0,1,1,0,1,142857,False,,,,,False,,,,False,,,,,,1,0
BJKBP1xUPCjHqc6vdJCK5mBoefTNoDvvZPRoe2CNpump,SOL_NATIVE,0,1,0,0,0,-333,False,,,,,False,,,,False,,,,,,1,0
BJVqCGNJh7yVnfhPK3tgXMkmxPMY8ZYhgm5T7yDwpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BJaSJWVPouJorp6ugDZmCTd3xDVzvXxdTJtzRG8QjCnk,SOL_NATIVE,0,1,0,0,0,-67863,False,,,,,False,,,,False,,,,,,1,0
BJjpbtgjCxGRD6UWqUA58PXorqajuVZhLoHuEAhjpump,SOL_NATIVE,0,1,1,0,1,52876,False,,,,,False,,,,False,,,,,,1,0
BJs65ZhFSrs3VGXBEgvCxF9eBuMfVkrPQAFcgDw9HxEd,SOL_NATIVE,0,1,0,0,0,-1589,False,,,,,False,,,,False,,,,,,1,0
BJucG57AySFHa3X12cRJ6Spxny7wbhCwqaKR9aAovLit,SOL_NATIVE,0,1,1,0,1,15343,False,,,,,False,,,,False,,,,,,1,0
BJvvPVDFjfN9ruPNka5Erj9QnKTxA3dpXBwcPYpN6VbM,SOL_NATIVE,0,1,0,0,0,-64747,False,,,,,False,,,,False,,,,,,1,0
BKadJDktcyAnQLHS1pikKuj9qLB2NMidzqrd43Vftj9Q,SOL_NATIVE,0,1,0,0,0,-174312,False,,,,,False,,,,False,,,,,,1,0
BLAFFE52H1BgW6ubEpArZUSR5hFp2c55SxGaRjkd9VNV,SOL_NATIVE,4221,12,3,4260,2,144595,True,29339,4221,3,3,True,39725,1167,4260,False,,0,0,-736,,12,0
BLBi8kMRuiBb9nzhGZrb7uMoNQHXVn5GoXZdAhi7wmg5,SOL_NATIVE,0,2,1,3325,1,12238,False,,,,,False,,,,False,,,,,,2,0
BLbLqcnkX1gP1JcN2uXFK3zJWVxSocfb7oP5C7rFpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BM5uygAgnTfJ9pWsdcNiu2RnpZubasnAVF5mhfpWpump,SOL_NATIVE,0,1,1,0,1,2852,False,,,,,False,,,,False,,,,,,1,0
BMn2fVVscG7DdFoL1tgamkNtvJF3FSBrZEZvPyEUpump,SOL_NATIVE,0,1,1,0,1,1623,False,,,,,False,,,,False,,,,,,1,0
BN6hn1Z3agNHvjiR88HrG4TBux7qC5TsDFuWrzy8pump,SOL_NATIVE,0,3,1,5468,1,702,False,,,,,False,,,,False,,,,,,3,0
BNMsy2QFbnXxaMP3omLdUdNxCr5Fr2TstoKUHigFFqRx,SOL_NATIVE,0,1,1,0,1,31655,False,,,,,False,,,,False,,,,,,1,0
BNbQiNnK9Tq6Ffuvo58U2F3cFjeCBfkR4Mw2VJZipump,SOL_NATIVE,0,5,1,3838,1,52861,False,,,,,False,,,,False,,,,,,5,0
BNd4QiknanD9AMMHaGesm2ucpy77USPYcVbwd8Q2pump,SOL_NATIVE,0,1,0,0,0,-65886,False,,,,,False,,,,False,,,,,,1,0
BNgDzPDGWXfeXEWjrkioqTT77bnCgNZWSxvgRH85pump,SOL_NATIVE,2530,48,30,4312,3,38436,True,27669,736,3,2,True,184755,3728,4312,True,255610,5844,3,37547,5486,48,0
BNgxZCbGVJUm4bWKGxMyWpTLW8zAzsDaEV5inkd7pump,SOL_NATIVE,0,1,0,0,0,-10,False,,,,,False,,,,False,,,,,,1,0
BP7jFaZj2aGvfvqsBRyBEfdHkSgMh6kP7cwt3THnpump,SOL_NATIVE,6193,47,8,9928,5,247195,True,49321,6193,2,1,True,76884,3033,9928,True,292867,8466,5,247195,8013,47,0
BPE6SHTWbNmNs3vA6HbZLo76C9rpf1geBdFpZDdwe79f,SOL_NATIVE,0,1,0,0,0,-1313,False,,,,,False,,,,False,,,,,,1,0
BPHfvn95qLq3ZnfmXSShtm9EMjuRxB8wu9hyqPTLpump,SOL_NATIVE,0,1,0,0,0,-33,False,,,,,False,,,,False,,,,,,1,0
BPyXzP6WE796xCT3rvVtFNTL1AjLwFss5XQBQdRyxKP4,SOL_NATIVE,0,1,0,0,0,-2429,False,,,,,False,,,,False,,,,,,1,0
BQB66kEaGXwsNCsUc8oAMsXtsTz4y3DA1sCu2o2Cpump,SOL_NATIVE,0,1,0,0,0,-147,False,,,,,False,,,,False,,,,,,1,0
BQGD8AJppfbeUwEvN8GftCbMdPkC1NFgWamyjCphpump,SOL_NATIVE,0,1,1,0,1,30888,False,,,,,False,,,,False,,,,,,1,0
BR2gEWZUmnE9qRoimcJjRMER5LnC9Kh4Y4T3Up39pump,SOL_NATIVE,54,2,1,0,1,2669,False,,,,,False,,,,False,,,,,,2,0
BR3oMahK7Ade69YXPw3MJP4S6NxYG1LB1SiSsxWCpump,SOL_NATIVE,7071,19,11,5695,5,375028,True,2,1055,2,2,True,51988,4407,5695,True,80034,1077,1,18593,382,19,0
BR7pcYBvG9Wb8Cr373GTJHT7McgxcEUdgbEWBPuCpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BRabcKxuTAAJwk7rrRmqdcedADPPWQ7ZMeoPvXCJpump,SOL_NATIVE,0,1,1,0,1,31,False,,,,,False,,,,False,,,,,,1,0
BRaxsZoYg6scR2hekHexTfgyLnpopySWqPLcW4o6pump,SOL_NATIVE,5439,92,56,3976,15,185873,True,55,588,5,5,True,9897,2067,3976,True,41978,1613,15,135580,1365,92,0
BRgmB1qDWHaWpbEP1BD5d6RfFTfwefbygDMNa9hrpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BRjC8jWshr8Lnx72KL9crnRcnhBbiYCyYFL2jiHBpump,SOL_NATIVE,500,2,1,0,1,23818,True,1770,500,2,1,False,,,,False,,,,,,2,0
BS688k7JzGQt6RpwTwLTdTdXyBun2FZhG63dBJ3spump,SOL_NATIVE,0,1,0,0,0,-32922,False,,,,,False,,,,False,,,,,,1,0
BSNF7CkAv2X1eM7v85eN486karYRv9wv9daoZrjVpump,SOL_NATIVE,0,3,0,284,0,-5946,False,,,,,False,,,,False,,,,,,3,0
BSXFT7VfjXnVAagQyHUPqCfgk2P1f5hEEa6acxK9pump,SOL_NATIVE,2595,45,5,8708,6,75328,True,259135,1570,35,5,True,271396,1238,3857,True,283875,5487,1,24957,3026,45,0
BSdJz3ZFx3HufJTRmY3U31sJfCGNGhWv9hg2tgjnpump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BSio4otAizTD2K2z3htEmqKLDuRAxcsc9GztemMNpump,SOL_NATIVE,39,22,10,1786,2,7298,False,,,,,False,,,,False,,,,,,22,0
BTMUZ4adEGNjKANCUUocLbcprB9BNJcPMtJkyhSfed8R,SOL_NATIVE,1535,10,5,2667,4,79875,True,15458,1486,7,4,True,27069,2235,2667,False,,0,0,-29076,,10,0
BThniFe6cxjbUJB2A8fU2V2oG3wrkDUYFYhb2Zeppump,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,1,1,0,1,846,False,,,,,False,,,,False,,,,,,1,0
BULTap9HQpqx56h8Mof4yCPLtx2GykC9XfZbSF47pump,QUOTE:EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,0,1,1,0,1,177,False,,,,,False,,,,False,,,,,,1,0
BUR6uUd5Q6usT2o7kP2MB5RZfzbHHovoHryzbZ2vpump,SOL_NATIVE,3515,4,1,3868,1,546,True,11851,1666,2,1,True,31726,3868,3868,False,,,,,,4,0
BUXQycQFFkN1TVr7mQ61pc8Lk6jfr9vn8QHQAcGqpump,SOL_NATIVE,0,1,1,0,1,2957,False,,,,,False,,,,False,,,,,,1,0
BUibKouNnL1KPTTV8WBehQC4suKhMjpAiK5iJhFwpump,SOL_NATIVE,345,17,8,1284,2,24232,False,,,,,False,,,,False,,,,,,17,0
BUk3rD8QNS3cqn1RyCWU2DKCUnXtBdSomTaxFn6pump,SOL_NATIVE,0,1,0,0,0,-233,False,,,,,False,,,,False,,,,,,1,0
BUqx8UFh2qFZBFVtvBcSHJgHJSVFJYLBNUAy2uRdpump,SOL_NATIVE,0,13,1,7067,2,6451,False,,,,,False,,,,False,,,,,,13,0
BV4JQqSoShyrsGphhjg9vcXV8Gs4ngy694K9Zoz5pump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BVCRjVvcV912JZVubefJy5yqsTHKZtCEU8RduxHxpump,SOL_NATIVE,449,19,4,2483,4,76769,False,,,,,False,,,,False,,,,,,19,0
BVMWszp4v4XjVKbdJgSpAHbtBbJu8k7sa2NTXgCupump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BVb6PPYggRx1TvJypB5KqTRBgbsNaELCdeDsXNUJpump,SOL_NATIVE,866,17,15,89,3,9798,True,27489,503,13,11,False,,,0,False,,,,,,17,0
BVbaTy8aT81VofNSxeviBN5pcfyv87AbL2isdVDupump,SOL_NATIVE,0,1,0,0,0,0,False,,,,,False,,,,False,,,,,,1,0
BVgAXqvzmiFGGHkfKnN8PWKCXsaUuuC3csY3yYtNpump,SOL_NATIVE,0,1,0,0,0,-690,False,,,,,False,,,,False,,,,,,1,0
BVxrD3FgDmVi4sbfbCs7JpERzWNZiUwDwBt57z7npump,SOL_NATIVE,0,1,1,0,1,25411,False,,,,,False,,,,False,,,,,,1,0
BW5iHuy55MPtUTNFYfmYU6srndzgfwVF3RYLbDjgpump,SOL_NATIVE,0,1,0,0,0,-4602,False,,,,,False,,,,False,,,,,,1,0
BW7SPidghGfjYSCkVEGXTm2stHAhPLgm3sv9kVtBpump,SOL_NATIVE,0,3,1,22,1,2893,False,,,,,False,,,,False,,,,,,3,0
BWUsLEwgy3X9pCmEzsvcXp5r5H7GubEuU7YDSxXmpump,SOL_NATIVE,427032,45,5,9861,2,11891,True,7557,1720,3,1,True,15565,1546,9861,True,38824,501037,2,11891,420732,45,0
BWZMLT88aPb8E6V6dA5NiDUMEdnzMHspfmKihQvupump,SOL_NATIVE,0,1,1,0,1,33,False,,,,,False,,,,False,,,,,,1,0
BWaHoMM1kEEyWSLhMU71VejcgX42sWCmVRumyTwNpump,SOL_NATIVE,0,1,0,0,0,-3,False,,,,,False,,,,False,,,,,,1,0
BWcKXzsCjCNHcYs8z6jDNTwyvHUkVC9K8k6eMjjrnSGh,SOL_NATIVE,0,1,0,0,0,-8691,False,,,,,False,,,,False,,,,,,1,0
BXZKQHqzpJaBQCgxkKXgukVWfiV5SbVrY5SCeKpkUqfd,SOL_NATIVE,0,1,1,0,1,833,False,,,,,False,,,,False,,,,,,1,0
BXZKmkQj677uZjG9Ak7ASqNX14Fc2RzWzWgX1pQod1cW,SOL_NATIVE,941,2,2,0,2,91395,True,8,941,2,2,False,,,,False,,,,,,2,0
