mint,price_path_class,price_identity,flow_compatibility,flow_identity_conflict,strategy_error,strategy_final_state,strategy_candidate_compat_only,since_t0_trades,since_t0_sol_buy_lamports,since_t0_sol_sell_lamports,since_t0_quote_buy_raw,since_t0_quote_sell_raw,since_t0_net_flow_raw,since_t0_net_flow_reserve_ppm,sol_legacy_parity
BnTacabkmp5UhPHkTghAfPboGZTEuqb4ciZKsKqdpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,12,765253398,836206436,765253398,836206436,-70953038,-2099,True
BnZ4X1KmYCtHCQXCsCdCJc8Qh5mgQ8Xa7HgNLULcpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,4,0,4753979695,0,4753979695,-4753979695,-101859,True
BndvGQ8HyuaZbBGM6uxsdaqGrmR5jXMZ3cSEhbJPpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,413353380,0,413353380,-413353380,-13778,True
BnfWgueCPu62HgZGC43ZeHAu6SLWeo3ieV4PNcs9ErtL,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,4938271602,0,4938271602,-4938271602,-164609,True
Bnfgtb6A4pEhuvbxPNSmu5QYSNGdTZJAJW5RMXhSpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,493827159,0,493827159,0,493827159,16194,True
Bo11Q3ptGQ8o1SKSzURi7DCR9xGpiWSSfhNsXggkpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,17,98903733,134636364,98903733,134636364,-35732631,-471868,True
Bo2V4XK2tDnWiXxXL8apj5AeEoiCfPbdNAQcNhn9gbfM,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,5,128757738,0,128757738,0,128757738,4280,True
Bo81Kt5e3EAfWgaFAMeMY8arUzWARqb8vSZYpn6Npump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,218308,0,218308,-218308,-7,True
BoA1qz1An56Db4YEYZW4FGnakFk2FusrsGT1s5vPpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,999999,0,999999,-999999,-33,True
BoF1SdDtP5Ht8CyW9YWuutHiYerk5zwrHNouPCp7pump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_RESPONSE,False,31,5974320984,15409447794,5974320984,15409447794,-9435126810,-277218,True
BoX6tGjUxNjd5ZVSPfqriT1rAg2TojeteauLoi6oF4cL,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,11851851851,0,11851851851,0,11851851851,283186,True
BoZDRfc1ANHEDhiLp8NKpsaKLa7ifSoj8u6XsioQpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,17,6901411144,11069651661,6901411144,11069651661,-4168240517,-104431,True
BoejJKDyreUqY4J3hyQbkUDM5QKwqxwJPxfSpqRxpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_PULLBACK,False,7,3657380376,0,3657380376,0,3657380376,112389,True
BogZnM7ijGH9XVhvhTp1C4k6Rquqhu5Qb4NPcXCCpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,4,987654,1953124958,987654,1953124958,-1952137304,-51145,True
BpFLfwYsAFCNLPSJx6iekUcvGD1sv5dLXCpRM85mpump,SOL_ONLY,SOL_NATIVE,COMPATIBLE,False,,WAITING_FOR_IMPULSE,False,1,0,1006721998,0,1006721998,-1006721998,-33557,True
